episodio,recompensa,entregas,steps,taxa_sucesso,sucesso_completo,colisoes,falha_r1,falha_r2,distancia
667,0.9059999999999967,0,500,0.0,0.0,366,81,32,334
668,33.229999999999954,1,500,0.125,0.0,318,47,63,436
669,8.535999999999994,0,500,0.0,0.0,207,49,55,476
670,27.74400000000003,1,500,0.125,0.0,102,25,32,211
671,3.083999999999997,0,500,0.0,0.0,376,52,62,443
672,3.5239999999999965,0,500,0.0,0.0,253,62,46,397
673,-0.3220000000000088,0,500,0.0,0.0,415,59,67,378
674,-3.356000000000007,0,500,0.0,0.0,553,56,69,323
675,-5.49800000000001,0,500,0.0,0.0,619,65,72,324
676,-0.4700000000000029,0,500,0.0,0.0,516,88,56,383
677,-7.5000000000000115,0,500,0.0,0.0,189,36,9,155
678,-4.791999999999997,0,500,0.0,0.0,351,68,14,210
679,-2.218000000000008,0,500,0.0,0.0,400,76,47,315
680,59.20399999999974,2,500,0.25,0.0,287,63,28,320
681,3.0359999999999956,0,500,0.0,0.0,487,60,85,445
682,2.277999999999987,0,500,0.0,0.0,432,65,69,445
683,-2.8919999999999866,0,500,0.0,0.0,335,76,14,253
684,-1.422000000000009,0,500,0.0,0.0,563,66,68,362
685,24.344000000000033,1,500,0.125,0.0,328,41,39,253
686,24.806000000000235,1,500,0.125,0.0,580,77,60,323
687,-9.875999999999994,0,500,0.0,0.0,596,66,65,275
688,15.108000000000043,1,500,0.125,0.0,305,68,25,291
689,-9.488,0,500,0.0,0.0,433,83,51,351
690,-8.828000000000008,0,500,0.0,0.0,472,74,41,272
691,49.78000000000017,2,500,0.25,0.0,223,49,19,223
692,113.96199999999905,4,500,0.5,0.0,431,65,40,282
693,113.75599999999919,4,500,0.5,0.0,318,54,42,277
694,2.5360000000000262,0,500,0.0,0.0,259,87,11,294
695,1.619999999999994,0,500,0.0,0.0,217,73,11,343
696,-0.0920000000000104,0,500,0.0,0.0,570,53,75,341
697,-4.344000000000009,0,500,0.0,0.0,443,71,25,247
698,3.5440000000000844,0,500,0.0,0.0,305,79,14,280
699,30.34800000000002,1,500,0.125,0.0,414,45,64,362
700,-3.1159999999999988,0,500,0.0,0.0,386,68,25,271
701,-2.1579999999999906,0,500,0.0,0.0,345,61,21,264
702,1.2799999999999938,0,500,0.0,0.0,315,79,32,366
703,29.554000000000055,1,500,0.125,0.0,358,47,68,368
704,-1.3640000000000079,0,500,0.0,0.0,418,54,68,368
705,6.554000000000023,0,500,0.0,0.0,279,78,22,333
706,-6.136000000000014,0,500,0.0,0.0,355,61,9,188
707,28.042000000000073,1,500,0.125,0.0,380,46,63,321
708,6.42400000000006,0,500,0.0,0.0,266,70,21,360
709,116.0799999999988,4,500,0.5,0.0,357,57,22,234
710,-4.7820000000000125,0,500,0.0,0.0,319,72,7,232
711,-3.8640000000000003,0,500,0.0,0.0,322,91,11,267
712,-3.9739999999999966,0,500,0.0,0.0,314,80,17,263
713,115.49399999999844,4,500,0.5,0.0,356,68,21,247
714,-5.512000000000017,0,500,0.0,0.0,360,65,21,219
715,-3.7560000000000064,0,500,0.0,0.0,425,86,28,283
716,25.80200000000024,1,500,0.125,0.0,339,52,37,255
717,-4.003999999999992,0,500,0.0,0.0,340,74,13,233
718,33.389999999999866,1,500,0.125,0.0,410,58,49,377
719,6.6579999999999835,0,500,0.0,0.0,321,70,63,461
720,5.322000000000004,0,500,0.0,0.0,371,50,50,396
721,-1.4720000000000018,0,500,0.0,0.0,455,47,67,362
722,1.4620000000000026,0,500,0.0,0.0,218,24,61,362
723,3.157999999999993,0,500,0.0,0.0,257,39,46,378
724,1.2419999999999938,0,500,0.0,0.0,193,36,54,337
725,0.7799999999999878,0,500,0.0,0.0,252,38,68,376
726,-12.848000000000038,0,500,0.0,0.0,402,21,74,207
727,3.744000000000003,0,500,0.0,0.0,282,42,46,381
728,34.82999999999973,1,500,0.125,0.0,233,38,58,415
729,-11.438000000000004,0,500,0.0,0.0,492,54,90,293
730,6.646000000000015,0,500,0.0,0.0,299,26,61,442
731,72.43999999999991,2,500,0.25,0.0,300,61,68,522
732,133.9679999999993,4,500,0.5,0.0,349,59,56,497
733,127.78999999999958,4,500,0.5,0.0,374,57,65,457
734,122.15199999999997,4,500,0.5,0.0,295,68,42,372
735,133.35200000000003,4,500,0.5,0.0,271,66,57,530
736,125.1519999999996,4,500,0.5,0.0,372,56,64,429
737,127.062,4,500,0.5,0.0,376,63,50,434
738,122.01999999999957,4,500,0.5,0.0,353,58,61,368
739,122.66199999999863,4,500,0.5,0.0,254,37,57,334
740,132.88800000000035,4,500,0.5,0.0,275,62,58,501
741,121.65599999999908,4,500,0.5,0.0,446,55,54,365
742,54.704,2,500,0.25,0.0,564,52,67,263
743,124.29799999999894,4,500,0.5,0.0,369,54,33,350
744,120.50199999999876,4,500,0.5,0.0,244,45,43,314
745,-2.3639999999999968,0,500,0.0,0.0,540,65,45,286
746,124.78399999999935,4,500,0.5,0.0,173,32,56,382
747,-13.570000000000036,0,500,0.0,0.0,144,22,30,192
748,96.20199999999969,3,500,0.375,0.0,352,55,68,440
749,126.85599999999988,4,500,0.5,0.0,272,54,44,398
750,129.24600000000027,4,500,0.5,0.0,194,56,47,463
751,120.87799999999943,4,500,0.5,0.0,324,60,57,370
752,-1.881999999999992,0,500,0.0,0.0,549,70,56,309
753,27.96400000000018,1,500,0.125,0.0,426,71,46,306
754,129.27399999999997,4,500,0.5,0.0,209,43,58,449
755,35.745999999999945,1,500,0.125,0.0,325,47,40,361
756,-1.8800000000000032,0,500,0.0,0.0,473,80,49,313
757,11.335999999999979,0,500,0.0,0.0,320,53,66,494
758,37.339999999999904,1,500,0.125,0.0,397,60,72,472
759,7.057999999999996,0,500,0.0,0.0,362,55,68,439
760,63.95599999999944,2,500,0.25,0.0,387,57,76,428
761,61.459999999999944,2,500,0.25,0.0,54,21,63,424
762,4.960000000000006,0,500,0.0,0.0,394,54,54,412
763,-21.64600000000006,0,500,0.0,0.0,67,13,7,69
764,37.552,1,500,0.125,0.0,340,41,74,476
765,35.20199999999984,1,500,0.125,0.0,68,8,62,442
766,36.34000000000003,1,500,0.125,0.0,334,75,73,466
767,-7.530000000000011,0,500,0.0,0.0,182,28,56,339
768,32.991999999999734,1,500,0.125,0.0,89,18,68,458
769,58.871999999999915,2,500,0.25,0.0,214,21,69,347
770,1.2380000000000049,0,500,0.0,0.0,314,42,64,404
771,-9.078000000000019,0,500,0.0,0.0,302,47,74,423
772,-2.382000000000004,0,500,0.0,0.0,340,45,67,372
773,0.5420000000000003,0,500,0.0,0.0,270,33,83,443
774,27.89400000000014,1,500,0.125,0.0,408,42,67,372
775,-6.584000000000005,0,500,0.0,0.0,612,67,65,327
776,-5.782000000000004,0,500,0.0,0.0,552,75,65,368
777,23.546000000000227,1,500,0.125,0.0,562,57,60,318
778,0.08799999999998967,0,500,0.0,0.0,379,60,52,475
779,2.4159999999999924,0,500,0.0,0.0,362,65,52,478
780,-4.282000000000005,0,500,0.0,0.0,527,77,73,396
781,2.9100000000000037,0,500,0.0,0.0,426,64,73,476
782,26.310000000000148,1,500,0.125,0.0,315,45,55,400
783,2.015999999999999,0,500,0.0,0.0,374,50,52,438
784,5.84,0,500,0.0,0.0,294,55,73,518
785,37.14600000000003,1,500,0.125,0.0,406,61,67,477
786,6.565999999999992,0,500,0.0,0.0,318,60,77,548
787,-17.162000000000045,0,500,0.0,0.0,52,14,14,146
788,-5.150000000000013,0,500,0.0,0.0,495,71,52,332
789,3.0519999999999894,0,500,0.0,0.0,256,45,51,433
790,7.96800000000001,0,500,0.0,0.0,294,51,69,541
791,6.354000000000011,0,500,0.0,0.0,306,56,69,519
792,5.614,0,500,0.0,0.0,330,61,73,567
793,-3.9800000000000066,0,500,0.0,0.0,326,56,48,393
794,-4.564000000000006,0,500,0.0,0.0,395,67,61,387
795,4.863999999999996,0,500,0.0,0.0,370,60,61,489
796,2.787999999999996,0,500,0.0,0.0,329,75,74,546
797,-1.5520000000000056,0,500,0.0,0.0,370,76,72,501
798,150.70600000000036,5,500,0.625,0.0,128,34,28,318
799,48.24400000000019,2,500,0.25,0.0,374,52,21,192
800,-14.520000000000026,0,500,0.0,0.0,123,39,30,269
801,56.32000000000003,2,500,0.25,0.0,301,42,52,369
802,123.44999999999973,4,500,0.5,0.0,183,46,46,437
803,22.606000000000176,1,500,0.125,0.0,290,61,21,288
804,50.53000000000011,2,500,0.25,0.0,281,51,14,195
805,50.52000000000016,2,500,0.25,0.0,160,40,25,245
806,55.326000000000086,2,500,0.25,0.0,257,40,33,329
807,57.102000000000146,2,500,0.25,0.0,326,56,49,377
808,-8.55400000000001,0,500,0.0,0.0,317,46,52,284
809,-8.124000000000002,0,500,0.0,0.0,343,44,59,279
810,-5.280000000000004,0,500,0.0,0.0,377,58,60,333
811,-6.236000000000009,0,500,0.0,0.0,357,46,27,292
812,-2.6640000000000046,0,500,0.0,0.0,335,61,66,393
813,5.521999999999992,0,500,0.0,0.0,257,66,45,488
814,-1.5060000000000044,0,500,0.0,0.0,383,48,52,369
815,-2.852000000000002,0,500,0.0,0.0,224,35,32,310
816,3.76600000000001,0,500,0.0,0.0,232,59,50,489
817,7.804000000000003,0,500,0.0,0.0,205,73,62,579
818,1.3500000000000008,0,500,0.0,0.0,215,78,37,465
819,5.068000000000001,0,500,0.0,0.0,180,57,42,487
820,7.180000000000003,0,500,0.0,0.0,206,52,75,532
821,52.61800000000012,2,500,0.25,0.0,231,56,13,252
822,15.808,0,500,0.0,0.0,216,45,60,628
823,5.596000000000004,0,500,0.0,0.0,279,57,60,492
824,36.284000000000006,1,500,0.125,0.0,233,60,57,545
825,2.167999999999993,0,500,0.0,0.0,380,82,74,493
826,0.4379999999999939,0,500,0.0,0.0,368,55,54,417
827,23.57000000000018,1,500,0.125,0.0,261,66,32,333
828,3.223999999999994,0,500,0.0,0.0,312,66,23,298
829,6.284000000000008,0,500,0.0,0.0,313,48,63,450
830,30.43600000000015,1,500,0.125,0.0,383,61,56,453
831,-2.0360000000000085,0,500,0.0,0.0,198,65,48,422
832,46.52799999999992,1,500,0.125,0.0,213,68,62,633
833,-4.364000000000009,0,500,0.0,0.0,239,61,42,434
834,-6.896000000000013,0,500,0.0,0.0,301,43,45,347
835,22.68200000000021,1,500,0.125,0.0,277,51,10,138
836,-4.46,0,500,0.0,0.0,336,68,55,428
837,1.5439999999999965,0,500,0.0,0.0,217,59,68,536
838,-4.126000000000006,0,500,0.0,0.0,278,58,51,393
839,-10.46999999999999,0,500,0.0,0.0,194,47,32,334
840,24.79600000000029,1,500,0.125,0.0,212,60,24,375
841,8.785999999999996,0,500,0.0,0.0,373,49,55,465
842,1.1319999999999981,0,500,0.0,0.0,261,50,48,435
843,-2.898000000000011,0,500,0.0,0.0,401,74,34,285
844,-5.434000000000006,0,500,0.0,0.0,243,37,57,350
845,-8.392000000000008,0,500,0.0,0.0,613,65,74,292
846,-3.960000000000007,0,500,0.0,0.0,573,54,83,316
847,-1.5200000000000067,0,500,0.0,0.0,517,57,79,351
848,-9.856000000000003,0,500,0.0,0.0,555,60,61,265
849,-5.472000000000006,0,500,0.0,0.0,440,49,75,345
850,-1.2180000000000146,0,500,0.0,0.0,339,35,49,341
851,-9.38799999999999,0,500,0.0,0.0,356,82,5,159
852,6.452000000000003,0,500,0.0,0.0,235,42,63,497
853,10.649999999999993,0,500,0.0,0.0,312,65,77,556
854,4.71599999999999,0,500,0.0,0.0,396,66,64,476
855,26.922000000000033,1,500,0.125,0.0,390,66,4,137
856,2.4759999999999933,0,500,0.0,0.0,357,68,57,411
857,-0.5680000000000066,0,500,0.0,0.0,404,44,53,304
858,7.9280000000000355,0,500,0.0,0.0,318,67,41,496
859,0.7139999999999885,0,500,0.0,0.0,387,52,64,410
860,5.92199999999999,0,500,0.0,0.0,321,54,39,385
861,0.5399999999999936,0,500,0.0,0.0,366,42,44,341
862,25.60400000000018,1,500,0.125,0.0,357,63,6,198
863,3.51000000000004,0,500,0.0,0.0,309,75,33,363
864,6.9760000000000035,0,500,0.0,0.0,282,51,75,522
865,0.2479999999999906,0,500,0.0,0.0,423,73,62,443
866,-0.7800000000000071,0,500,0.0,0.0,279,72,23,325
867,4.542,0,500,0.0,0.0,218,55,63,585
868,96.67599999999956,3,500,0.375,0.0,318,46,56,438
869,12.71199999999998,0,500,0.0,0.0,210,58,82,651
870,0.9079999999999944,0,500,0.0,0.0,336,68,62,403
871,4.064000000000001,0,500,0.0,0.0,367,43,76,418
872,-8.082000000000015,0,500,0.0,0.0,298,60,7,160
873,4.165999999999996,0,500,0.0,0.0,370,44,57,412
874,-5.34200000000001,0,500,0.0,0.0,334,75,7,190
875,-3.940000000000003,0,500,0.0,0.0,262,34,68,412
876,-4.166000000000001,0,500,0.0,0.0,270,51,40,400
877,-5.410000000000012,0,500,0.0,0.0,341,73,19,252
878,-3.814000000000002,0,500,0.0,0.0,224,30,53,364
879,-6.0200000000000085,0,500,0.0,0.0,335,40,33,272
880,21.49800000000002,1,500,0.125,0.0,168,39,32,279
881,1.929999999999991,0,500,0.0,0.0,287,66,32,383
882,1.4999999999999976,0,500,0.0,0.0,234,40,59,389
883,-5.232000000000008,0,500,0.0,0.0,374,57,47,317
884,-6.026000000000011,0,500,0.0,0.0,336,70,3,172
885,-4.694000000000005,0,500,0.0,0.0,382,67,48,406
886,-2.159999999999978,0,500,0.0,0.0,321,62,22,249
887,-9.08799999999999,0,500,0.0,0.0,275,39,29,230
888,-3.974000000000005,0,500,0.0,0.0,314,43,24,193
889,0.9300000000000131,0,500,0.0,0.0,240,49,28,322
890,-10.011999999999981,0,500,0.0,0.0,266,48,18,194
891,-0.770000000000007,0,500,0.0,0.0,116,49,13,332
892,-2.2760000000000105,0,500,0.0,0.0,245,45,25,294
893,-9.22800000000001,0,500,0.0,0.0,316,24,57,323
894,-8.866000000000005,0,500,0.0,0.0,268,69,5,216
895,-11.323999999999957,0,500,0.0,0.0,355,73,4,153
896,34.29599999999996,1,500,0.125,0.0,300,60,56,462
897,-15.304000000000034,0,500,0.0,0.0,238,25,68,344
898,-8.690000000000017,0,500,0.0,0.0,189,22,52,364
899,-9.92999999999995,0,500,0.0,0.0,362,63,9,167
900,-12.684000000000017,0,500,0.0,0.0,282,30,68,354
901,-12.419999999999945,0,500,0.0,0.0,337,79,0,174
902,-7.264000000000001,0,500,0.0,0.0,251,31,36,288
903,-8.42200000000001,0,500,0.0,0.0,247,29,53,365
904,-7.94600000000001,0,500,0.0,0.0,308,59,12,215
905,-2.600000000000005,0,500,0.0,0.0,246,57,54,466
906,-3.124000000000004,0,500,0.0,0.0,278,48,59,458
907,1.437999999999994,0,500,0.0,0.0,306,50,52,475
908,5.342000000000008,0,500,0.0,0.0,240,41,69,457
909,-6.204000000000012,0,500,0.0,0.0,309,77,10,208
910,4.590000000000006,0,500,0.0,0.0,249,49,71,480
911,0.3459999999999966,0,500,0.0,0.0,129,38,67,466
912,-15.533999999999956,0,500,0.0,0.0,83,30,34,250
913,-14.81199999999998,0,500,0.0,0.0,44,22,11,171
914,-20.181999999999945,0,500,0.0,0.0,97,12,34,159
915,-12.966000000000014,0,500,0.0,0.0,226,31,42,292
916,-2.556000000000005,0,500,0.0,0.0,197,51,60,505
917,-10.42999999999998,0,500,0.0,0.0,369,73,23,271
918,-5.476,0,500,0.0,0.0,169,50,59,468
919,2.149999999999995,0,500,0.0,0.0,160,57,62,579
920,29.34000000000014,1,500,0.125,0.0,158,54,34,458
921,-4.182000000000001,0,500,0.0,0.0,306,40,43,361
922,28.94600000000025,1,500,0.125,0.0,322,60,90,456
923,-4.940000000000008,0,500,0.0,0.0,187,45,57,482
924,-3.4180000000000095,0,500,0.0,0.0,318,51,27,245
925,0.8339999999999919,0,500,0.0,0.0,205,38,50,472
926,-2.1420000000000057,0,500,0.0,0.0,254,41,60,484
927,28.878000000000025,1,500,0.125,0.0,116,48,52,563
928,60.41000000000005,2,500,0.25,0.0,187,62,34,466
929,5.434000000000003,0,500,0.0,0.0,244,55,53,572
930,27.074000000000208,1,500,0.125,0.0,159,51,37,427
931,23.054000000000183,1,500,0.125,0.0,236,68,33,390
932,-12.90599999999992,0,500,0.0,0.0,262,51,11,196
933,-0.3280000000000076,0,500,0.0,0.0,222,59,86,612
934,1.0259999999999938,0,500,0.0,0.0,215,57,57,535
935,9.240000000000007,0,500,0.0,0.0,148,33,60,548
936,-7.360000000000016,0,500,0.0,0.0,179,41,34,360
937,-3.856000000000007,0,500,0.0,0.0,241,39,67,505
938,0.9339999999999924,0,500,0.0,0.0,175,54,80,633
939,-1.632000000000005,0,500,0.0,0.0,230,61,70,584
940,-3.3960000000000083,0,500,0.0,0.0,310,60,75,554
941,-4.018000000000003,0,500,0.0,0.0,447,55,62,404
942,-5.944000000000002,0,500,0.0,0.0,342,51,65,441
943,-6.53400000000001,0,500,0.0,0.0,364,53,73,422
944,-5.538000000000005,0,500,0.0,0.0,321,50,58,395
945,-1.1540000000000015,0,500,0.0,0.0,300,52,64,432
946,-4.572000000000004,0,500,0.0,0.0,206,54,67,464
947,-1.8720000000000083,0,500,0.0,0.0,239,47,52,467
948,-6.746000000000006,0,500,0.0,0.0,254,43,40,342
949,-0.072000000000002,0,500,0.0,0.0,219,57,37,442
950,-4.332000000000007,0,500,0.0,0.0,276,37,54,389
951,-6.962000000000014,0,500,0.0,0.0,324,48,51,307
952,-10.807999999999975,0,500,0.0,0.0,448,71,61,354
953,-7.396000000000006,0,500,0.0,0.0,243,32,42,328
954,-6.285999999999996,0,500,0.0,0.0,187,33,37,354
955,-6.360000000000004,0,500,0.0,0.0,330,67,50,392
956,56.70199999999998,2,500,0.25,0.0,297,55,64,411
957,-1.6660000000000073,0,500,0.0,0.0,256,31,50,400
958,-0.7820000000000034,0,500,0.0,0.0,176,38,71,482
959,-8.174000000000019,0,500,0.0,0.0,337,44,39,314
960,-7.55200000000001,0,500,0.0,0.0,411,58,46,311
961,-3.006000000000006,0,500,0.0,0.0,319,58,45,395
962,5.391999999999999,0,500,0.0,0.0,295,62,82,535
963,-4.669999999999958,0,500,0.0,0.0,108,20,44,299
964,-12.649999999999956,0,500,0.0,0.0,695,80,76,271
965,-12.087999999999976,0,500,0.0,0.0,509,60,74,276
966,1.4919999999999936,0,500,0.0,0.0,223,53,67,526
967,29.71800000000006,1,500,0.125,0.0,224,47,64,494
968,31.80599999999999,1,500,0.125,0.0,134,42,65,517
969,21.390000000000434,1,500,0.125,0.0,497,36,75,281
970,-0.07600000000000288,0,500,0.0,0.0,256,48,51,498
971,23.90600000000022,1,500,0.125,0.0,403,51,60,367
972,19.030000000000317,1,500,0.125,0.0,327,59,29,243
973,-14.669999999999941,0,500,0.0,0.0,453,56,54,235
974,-14.66399999999997,0,500,0.0,0.0,338,37,53,211
975,-14.03799999999993,0,500,0.0,0.0,274,41,50,228
976,-9.954,0,500,0.0,0.0,366,51,52,304
977,-10.821999999999996,0,500,0.0,0.0,425,45,59,297
978,0.9139999999999922,0,500,0.0,0.0,203,49,45,438
979,24.534000000000077,1,500,0.125,0.0,291,40,39,323
980,-5.9300000000000015,0,500,0.0,0.0,209,40,39,359
981,31.04800000000006,1,500,0.125,0.0,290,72,50,506
982,-2.346000000000001,0,500,0.0,0.0,242,42,51,412
983,26.830000000000094,1,500,0.125,0.0,194,56,41,387
984,28.32200000000013,1,500,0.125,0.0,204,43,60,460
985,-0.2540000000000058,0,500,0.0,0.0,213,51,56,518
986,2.9259999999999975,0,500,0.0,0.0,316,71,45,479
987,-2.5160000000000053,0,500,0.0,0.0,280,73,50,467
988,28.656000000000276,1,500,0.125,0.0,189,50,51,422
989,-5.511999999999998,0,500,0.0,0.0,316,51,29,347
990,24.82800000000031,1,500,0.125,0.0,287,63,38,389
991,25.99600000000001,1,500,0.125,0.0,290,51,42,384
992,27.58200000000015,1,500,0.125,0.0,221,45,51,458
993,-13.28999999999994,0,500,0.0,0.0,704,63,71,244
994,27.952000000000194,1,500,0.125,0.0,288,64,63,455
995,-3.074000000000008,0,500,0.0,0.0,220,64,46,431
996,25.280000000000044,1,500,0.125,0.0,280,50,52,397
997,33.22800000000004,1,500,0.125,0.0,275,70,57,545
998,31.718000000000085,1,500,0.125,0.0,242,65,50,523
999,26.344000000000037,1,500,0.125,0.0,228,60,61,495
1000,55.74600000000023,2,500,0.25,0.0,324,60,46,347
1001,27.68800000000019,1,500,0.125,0.0,233,40,65,413
1002,8.36799999999998,0,500,0.0,0.0,494,69,78,470
1003,-8.11400000000001,0,500,0.0,0.0,399,63,57,321
1004,27.54400000000021,1,500,0.125,0.0,214,41,46,425
1005,-11.73999999999999,0,500,0.0,0.0,226,31,43,354
1006,26.658000000000246,1,500,0.125,0.0,303,57,55,424
1007,31.376000000000175,1,500,0.125,0.0,260,41,69,471
1008,22.910000000000093,1,500,0.125,0.0,239,35,57,357
1009,23.340000000000252,1,500,0.125,0.0,322,44,67,399
1010,-5.290000000000008,0,500,0.0,0.0,283,49,43,387
1011,-4.888000000000007,0,500,0.0,0.0,224,44,44,360
1012,-4.918000000000009,0,500,0.0,0.0,475,62,58,362
1013,-3.796000000000009,0,500,0.0,0.0,477,58,42,344
1014,-1.0820000000000087,0,500,0.0,0.0,453,68,75,461
1015,20.238000000000124,1,500,0.125,0.0,488,42,42,232
1016,-10.841999999999969,0,500,0.0,0.0,243,72,1,211
1017,8.977999999999964,0,500,0.0,0.0,408,72,70,465
1018,0.06599999999999388,0,500,0.0,0.0,193,74,18,363
1019,0.9379999999999931,0,500,0.0,0.0,369,66,59,488
1020,3.583999999999994,0,500,0.0,0.0,542,78,77,439
1021,7.168000000000006,0,500,0.0,0.0,448,76,71,520
1022,11.627999999999949,0,500,0.0,0.0,466,64,77,473
1023,8.85599999999998,0,500,0.0,0.0,428,82,67,530
1024,7.258,0,500,0.0,0.0,401,79,73,500
1025,15.161999999999948,0,500,0.0,0.0,407,60,72,519
1026,-1.0760000000000078,0,500,0.0,0.0,601,64,82,350
1027,8.513999999999973,0,500,0.0,0.0,312,45,87,448
1028,2.3719999999999875,0,500,0.0,0.0,351,22,62,361
1029,2.6460000000000012,0,500,0.0,0.0,445,57,84,387
1030,0.6039999999999877,0,500,0.0,0.0,499,58,60,307
1031,0.4660000000000117,0,500,0.0,0.0,491,74,80,355
1032,4.912000000000021,0,500,0.0,0.0,101,15,71,503
1033,11.488000000000019,0,500,0.0,0.0,396,56,84,453
1034,10.802000000000008,0,500,0.0,0.0,426,70,78,500
1035,5.7640000000000065,0,500,0.0,0.0,258,58,64,491
1036,7.2320000000000215,0,500,0.0,0.0,179,52,53,537
1037,3.2239999999999984,0,500,0.0,0.0,503,58,74,421
1038,11.486,0,500,0.0,0.0,316,49,83,543
1039,6.664000000000047,0,500,0.0,0.0,475,55,60,394
1040,15.63599999999997,0,500,0.0,0.0,252,66,82,619
1041,11.835999999999965,0,500,0.0,0.0,377,60,68,559
1042,3.0140000000000464,0,500,0.0,0.0,557,53,65,347
1043,127.11799999999941,4,500,0.5,0.0,191,27,49,409
1044,2.7739999999999934,0,500,0.0,0.0,375,49,56,384
1045,4.5099999999999945,0,500,0.0,0.0,389,57,72,419
1046,9.328000000000044,0,500,0.0,0.0,371,46,54,443
1047,-3.8800000000000168,0,500,0.0,0.0,691,74,67,266
1048,-1.023999999999981,0,500,0.0,0.0,505,64,69,365
1049,0.47000000000001946,0,500,0.0,0.0,488,71,93,434
1050,7.228000000000023,0,500,0.0,0.0,96,40,40,458
1051,-2.1660000000000155,0,500,0.0,0.0,101,20,42,311
1052,16.806000000000008,0,500,0.0,0.0,353,58,63,572
1053,123.88399999999918,4,500,0.5,0.0,209,38,49,376
1054,2.639999999999994,0,500,0.0,0.0,354,52,58,395
1055,-0.014000000000009671,0,500,0.0,0.0,237,23,51,315
1056,-1.2080000000000108,0,500,0.0,0.0,340,38,60,330
1057,-2.1340000000000052,0,500,0.0,0.0,609,70,62,318
1058,2.3699999999999988,0,500,0.0,0.0,274,50,73,473
1059,-9.018000000000008,0,500,0.0,0.0,526,64,63,308
1060,-0.7740000000000152,0,500,0.0,0.0,371,61,47,374
1061,-14.713999999999995,0,500,0.0,0.0,146,16,34,211
1062,-7.152000000000004,0,500,0.0,0.0,249,17,71,356
1063,-2.072000000000005,0,500,0.0,0.0,177,40,52,385
1064,-9.233999999999998,0,500,0.0,0.0,682,75,79,300
1065,30.1920000000002,1,500,0.125,0.0,542,66,55,390
1066,-10.185999999999988,0,500,0.0,0.0,748,70,68,232
1067,-6.412000000000006,0,500,0.0,0.0,328,55,47,335
1068,-5.682000000000001,0,500,0.0,0.0,397,50,63,341
1069,-8.472000000000003,0,500,0.0,0.0,682,76,72,281
1070,-9.789999999999992,0,500,0.0,0.0,389,19,75,274
1071,-1.1620000000000053,0,500,0.0,0.0,291,50,74,412
1072,3.2119999999999975,0,500,0.0,0.0,322,36,71,379
1073,-8.49399999999999,0,500,0.0,0.0,714,73,63,262
1074,-7.73600000000001,0,500,0.0,0.0,720,74,51,264
1075,-6.470000000000008,0,500,0.0,0.0,645,70,75,340
1076,-2.3920000000000026,0,500,0.0,0.0,264,22,54,399
1077,5.714000000000002,0,500,0.0,0.0,280,64,52,500
1078,-11.589999999999977,0,500,0.0,0.0,645,77,102,343
1079,-4.694000000000014,0,500,0.0,0.0,670,69,74,299
1080,-8.58000000000002,0,500,0.0,0.0,473,39,53,247
1081,20.12200000000002,1,500,0.125,0.0,183,36,67,395
1082,-7.022000000000014,0,500,0.0,0.0,660,70,61,304
1083,62.47999999999956,2,500,0.25,0.0,270,49,45,414
1084,1.8860000000000174,0,500,0.0,0.0,473,58,61,390
1085,-1.8600000000000003,0,500,0.0,0.0,506,60,59,349
1086,64.30999999999985,2,500,0.25,0.0,137,52,48,505
1087,-11.351999999999968,0,500,0.0,0.0,746,74,61,233
1088,0.26999999999999336,0,500,0.0,0.0,208,66,41,417
1089,-0.08400000000001875,0,500,0.0,0.0,393,52,55,358
1090,2.384000000000002,0,500,0.0,0.0,192,45,55,434
1091,7.245999999999994,0,500,0.0,0.0,194,45,54,525
1092,-1.6520000000000024,0,500,0.0,0.0,515,64,75,387
1093,-5.337999999999989,0,500,0.0,0.0,701,61,64,267
1094,9.345999999999986,0,500,0.0,0.0,150,43,65,559
1095,12.64,0,500,0.0,0.0,107,33,50,543
1096,7.148000000000005,0,500,0.0,0.0,125,41,55,594
1097,68.01799999999986,2,500,0.25,0.0,156,48,65,586
1098,8.708000000000014,0,500,0.0,0.0,315,58,63,534
1099,8.825999999999997,0,500,0.0,0.0,143,48,76,640
1100,61.201999999999984,2,500,0.25,0.0,188,64,47,493
1101,3.086000000000003,0,500,0.0,0.0,75,34,66,591
1102,2.2900000000000076,0,500,0.0,0.0,65,24,48,527
1103,21.11000000000033,1,500,0.125,0.0,653,66,73,309
1104,0.5239999999999961,0,500,0.0,0.0,446,70,57,446
1105,-1.7880000000000076,0,500,0.0,0.0,185,71,58,501
1106,0.41999999999999427,0,500,0.0,0.0,436,69,74,458
1107,-11.159999999999988,0,500,0.0,0.0,172,28,50,277
1108,71.9060000000001,2,500,0.25,0.0,198,46,60,542
1109,-4.850000000000008,0,500,0.0,0.0,215,36,62,403
1110,0.7719999999999945,0,500,0.0,0.0,213,51,61,539
1111,-8.764000000000001,0,500,0.0,0.0,675,60,75,296
1112,64.86999999999985,2,500,0.25,0.0,235,58,31,479
1113,-8.7,0,500,0.0,0.0,349,52,33,280
1114,-7.450000000000009,0,500,0.0,0.0,291,35,34,264
1115,-3.934000000000003,0,500,0.0,0.0,299,55,50,366
1116,1.5859999999999996,0,500,0.0,0.0,264,31,55,387
1117,-5.640000000000008,0,500,0.0,0.0,402,44,52,346
1118,-5.790000000000007,0,500,0.0,0.0,512,70,62,347
