episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2,distancia_percorrida
1843,317.335,8,24,1.0,0,0,1,26
1844,316.78499999999985,8,33,1.0,2,6,1,34
1845,315.8849999999999,8,51,1.0,19,8,3,46
1846,315.63499999999965,8,49,1.0,3,10,3,50
1847,316.375,8,41,1.0,5,8,7,56
1848,316.6599999999999,8,37,1.0,8,7,2,41
1849,316.09000000000003,8,41,1.0,14,3,3,40
1850,317.0449999999999,8,29,1.0,0,3,3,34
1851,317.6049999999999,8,30,1.0,3,2,1,34
1852,314.64,8,89,1.0,47,9,15,87
1853,317.81499999999994,8,27,1.0,0,1,0,30
1854,316.78,8,32,1.0,3,6,2,40
1855,315.87,8,50,1.0,19,7,7,52
1856,317.03999999999985,8,31,1.0,0,3,4,37
1857,316.52999999999975,8,43,1.0,1,9,1,50
1858,305.0650000000013,8,367,1.0,48,15,39,215
1859,317.015,8,31,1.0,7,1,3,33
1860,301.55000000000194,8,430,1.0,72,26,33,232
1861,315.5199999999999,8,54,1.0,14,10,6,60
1862,62.61000000000214,3,500,0.375,38,13,44,241
1863,314.78999999999996,8,69,1.0,26,7,17,84
1864,315.99,8,39,1.0,3,5,10,53
1865,63.4200000000018,3,500,0.375,146,38,50,366
1866,315.8349999999998,8,61,1.0,36,7,5,53
1867,316.98499999999996,8,26,1.0,3,4,2,31
1868,305.8850000000011,8,316,1.0,82,31,27,237
1869,313.625,8,76,1.0,21,16,23,108
1870,317.23999999999995,8,25,1.0,1,3,1,28
1871,313.6900000000001,8,126,1.0,44,13,8,89
1872,62.485000000002174,3,500,0.375,69,24,33,241
1873,314.9649999999995,8,86,1.0,42,7,10,80
1874,317.53499999999997,8,33,1.0,7,2,1,34
1875,315.0299999999998,8,55,1.0,6,14,12,76
1876,139.66999999999186,6,500,0.75,250,74,25,241
1877,309.5250000000009,8,223,1.0,28,15,19,137
1878,315.09000000000026,8,96,1.0,35,7,6,71
1879,317.1149999999999,8,31,1.0,1,3,3,37
1880,315.56,8,38,1.0,10,4,8,46
1881,315.09000000000003,8,50,1.0,17,6,10,58
1882,316.1299999999998,8,47,1.0,12,9,5,52
1883,317.06499999999994,8,33,1.0,1,3,2,36
1884,316.585,8,36,1.0,0,5,8,50
1885,317.15999999999997,8,27,1.0,6,2,2,30
1886,317.1149999999999,8,38,1.0,0,3,3,47
1887,316.97499999999997,8,31,1.0,3,4,4,41
1888,317.04499999999996,8,26,1.0,0,3,2,28
1889,317.0499999999998,8,40,1.0,0,4,2,46
1890,312.24500000000023,8,146,1.0,18,10,12,87
1891,316.1199999999999,8,41,1.0,0,7,8,57
1892,316.84,8,33,1.0,3,3,4,39
1893,315.3449999999999,8,58,1.0,24,6,9,56
1894,317.19500000000005,8,27,1.0,0,2,3,34
1895,316.44499999999994,8,36,1.0,2,5,2,40
1896,315.24499999999983,8,55,1.0,12,11,3,57
1897,310.62499999999943,8,159,1.0,62,32,9,118
1898,308.0000000000008,8,290,1.0,52,32,29,249
1899,317.6299999999999,8,31,1.0,1,1,3,38
1900,317.385,8,26,1.0,4,2,1,30
1901,317.08,8,26,1.0,1,2,4,32
1902,317.29999999999995,8,26,1.0,0,3,2,31
1903,316.06499999999994,8,38,1.0,5,10,2,45
1904,316.565,8,35,1.0,3,4,6,45
1905,316.67999999999995,8,29,1.0,1,5,4,39
1906,317.16499999999996,8,29,1.0,3,2,4,35
1907,316.6899999999998,8,39,1.0,1,7,2,43
1908,314.6899999999997,8,117,1.0,32,13,6,99
1909,305.819999999999,8,243,1.0,128,45,10,143
1910,112.95500000000085,5,500,0.625,172,35,62,277
1911,316.1299999999999,8,37,1.0,1,5,6,41
1912,315.2099999999997,8,62,1.0,15,12,8,68
1913,316.77,8,33,1.0,3,4,5,43
1914,317.02499999999986,8,32,1.0,1,6,0,37
1915,316.695,8,31,1.0,8,6,1,32
1916,313.7550000000001,8,114,1.0,20,14,11,90
1917,316.7549999999999,8,39,1.0,4,4,2,43
1918,315.7499999999998,8,52,1.0,22,9,2,45
1919,316.8999999999999,8,29,1.0,0,5,2,35
1920,316.185,8,32,1.0,2,7,4,38
1921,317.225,8,27,1.0,3,3,2,34
1922,316.93499999999995,8,30,1.0,4,6,1,36
1923,315.65499999999986,8,53,1.0,4,13,3,57
1924,316.34999999999985,8,41,1.0,6,5,7,48
1925,313.0,8,112,1.0,36,15,13,100
1926,139.06499999999187,6,500,0.75,265,68,18,199
1927,307.8799999999983,8,247,1.0,102,29,18,151
1928,314.3599999999998,8,79,1.0,18,15,5,76
1929,316.825,8,30,1.0,0,1,5,35
1930,139.76499999999177,6,500,0.75,264,65,28,242
1931,314.775,8,48,1.0,5,11,11,65
1932,316.73499999999996,8,33,1.0,1,3,4,42
1933,317.29499999999996,8,30,1.0,0,4,2,41
1934,316.57,8,34,1.0,1,4,5,45
1935,317.11499999999984,8,40,1.0,1,5,0,40
1936,314.81000000000006,8,71,1.0,8,9,10,69
1937,317.435,8,20,1.0,0,1,1,23
1938,316.725,8,29,1.0,2,3,5,35
1939,315.95999999999987,8,53,1.0,16,7,5,54
1940,316.28499999999997,8,37,1.0,5,7,5,49
1941,317.08499999999987,8,32,1.0,0,3,1,33
1942,317.4,8,25,1.0,1,1,3,30
1943,315.8299999999999,8,37,1.0,7,6,6,42
1944,310.1400000000003,8,204,1.0,40,18,29,161
1945,304.2500000000014,8,364,1.0,34,29,36,259
1946,307.77500000000043,8,215,1.0,54,27,35,171
1947,315.30499999999984,8,49,1.0,4,11,9,63
1948,317.13999999999993,8,28,1.0,0,3,2,33
1949,317.0249999999999,8,30,1.0,5,5,0,32
1950,315.05999999999983,8,52,1.0,14,10,7,59
1951,314.2699999999993,8,74,1.0,23,20,5,71
1952,314.865,8,60,1.0,27,8,13,70
1953,316.2599999999999,8,43,1.0,6,8,6,52
1954,316.9649999999999,8,32,1.0,0,4,3,38
1955,316.5149999999998,8,48,1.0,12,3,5,45
1956,311.6749999999987,8,148,1.0,81,18,25,136
1957,316.06999999999994,8,50,1.0,12,5,8,55
1958,314.52000000000015,8,93,1.0,23,11,3,62
1959,317.18999999999994,8,27,1.0,2,2,2,32
1960,317.4749999999999,8,25,1.0,0,1,2,28
1961,316.2299999999999,8,39,1.0,3,10,4,48
1962,317.0749999999999,8,30,1.0,0,5,1,35
1963,309.5799999999981,8,226,1.0,66,16,18,136
1964,316.865,8,29,1.0,0,2,5,34
1965,317.375,8,28,1.0,1,2,3,36
1966,315.1449999999999,8,51,1.0,11,11,10,63
1967,315.8699999999998,8,50,1.0,13,11,4,53
1968,316.04999999999995,8,47,1.0,7,6,9,61
1969,312.86499999999876,8,131,1.0,63,16,9,94
1970,317.04999999999995,8,28,1.0,0,6,1,35
1971,311.55000000000075,8,190,1.0,30,17,7,110
1972,315.8999999999999,8,39,1.0,6,8,6,46
1973,316.04499999999985,8,38,1.0,7,7,4,36
1974,316.4649999999999,8,33,1.0,4,6,2,39
1975,317.1149999999999,8,33,1.0,1,5,1,37
1976,317.29499999999996,8,28,1.0,0,3,2,36
1977,316.9899999999999,8,31,1.0,1,3,3,36
1978,316.95,8,26,1.0,1,3,2,31
1979,316.76,8,27,1.0,1,5,3,34
1980,315.53999999999974,8,50,1.0,8,11,5,54
1981,316.5199999999999,8,37,1.0,8,2,7,41
1982,313.8800000000001,8,86,1.0,11,8,11,69
1983,311.97000000000025,8,124,1.0,29,10,13,79
1984,315.5099999999999,8,54,1.0,17,9,10,65
1985,316.88499999999993,8,28,1.0,1,4,2,33
1986,312.43,8,94,1.0,39,20,23,121
1987,317.42499999999995,8,29,1.0,2,1,2,32
1988,317.05499999999995,8,32,1.0,9,1,4,34
1989,316.385,8,31,1.0,2,5,6,40
1990,316.4899999999999,8,31,1.0,4,6,3,35
1991,315.59000000000003,8,44,1.0,10,5,8,55
1992,315.7349999999998,8,50,1.0,3,12,7,66
1993,316.145,8,33,1.0,0,5,7,45
1994,317.3499999999999,8,31,1.0,1,2,3,37
1995,317.28999999999996,8,25,1.0,1,2,3,31
1996,310.3550000000007,8,204,1.0,32,15,20,138
1997,316.54499999999996,8,30,1.0,1,6,4,41
1998,316.59499999999997,8,39,1.0,5,7,2,42
1999,317.45499999999987,8,37,1.0,1,1,3,39
2000,316.59000000000003,8,30,1.0,2,3,6,39
2001,315.47499999999985,8,45,1.0,12,7,5,41
2002,316.72499999999985,8,39,1.0,1,6,4,49
2003,316.25,8,35,1.0,6,6,5,45
2004,316.1949999999998,8,39,1.0,0,7,6,46
2005,316.5899999999999,8,30,1.0,3,5,3,36
2006,316.3899999999999,8,34,1.0,0,7,4,43
2007,308.5550000000009,8,221,1.0,34,15,12,96
2008,316.58000000000004,8,33,1.0,1,3,6,43
2009,317.41499999999996,8,23,1.0,1,2,2,29
2010,316.8699999999999,8,34,1.0,1,4,3,37
2011,313.8700000000001,8,94,1.0,21,9,9,66
2012,304.03000000000156,8,386,1.0,98,31,25,228
2013,315.4349999999998,8,62,1.0,23,8,5,50
2014,316.96500000000003,8,28,1.0,0,2,4,37
2015,316.785,8,37,1.0,1,4,7,54
2016,316.9699999999997,8,58,1.0,18,3,6,63
2017,317.09,8,27,1.0,1,2,5,35
2018,315.87999999999994,8,43,1.0,11,7,2,37
2019,307.02999999999895,8,261,1.0,47,22,24,160
2020,304.1850000000002,8,370,1.0,46,23,17,167
2021,316.3949999999999,8,39,1.0,8,7,3,41
2022,317.32499999999993,8,28,1.0,3,3,1,31
2023,315.7449999999998,8,56,1.0,17,8,3,46
2024,316.87999999999994,8,28,1.0,0,5,4,37
2025,316.6999999999999,8,36,1.0,1,7,3,46
2026,316.35,8,35,1.0,1,2,6,48
2027,316.51999999999975,8,39,1.0,4,9,1,42
2028,316.155,8,36,1.0,3,4,9,48
2029,316.16999999999996,8,40,1.0,3,5,9,52
2030,316.0299999999999,8,46,1.0,7,9,7,60
2031,311.5450000000007,8,167,1.0,23,9,10,74
2032,315.625,8,97,1.0,24,8,4,83
2033,316.0599999999999,8,52,1.0,18,7,2,43
2034,310.28499999999985,8,171,1.0,46,28,25,158
2035,316.42999999999995,8,61,1.0,12,4,4,56
2036,314.8800000000001,8,116,1.0,30,11,10,99
2037,315.79,8,62,1.0,11,1,10,57
2038,316.615,8,31,1.0,0,2,6,37
2039,314.03999999999996,8,59,1.0,18,15,14,75
2040,311.8700000000002,8,140,1.0,28,15,16,101
2041,306.945000000001,8,273,1.0,30,15,24,164
2042,301.48500000000195,8,417,1.0,79,26,20,179
2043,316.87499999999994,8,27,1.0,0,4,1,30
2044,316.8099999999999,8,32,1.0,0,6,2,38
2045,316.85999999999984,8,37,1.0,0,5,2,41
2046,316.79999999999995,8,45,1.0,11,4,6,54
2047,315.7750000000001,8,45,1.0,14,5,8,52
2048,316.645,8,39,1.0,8,7,3,45
2049,316.575,8,27,1.0,0,3,7,37
2050,313.5849999999996,8,131,1.0,31,10,8,90
2051,315.43000000000006,8,72,1.0,19,10,2,60
2052,315.58000000000004,8,40,1.0,4,9,8,53
2053,316.49,8,36,1.0,3,2,4,38
2054,307.50000000000136,8,262,1.0,49,12,19,107
2055,316.735,8,30,1.0,4,5,4,38
2056,316.675,8,33,1.0,6,3,6,42
2057,316.88,8,25,1.0,0,2,3,29
2058,314.6699999999999,8,57,1.0,16,11,11,68
2059,315.90499999999986,8,46,1.0,5,8,8,57
2060,316.9649999999999,8,32,1.0,6,4,2,33
2061,314.98,8,52,1.0,29,9,10,51
2062,311.7199999999991,8,119,1.0,55,11,20,109
2063,315.505,8,43,1.0,11,9,6,50
2064,316.12499999999994,8,40,1.0,15,7,6,44
2065,316.6199999999999,8,35,1.0,0,8,3,43
2066,316.87,8,32,1.0,2,1,4,35
2067,316.2549999999998,8,41,1.0,5,8,5,50
2068,313.1750000000002,8,117,1.0,39,7,16,86
2069,316.065,8,36,1.0,4,5,6,48
2070,316.82000000000005,8,29,1.0,1,4,5,41
2071,316.68499999999995,8,38,1.0,11,3,7,45
2072,316.91499999999996,8,41,1.0,17,3,1,33
2073,315.9249999999999,8,51,1.0,13,8,2,45
2074,317.04999999999995,8,25,1.0,0,3,2,31
2075,316.02,8,57,1.0,19,7,4,51
2076,317.5,8,27,1.0,2,0,2,32
2077,317.215,8,28,1.0,2,3,1,33
2078,316.93000000000006,8,32,1.0,6,3,3,40
2079,315.8149999999998,8,52,1.0,12,7,5,53
2080,316.77,8,33,1.0,13,5,1,32
2081,316.225,8,40,1.0,7,3,7,49
2082,315.42500000000007,8,66,1.0,15,5,5,51
2083,308.1850000000012,8,236,1.0,31,12,18,101
2084,316.1249999999999,8,43,1.0,3,10,2,47
2085,316.7049999999999,8,34,1.0,1,6,4,43
2086,60.12000000000095,3,500,0.375,294,72,40,326
2087,316.98499999999996,8,31,1.0,1,4,2,37
2088,316.0999999999999,8,42,1.0,10,6,3,35
2089,313.65500000000037,8,121,1.0,29,7,7,65
2090,314.69000000000005,8,82,1.0,29,12,19,99
2091,316.15000000000003,8,44,1.0,5,6,6,54
2092,317.13,8,27,1.0,0,3,1,32
2093,315.9249999999999,8,36,1.0,1,8,5,42
2094,312.515,8,159,1.0,48,20,25,160
2095,315.93,8,44,1.0,15,5,7,48
2096,317.36,8,27,1.0,3,2,1,31
2097,317.04499999999985,8,32,1.0,1,3,3,35
2098,316.67999999999995,8,32,1.0,8,5,2,35
2099,316.17999999999995,8,41,1.0,6,5,9,54
2100,316.155,8,40,1.0,14,8,3,42
2101,315.54499999999985,8,53,1.0,17,9,6,50
2102,303.6250000000013,8,347,1.0,131,41,24,204
2103,316.17999999999995,8,35,1.0,5,7,5,40
2104,316.895,8,33,1.0,0,4,4,43
2105,315.6499999999997,8,47,1.0,11,2,3,39
2106,316.03999999999974,8,46,1.0,3,11,2,49
2107,313.79999999999995,8,59,1.0,4,8,9,65
2108,315.585,8,42,1.0,3,5,10,48
2109,308.6449999999984,8,185,1.0,89,14,34,123
2110,317.01,8,25,1.0,0,3,3,30
2111,316.56999999999994,8,37,1.0,4,4,6,44
2112,316.11499999999995,8,39,1.0,5,7,6,46
2113,316.185,8,37,1.0,7,8,6,47
2114,316.36999999999995,8,37,1.0,3,5,7,46
2115,314.0749999999989,8,108,1.0,37,10,9,78
2116,315.42499999999995,8,40,1.0,0,6,7,50
2117,317.22499999999997,8,23,1.0,0,3,1,27
2118,307.80500000000103,8,248,1.0,37,14,24,129
2119,317.09999999999997,8,25,1.0,3,3,2,29
2120,315.54499999999985,8,40,1.0,5,9,7,47
2121,316.655,8,32,1.0,4,5,3,37
2122,316.435,8,30,1.0,0,4,5,36
2123,316.38,8,38,1.0,8,9,4,47
2124,311.52500000000015,8,136,1.0,57,15,20,118
2125,316.67999999999984,8,35,1.0,2,7,3,42
2126,315.56,8,44,1.0,6,7,8,51
2127,317.36,8,26,1.0,2,1,3,30
2128,316.215,8,38,1.0,7,4,9,50
2129,316.76999999999987,8,36,1.0,2,7,2,39
2130,315.8749999999998,8,55,1.0,3,11,4,56
2131,316.68499999999995,8,30,1.0,1,4,4,37
2132,316.685,8,41,1.0,7,5,4,52
2133,313.9649999999998,8,91,1.0,20,16,16,109
2134,314.81499999999994,8,66,1.0,17,11,6,62
2135,316.9849999999999,8,32,1.0,0,6,2,39
2136,316.895,8,24,1.0,0,2,4,29
2137,316.995,8,37,1.0,7,4,5,46
2138,316.87999999999994,8,44,1.0,12,6,2,48
2139,311.95000000000033,8,143,1.0,47,18,9,90
2140,317.35,8,21,1.0,0,2,1,25
2141,317.1899999999999,8,33,1.0,2,3,2,35
2142,315.88499999999976,8,41,1.0,4,10,4,43
2143,316.9,8,32,1.0,7,3,2,29
2144,316.75999999999976,8,45,1.0,2,6,1,43
2145,317.16999999999996,8,36,1.0,12,5,2,41
2146,317.12,8,27,1.0,3,3,2,31
2147,316.8099999999999,8,32,1.0,0,6,1,35
2148,316.9549999999999,8,37,1.0,4,6,2,45
2149,316.53499999999997,8,27,1.0,4,3,4,30
2150,316.845,8,31,1.0,1,5,2,40
2151,312.5750000000005,8,140,1.0,30,9,10,78
2152,316.7899999999998,8,34,1.0,2,6,1,37
2153,313.13000000000045,8,136,1.0,16,9,10,83
2154,316.5399999999999,8,32,1.0,0,4,5,41
2155,316.6699999999999,8,28,1.0,2,4,3,31
2156,317.325,8,26,1.0,0,1,1,29
2157,315.905,8,36,1.0,5,7,5,41
2158,314.8249999999991,8,79,1.0,28,14,3,62
2159,316.45500000000004,8,36,1.0,12,5,2,35
2160,316.365,8,35,1.0,2,2,7,42
2161,315.2399999999999,8,58,1.0,19,5,7,44
2162,317.275,8,31,1.0,0,1,2,38
2163,317.42499999999995,8,25,1.0,1,2,1,30
2164,314.435,8,56,1.0,18,11,12,66
2165,317.065,8,27,1.0,1,0,2,29
2166,315.17,8,50,1.0,14,4,12,58
2167,317.225,8,27,1.0,0,1,3,31
2168,316.6799999999999,8,37,1.0,6,3,3,38
2169,316.90999999999985,8,38,1.0,6,2,3,37
2170,317.405,8,24,1.0,0,2,1,28
2171,317.30499999999995,8,30,1.0,0,0,0,29
2172,316.28499999999997,8,38,1.0,1,3,7,49
2173,315.4700000000001,8,40,1.0,1,5,6,43
2174,315.97,8,45,1.0,5,6,8,60
2175,317.00999999999993,8,30,1.0,1,1,3,28
2176,316.66499999999985,8,33,1.0,7,5,4,36
2177,316.7649999999999,8,35,1.0,0,5,2,38
2178,317.31499999999994,8,30,1.0,1,1,0,26
2179,316.77,8,31,1.0,0,4,4,38
2180,317.03999999999996,8,25,1.0,0,4,2,30
2181,316.82,8,34,1.0,3,4,3,43
2182,314.0350000000002,8,98,1.0,23,11,8,76
2183,317.04999999999995,8,27,1.0,0,4,1,31
2184,316.05,8,33,1.0,2,2,7,35
2185,316.93000000000006,8,32,1.0,1,1,5,36
2186,317.14999999999986,8,30,1.0,1,3,1,30
2187,315.4949999999999,8,49,1.0,20,7,6,42
2188,316.11999999999983,8,44,1.0,11,4,8,46
2189,307.2500000000009,8,275,1.0,84,29,17,164
2190,316.73,8,29,1.0,0,4,4,36
2191,314.4649999999999,8,64,1.0,26,11,13,71
2192,314.75,8,47,1.0,5,10,11,63
2193,316.385,8,30,1.0,1,5,7,39
2194,313.76000000000016,8,130,1.0,41,15,4,89
2195,316.0399999999996,8,66,1.0,5,6,3,61
2196,317.2199999999999,8,30,1.0,1,3,4,39
2197,315.92,8,43,1.0,10,5,7,50
2198,317.0849999999999,8,33,1.0,1,3,5,43
2199,315.8199999999999,8,41,1.0,4,10,6,52
2200,316.56999999999994,8,29,1.0,0,6,3,35
2201,316.76,8,32,1.0,0,5,7,44
2202,316.0449999999999,8,37,1.0,6,7,3,37
2203,315.91499999999996,8,51,1.0,15,3,13,57
2204,313.92500000000007,8,72,1.0,24,5,17,69
2205,316.7849999999999,8,31,1.0,1,2,5,34
2206,316.92499999999995,8,30,1.0,0,5,4,40
2207,316.84,8,32,1.0,2,5,3,42
2208,317.22999999999996,8,34,1.0,4,3,3,42
2209,315.6949999999997,8,62,1.0,10,7,7,63
2210,315.9599999999999,8,51,1.0,7,11,6,69
2211,306.13000000000125,8,293,1.0,41,29,16,147
2212,317.2199999999999,8,33,1.0,3,1,4,37
2213,317.21999999999997,8,28,1.0,0,2,4,36
2214,314.665,8,57,1.0,8,10,14,81
2215,317.2299999999999,8,28,1.0,0,2,1,29
2216,317.21999999999997,8,29,1.0,6,2,2,32
2217,316.43499999999983,8,36,1.0,0,7,3,41
2218,317.02999999999986,8,43,1.0,7,6,1,45
2219,314.56500000000005,8,64,1.0,21,12,15,80
2220,315.48499999999996,8,37,1.0,2,5,8,46
2221,316.85,8,27,1.0,2,4,3,35
2222,316.70000000000005,8,34,1.0,5,3,6,43
2223,316.52,8,33,1.0,4,3,3,34
2224,317.11499999999995,8,29,1.0,0,3,3,37
2225,87.83500000000132,4,500,0.5,281,88,33,344
2226,317.04499999999996,8,31,1.0,2,2,3,38
2227,316.885,8,27,1.0,2,4,3,32
2228,317.515,8,22,1.0,0,1,1,25
2229,316.645,8,32,1.0,1,4,6,41
2230,316.34499999999997,8,28,1.0,3,6,4,35
2231,313.9049999999992,8,92,1.0,34,10,15,84
2232,315.3550000000001,8,77,1.0,14,5,8,62
2233,316.6349999999999,8,40,1.0,5,6,4,47
2234,317.34499999999997,8,28,1.0,2,4,1,34
2235,315.07000000000005,8,51,1.0,10,8,13,67
2236,312.6050000000002,8,141,1.0,55,23,8,112
2237,317.0099999999999,8,30,1.0,0,4,1,31
2238,316.6549999999999,8,37,1.0,4,4,4,45
2239,315.82500000000005,8,40,1.0,1,7,5,47
2240,316.66499999999996,8,29,1.0,4,2,4,31
2241,314.64000000000004,8,64,1.0,34,9,13,69
2242,308.81000000000097,8,217,1.0,21,16,15,103
2243,2.995000000000265,1,500,0.125,196,92,46,383
2244,315.6,8,56,1.0,20,5,10,55
2245,316.86999999999995,8,26,1.0,1,3,2,27
2246,316.58,8,32,1.0,1,4,7,43
2247,316.7499999999999,8,35,1.0,1,4,2,36
2248,316.66499999999996,8,29,1.0,0,3,5,33
2249,314.95500000000004,8,45,1.0,14,5,10,50
2250,317.095,8,25,1.0,0,1,3,29
2251,316.8599999999999,8,35,1.0,1,4,3,39
2252,316.49999999999966,8,43,1.0,0,6,2,42
2253,313.32000000000005,8,108,1.0,25,17,11,90
2254,317.20500000000004,8,29,1.0,3,1,1,29
2255,317.0899999999999,8,30,1.0,1,4,1,31
2256,313.09000000000015,8,137,1.0,35,13,5,80
2257,316.595,8,34,1.0,0,4,7,48
2258,316.18999999999977,8,47,1.0,8,10,3,51
2259,314.2449999999999,8,82,1.0,17,16,10,85
2260,316.13,8,33,1.0,11,5,4,33
2261,316.7149999999999,8,36,1.0,4,5,4,42
2262,312.49999999999955,8,100,1.0,29,23,14,103
2263,317.21,8,29,1.0,0,2,2,36
2264,316.3349999999999,8,40,1.0,14,7,3,43
2265,316.65999999999985,8,36,1.0,0,5,2,41
2266,315.2550000000001,8,85,1.0,12,5,8,64
2267,317.27,8,25,1.0,0,0,3,29
2268,316.9349999999999,8,32,1.0,1,4,3,36
2269,317.28,8,30,1.0,3,4,2,38
2270,316.825,8,26,1.0,3,4,2,29
2271,317.265,8,31,1.0,3,1,2,36
2272,316.76,8,30,1.0,4,3,3,34
2273,316.13,8,48,1.0,20,8,4,50
2274,316.27999999999986,8,42,1.0,2,10,3,51
2275,316.1099999999999,8,39,1.0,5,7,4,41
2276,313.585,8,53,1.0,11,13,17,73
2277,315.8449999999998,8,47,1.0,6,7,7,51
2278,313.97500000000025,8,101,1.0,22,5,11,67
2279,315.08500000000004,8,76,1.0,24,9,3,60
2280,315.8949999999998,8,43,1.0,9,9,5,49
2281,314.9500000000001,8,93,1.0,18,10,7,81
2282,314.61,8,55,1.0,13,9,12,65
2283,316.05999999999995,8,42,1.0,6,8,5,49
2284,316.855,8,31,1.0,1,3,1,35
2285,316.02,8,44,1.0,7,3,10,59
2286,316.24499999999995,8,40,1.0,7,6,6,49
2287,316.3399999999999,8,40,1.0,5,6,5,47
2288,316.72999999999996,8,39,1.0,6,5,7,50
2289,316.3,8,33,1.0,8,3,7,38
2290,315.71500000000003,8,37,1.0,11,6,6,41
2291,315.8099999999997,8,48,1.0,0,12,4,54
2292,316.33,8,28,1.0,1,5,4,33
2293,316.81500000000005,8,32,1.0,1,4,6,43
2294,317.015,8,26,1.0,0,1,4,30
2295,315.4199999999997,8,54,1.0,1,10,6,60
2296,90.60000000000215,4,500,0.5,144,32,34,238
2297,317.0249999999999,8,34,1.0,0,3,3,41
2298,317.52,8,25,1.0,0,1,2,31
2299,315.65,8,49,1.0,32,4,7,41
2300,316.4799999999998,8,34,1.0,1,7,2,37
2301,315.08999999999986,8,57,1.0,12,12,6,56
2302,317.385,8,24,1.0,0,1,2,30
2303,314.705,8,59,1.0,23,10,13,72
2304,316.4299999999999,8,35,1.0,0,5,4,39
2305,316.91499999999985,8,38,1.0,5,5,2,42
2306,316.4999999999999,8,35,1.0,0,7,1,36
2307,310.19000000000057,8,222,1.0,53,13,19,138
2308,311.98000000000064,8,163,1.0,49,10,14,96
2309,316.15999999999997,8,54,1.0,14,7,3,58
2310,316.84499999999997,8,35,1.0,8,4,3,40
2311,307.7600000000007,8,224,1.0,104,25,29,152
2312,316.96,8,25,1.0,1,3,2,29
2313,316.7349999999999,8,32,1.0,2,4,3,36
2314,316.575,8,34,1.0,6,2,5,38
2315,314.34499999999997,8,68,1.0,26,13,15,85
2316,317.11499999999995,8,27,1.0,2,2,1,28
2317,316.01,8,40,1.0,14,4,7,43
2318,314.9350000000001,8,91,1.0,14,9,6,72
2319,317.135,8,26,1.0,2,2,1,28
2320,316.62,8,29,1.0,0,5,4,35
2321,316.9199999999999,8,31,1.0,0,4,1,35
2322,316.43999999999994,8,39,1.0,8,4,5,43
2323,315.3449999999999,8,46,1.0,9,14,5,54
2324,312.86499999999955,8,112,1.0,15,14,16,109
2325,315.215,8,40,1.0,3,8,9,50
2326,307.24000000000126,8,284,1.0,25,8,16,102
2327,316.44,8,49,1.0,19,5,5,48
2328,315.7999999999999,8,46,1.0,8,9,9,58
2329,316.65,8,25,1.0,0,4,3,29
2330,316.1199999999997,8,44,1.0,0,9,4,49
2331,312.6600000000006,8,171,1.0,32,9,5,82
2332,314.92500000000024,8,99,1.0,19,6,6,63
2333,315.885,8,36,1.0,13,8,3,38
2334,316.81499999999994,8,32,1.0,0,4,5,38
2335,317.0449999999999,8,34,1.0,1,6,2,43
2336,316.9749999999999,8,32,1.0,4,2,3,34
2337,315.2499999999999,8,47,1.0,7,11,2,49
2338,315.35999999999984,8,49,1.0,7,11,10,61
2339,314.7399999999999,8,53,1.0,21,7,12,59
2340,317.03,8,26,1.0,0,3,3,32
2341,317.26499999999976,8,33,1.0,0,3,1,35
2342,317.17999999999995,8,28,1.0,4,2,1,29
2343,316.595,8,27,1.0,0,5,1,33
2344,317.07,8,28,1.0,0,2,2,32
2345,315.3149999999994,8,61,1.0,17,9,2,42
2346,316.7749999999999,8,35,1.0,2,5,4,42
2347,316.8499999999998,8,48,1.0,9,2,3,47
2348,316.28,8,39,1.0,8,4,6,44
2349,316.7099999999999,8,35,1.0,3,7,3,44
2350,317.485,8,27,1.0,1,1,1,31
2351,317.28999999999996,8,28,1.0,4,2,1,29
2352,313.4900000000001,8,112,1.0,22,7,17,94
2353,315.59000000000003,8,40,1.0,5,7,5,42
2354,316.79499999999996,8,46,1.0,0,5,1,43
2355,316.4599999999997,8,52,1.0,9,5,4,53
2356,317.0649999999999,8,29,1.0,0,2,2,31
2357,316.66499999999996,8,34,1.0,6,1,4,34
2358,317.4499999999999,8,28,1.0,2,2,0,28
2359,313.8850000000002,8,104,1.0,7,12,12,85
2360,316.42499999999995,8,43,1.0,6,2,10,53
2361,317.46,8,27,1.0,1,2,2,32
2362,316.715,8,26,1.0,1,3,3,27
2363,316.3849999999999,8,49,1.0,10,4,6,51
2364,316.79499999999996,8,28,1.0,0,5,2,34
2365,317.28499999999997,8,29,1.0,1,4,1,36
2366,315.91499999999985,8,40,1.0,0,4,6,37
2367,316.86,8,31,1.0,2,2,4,36
2368,317.29499999999996,8,24,1.0,0,2,1,26
2369,316.7149999999997,8,48,1.0,5,2,4,43
2370,316.48999999999984,8,34,1.0,0,6,1,35
2371,314.93499999999983,8,53,1.0,5,12,6,59
2372,316.7849999999999,8,31,1.0,0,2,5,34
2373,315.7249999999999,8,42,1.0,0,6,6,43
2374,317.03999999999985,8,30,1.0,0,2,2,28
2375,314.975,8,49,1.0,18,9,7,53
2376,316.5499999999997,8,44,1.0,8,7,2,47
2377,316.41499999999985,8,42,1.0,11,5,5,43
2378,315.36499999999995,8,44,1.0,3,10,8,61
2379,316.74,8,31,1.0,3,4,4,36
2380,317.215,8,26,1.0,0,3,1,31
