episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2,distancia_percorrida
1309,316.07999999999987,8,49,1.0,16,7,6,51
1310,314.29999999999995,8,72,1.0,40,16,12,78
1311,316.0649999999997,8,59,1.0,9,9,3,61
1312,316.94999999999993,8,30,1.0,4,3,4,37
1313,315.3399999999999,8,63,1.0,14,6,7,53
1314,313.7050000000002,8,105,1.0,16,16,9,86
1315,307.07000000000016,8,294,1.0,56,33,21,223
1316,316.3249999999999,8,51,1.0,2,5,6,52
1317,316.645,8,40,1.0,14,4,4,43
1318,57.66000000000061,3,500,0.375,74,10,28,126
1319,311.3999999999998,8,127,1.0,32,21,15,120
1320,314.7049999999999,8,106,1.0,25,17,5,101
1321,316.3149999999998,8,54,1.0,16,4,6,55
1322,315.17999999999984,8,65,1.0,22,15,8,73
1323,316.3149999999998,8,62,1.0,19,5,2,48
1324,316.55999999999983,8,40,1.0,3,5,6,47
1325,305.30999999999773,8,354,1.0,116,53,38,303
1326,314.9249999999996,8,79,1.0,35,12,9,72
1327,171.32999999999993,7,500,0.875,124,58,21,297
1328,312.89,8,94,1.0,65,11,15,74
1329,315.92999999999984,8,45,1.0,0,12,3,55
1330,60.41000000000185,3,500,0.375,133,30,35,217
1331,316.5749999999999,8,68,1.0,0,11,2,74
1332,314.68499999999904,8,127,1.0,24,19,7,133
1333,300.99,8,306,1.0,180,54,40,250
1334,315.51999999999987,8,48,1.0,19,6,8,48
1335,315.0049999999999,8,66,1.0,22,9,5,53
1336,309.445,8,114,1.0,68,23,21,118
1337,307.415000000001,8,225,1.0,24,22,11,109
1338,312.5199999999999,8,253,1.0,52,28,29,261
1339,316.2549999999999,8,47,1.0,5,12,2,57
1340,316.475,8,35,1.0,8,5,5,43
1341,308.86999999999864,8,191,1.0,56,44,15,183
1342,315.405,8,47,1.0,11,9,10,58
1343,316.6149999999999,8,53,1.0,6,8,2,59
1344,306.1250000000001,8,300,1.0,84,23,15,139
1345,317.37,8,23,1.0,1,2,2,28
1346,317.08500000000004,8,36,1.0,0,3,1,35
1347,316.9149999999998,8,35,1.0,4,8,0,37
1348,317.3399999999999,8,30,1.0,1,4,1,37
1349,314.94999999999993,8,82,1.0,15,11,10,87
1350,316.3799999999998,8,48,1.0,14,6,3,49
1351,316.1249999999998,8,82,1.0,13,10,6,91
1352,314.5349999999999,8,63,1.0,33,12,8,57
1353,316.60499999999996,8,49,1.0,8,6,4,57
1354,53.60499999999987,3,500,0.375,185,60,26,189
1355,308.2199999999998,8,249,1.0,34,23,17,180
1356,316.835,8,53,1.0,7,7,0,54
1357,315.8599999999998,8,59,1.0,5,6,5,57
1358,316.76999999999987,8,35,1.0,4,5,2,35
1359,55.80999999999962,3,500,0.375,85,11,35,134
1360,306.64500000000066,8,269,1.0,75,34,26,191
1361,316.02,8,40,1.0,8,5,7,50
1362,314.3599999999998,8,111,1.0,19,21,3,96
1363,312.7649999999992,8,190,1.0,33,22,12,169
1364,316.9899999999997,8,47,1.0,1,4,1,43
1365,315.7899999999999,8,58,1.0,9,5,5,44
1366,315.1500000000001,8,63,1.0,22,11,6,57
1367,305.7650000000016,8,332,1.0,53,24,21,182
1368,306.415,8,202,1.0,136,28,29,141
1369,34.51499999999732,2,500,0.25,40,17,15,125
1370,316.0899999999998,8,44,1.0,3,9,4,47
1371,61.260000000001746,3,500,0.375,143,27,42,213
1372,316.2599999999999,8,39,1.0,10,7,6,45
1373,316.7599999999999,8,36,1.0,6,5,3,42
1374,316.22999999999996,8,48,1.0,5,6,2,42
1375,316.52499999999986,8,39,1.0,8,8,3,46
1376,313.92999999999984,8,98,1.0,39,18,10,96
1377,316.3299999999998,8,47,1.0,10,7,4,47
1378,314.6299999999994,8,105,1.0,12,7,9,78
1379,317.14,8,25,1.0,2,2,5,31
1380,316.2,8,38,1.0,8,7,5,46
1381,315.395,8,59,1.0,37,10,7,56
1382,315.36499999999995,8,47,1.0,26,6,10,47
1383,306.53500000000145,8,298,1.0,47,14,20,127
1384,315.40499999999986,8,59,1.0,22,11,5,59
1385,309.4450000000005,8,238,1.0,83,30,16,177
1386,34.114999999998176,2,500,0.25,327,67,70,414
1387,315.79999999999984,8,57,1.0,4,4,7,47
1388,316.9749999999999,8,50,1.0,2,7,3,59
1389,316.3099999999999,8,50,1.0,20,7,6,55
1390,316.7199999999999,8,39,1.0,7,4,3,43
1391,315.81499999999994,8,55,1.0,11,9,6,68
1392,315.27999999999986,8,69,1.0,16,8,9,69
1393,316.5749999999998,8,57,1.0,6,8,4,61
1394,316.1549999999998,8,40,1.0,3,9,3,45
1395,314.705,8,52,1.0,19,11,9,61
1396,312.29499999999996,8,116,1.0,38,10,13,68
1397,314.74499999999995,8,60,1.0,26,8,12,61
1398,316.935,8,38,1.0,12,5,3,43
1399,309.97000000000054,8,203,1.0,28,31,12,153
1400,316.91999999999996,8,32,1.0,8,3,4,37
1401,316.4849999999999,8,45,1.0,4,7,3,47
1402,315.57999999999987,8,51,1.0,8,9,8,61
1403,61.81500000000173,3,500,0.375,96,28,27,203
1404,316.9299999999997,8,44,1.0,3,6,3,51
1405,315.5699999999999,8,77,1.0,4,13,6,95
1406,313.435,8,111,1.0,81,15,9,81
1407,316.04499999999985,8,52,1.0,11,8,6,59
1408,317.3299999999998,8,39,1.0,4,2,4,46
1409,62.925000000001546,3,500,0.375,96,69,23,349
1410,316.17999999999995,8,31,1.0,4,5,6,37
1411,316.56999999999994,8,32,1.0,2,5,3,38
1412,316.5699999999999,8,48,1.0,11,5,5,50
1413,316.07999999999987,8,41,1.0,10,6,4,38
1414,315.7199999999999,8,47,1.0,10,10,9,59
1415,315.0699999999999,8,65,1.0,13,17,9,84
1416,317.655,8,28,1.0,2,3,0,34
1417,314.9699999999999,8,85,1.0,13,17,6,91
1418,315.21500000000003,8,63,1.0,15,8,4,45
1419,316.01,8,48,1.0,25,4,5,37
1420,316.0799999999998,8,46,1.0,12,7,7,50
1421,316.245,8,54,1.0,8,10,4,61
1422,315.97499999999974,8,59,1.0,13,8,4,61
1423,316.56499999999994,8,38,1.0,3,4,9,54
1424,315.9749999999999,8,72,1.0,13,11,5,81
1425,309.65500000000065,8,191,1.0,65,31,11,125
1426,314.03,8,94,1.0,36,13,14,95
1427,314.475,8,73,1.0,6,13,7,61
1428,316.485,8,57,1.0,10,7,3,63
1429,316.26,8,39,1.0,8,8,6,50
1430,298.2499999999976,8,498,1.0,39,30,35,207
1431,317.4199999999999,8,39,1.0,2,3,2,45
1432,316.83999999999986,8,39,1.0,1,5,1,38
1433,315.355,8,71,1.0,33,10,10,79
1434,316.005,8,40,1.0,9,7,6,52
1435,316.9849999999999,8,41,1.0,6,3,5,47
1436,308.2949999999986,8,288,1.0,97,38,8,185
1437,315.4,8,50,1.0,22,12,6,58
1438,314.95500000000004,8,59,1.0,23,8,12,65
1439,315.23,8,55,1.0,8,10,8,56
1440,314.12499999999983,8,84,1.0,33,17,9,85
1441,314.4,8,62,1.0,25,8,16,68
1442,312.77499999999986,8,121,1.0,23,16,6,111
1443,306.76500000000055,8,234,1.0,111,40,22,169
1444,60.930000000001904,3,500,0.375,58,23,36,203
1445,303.45000000000084,8,286,1.0,102,48,31,201
1446,316.34999999999997,8,69,1.0,12,6,4,61
1447,315.06499999999994,8,95,1.0,25,12,6,91
1448,313.985,8,77,1.0,64,15,12,72
1449,315.795,8,67,1.0,4,11,3,67
1450,315.52499999999975,8,56,1.0,9,11,9,71
1451,316.89999999999986,8,40,1.0,6,4,4,44
1452,315.9899999999998,8,51,1.0,3,8,4,56
1453,316.18999999999994,8,41,1.0,5,9,8,57
1454,315.83999999999986,8,62,1.0,23,8,3,49
1455,308.3599999999998,8,260,1.0,77,53,15,228
1456,314.6449999999998,8,100,1.0,22,18,8,105
1457,317.0799999999999,8,36,1.0,1,4,4,46
1458,311.74999999999847,8,142,1.0,48,13,16,97
1459,316.14999999999975,8,54,1.0,8,10,6,63
1460,315.005,8,51,1.0,19,9,6,56
1461,317.3649999999999,8,55,1.0,0,4,3,64
1462,314.50500000000017,8,136,1.0,14,19,5,135
1463,315.5949999999999,8,64,1.0,5,11,7,71
1464,303.09000000000145,8,337,1.0,98,37,17,170
1465,317.31999999999994,8,33,1.0,2,3,4,43
1466,316.475,8,42,1.0,16,4,3,32
1467,317.6549999999999,8,30,1.0,3,3,1,37
1468,36.69999999999774,2,500,0.25,104,58,15,267
1469,314.495,8,82,1.0,13,17,3,79
1470,61.255000000002255,3,500,0.375,51,18,23,146
1471,314.2049999999998,8,89,1.0,22,18,9,91
1472,315.9099999999997,8,63,1.0,12,10,2,56
1473,317.35499999999996,8,23,1.0,0,3,1,27
1474,317.0749999999999,8,33,1.0,3,4,0,35
1475,316.26999999999987,8,53,1.0,8,5,6,57
1476,316.27999999999986,8,62,1.0,4,9,5,70
1477,63.02500000000243,3,500,0.375,53,25,20,193
1478,317.37999999999994,8,32,1.0,3,4,4,44
1479,315.78999999999985,8,48,1.0,8,7,10,59
1480,316.385,8,43,1.0,7,5,9,55
1481,315.4649999999997,8,64,1.0,14,11,9,71
1482,315.3549999999998,8,64,1.0,5,12,10,79
1483,317.7449999999999,8,30,1.0,0,2,0,35
1484,314.4049999999995,8,106,1.0,14,18,4,97
1485,316.6199999999999,8,46,1.0,10,5,6,55
1486,315.49999999999994,8,52,1.0,22,5,9,52
1487,316.31999999999994,8,55,1.0,12,5,6,57
1488,313.20000000000016,8,115,1.0,10,22,9,123
1489,316.66999999999996,8,49,1.0,12,7,4,57
1490,316.46999999999997,8,40,1.0,0,3,4,37
1491,37.6399999999987,2,500,0.25,169,71,68,507
1492,317.19999999999993,8,32,1.0,6,3,2,33
1493,315.1999999999999,8,66,1.0,8,13,10,79
1494,35.78999999999774,2,500,0.25,71,24,40,241
1495,316.96500000000003,8,28,1.0,4,3,3,35
1496,317.06499999999994,8,30,1.0,2,3,3,33
1497,312.63499999999897,8,208,1.0,40,21,16,190
1498,316.385,8,48,1.0,14,5,8,60
1499,313.8949999999999,8,125,1.0,12,20,7,109
1500,316.4799999999999,8,40,1.0,2,9,3,52
1501,302.98999999999916,8,243,1.0,151,24,33,145
1502,314.105,8,66,1.0,25,4,8,47
1503,315.755,8,40,1.0,9,6,10,49
1504,316.7999999999998,8,35,1.0,3,5,2,35
1505,315.2399999999999,8,53,1.0,2,13,6,57
1506,316.82500000000005,8,32,1.0,1,3,6,44
1507,315.93499999999983,8,58,1.0,2,9,5,63
1508,315.30999999999995,8,54,1.0,19,8,11,61
1509,317.2249999999999,8,38,1.0,1,4,0,39
1510,316.80999999999995,8,32,1.0,0,3,6,43
1511,316.1049999999999,8,55,1.0,6,12,6,69
1512,317.02999999999986,8,41,1.0,0,5,2,47
1513,317.03,8,28,1.0,2,5,2,37
1514,316.28999999999996,8,44,1.0,2,2,9,49
1515,316.66499999999996,8,37,1.0,5,7,3,45
1516,61.58000000000154,3,500,0.375,135,19,52,237
1517,316.70999999999987,8,50,1.0,19,2,4,45
1518,316.2749999999999,8,48,1.0,9,6,9,64
1519,315.70499999999976,8,52,1.0,3,11,8,66
1520,316.9599999999998,8,33,1.0,0,7,0,37
1521,315.4049999999999,8,50,1.0,11,11,7,57
1522,34.20999999999777,2,500,0.25,103,46,39,269
1523,310.5750000000003,8,170,1.0,50,14,28,127
1524,317.07499999999993,8,28,1.0,1,4,1,30
1525,316.04499999999985,8,52,1.0,1,11,4,68
1526,316.055,8,63,1.0,13,6,4,59
1527,315.855,8,68,1.0,5,12,4,73
1528,316.2449999999999,8,34,1.0,3,9,1,39
1529,316.08000000000004,8,60,1.0,5,8,3,63
1530,316.2199999999999,8,39,1.0,7,3,9,48
1531,315.9999999999999,8,37,1.0,0,11,1,44
1532,316.16999999999996,8,49,1.0,4,8,2,56
1533,317.02999999999986,8,32,1.0,0,6,1,37
1534,316.53499999999985,8,53,1.0,20,2,1,40
1535,316.4449999999998,8,60,1.0,12,7,3,61
1536,316.23999999999995,8,40,1.0,5,7,6,47
1537,316.16499999999985,8,49,1.0,14,8,7,58
1538,64.98500000000227,3,500,0.375,73,26,28,263
1539,59.55000000000104,3,500,0.375,123,57,36,252
1540,316.53999999999996,8,53,1.0,3,5,0,45
1541,315.27500000000003,8,54,1.0,23,12,8,65
1542,315.82999999999987,8,64,1.0,21,12,3,61
1543,310.8099999999981,8,186,1.0,32,32,7,147
1544,315.40499999999975,8,44,1.0,4,8,4,45
1545,314.61999999999995,8,69,1.0,51,9,10,57
1546,315.6600000000001,8,59,1.0,28,11,5,64
1547,315.62499999999983,8,46,1.0,8,11,6,56
1548,317.4999999999999,8,34,1.0,2,3,3,44
1549,317.48,8,24,1.0,0,2,1,31
1550,87.67500000000142,4,500,0.5,245,81,34,340
1551,63.405000000001955,3,500,0.375,85,31,37,271
1552,62.960000000002424,3,500,0.375,80,17,26,179
1553,312.53499999999974,8,103,1.0,24,21,7,85
1554,317.245,8,28,1.0,4,2,2,33
1555,315.87499999999994,8,48,1.0,11,7,9,59
1556,89.12000000000182,4,500,0.5,144,61,28,295
1557,316.0149999999999,8,44,1.0,6,5,5,45
1558,314.4549999999999,8,94,1.0,9,17,8,96
1559,315.3749999999999,8,60,1.0,15,9,8,64
1560,315.735,8,72,1.0,12,4,8,67
1561,316.64499999999987,8,37,1.0,1,7,3,47
1562,316.135,8,46,1.0,18,7,6,52
1563,316.59999999999985,8,41,1.0,3,6,5,53
1564,316.9699999999998,8,42,1.0,4,3,3,44
1565,315.0799999999996,8,78,1.0,17,14,8,80
1566,315.5399999999996,8,66,1.0,13,14,13,91
1567,315.95,8,39,1.0,12,4,10,44
1568,316.37999999999994,8,41,1.0,7,6,6,50
1569,315.5749999999999,8,56,1.0,5,12,6,61
1570,316.72499999999997,8,41,1.0,5,4,3,41
1571,315.655,8,83,1.0,17,6,4,63
1572,315.875,8,44,1.0,7,9,7,57
1573,316.53499999999997,8,29,1.0,1,4,4,37
1574,317.21000000000004,8,23,1.0,1,2,2,26
1575,316.9549999999999,8,30,1.0,3,6,2,37
1576,317.2449999999999,8,26,1.0,0,3,0,28
1577,317.025,8,38,1.0,8,4,2,43
1578,316.3749999999999,8,45,1.0,1,7,5,55
1579,316.855,8,36,1.0,7,4,3,40
1580,316.9699999999999,8,30,1.0,9,4,3,33
1581,314.89999999999975,8,67,1.0,16,14,11,75
1582,316.57,8,33,1.0,2,6,5,45
1583,316.375,8,41,1.0,11,5,5,43
1584,31.594999999997953,2,500,0.25,158,45,18,190
1585,64.34000000000185,3,500,0.375,68,38,44,338
1586,34.28499999999792,2,500,0.25,116,45,56,353
1587,316.6899999999999,8,39,1.0,4,7,2,43
1588,63.250000000001954,3,500,0.375,57,22,42,282
1589,309.075000000001,8,251,1.0,82,18,12,123
1590,316.4649999999999,8,41,1.0,6,5,3,43
1591,61.975000000001934,3,500,0.375,83,32,47,293
1592,316.86499999999995,8,32,1.0,3,5,1,37
1593,315.03999999999996,8,57,1.0,33,6,12,58
1594,315.85499999999996,8,45,1.0,9,8,9,60
1595,34.66999999999802,2,500,0.25,170,45,57,344
1596,64.56500000000239,3,500,0.375,47,24,34,265
1597,316.3499999999999,8,35,1.0,2,7,4,41
1598,316.51499999999976,8,47,1.0,1,9,3,57
1599,310.8799999999999,8,137,1.0,11,24,21,131
1600,317.0899999999999,8,30,1.0,1,3,3,38
1601,317.03499999999997,8,30,1.0,0,5,1,43
1602,316.26,8,42,1.0,13,3,7,44
1603,315.65,8,53,1.0,22,5,8,53
1604,316.97,8,36,1.0,8,1,3,34
1605,62.01000000000148,3,500,0.375,91,52,45,330
1606,87.05000000000186,4,500,0.5,162,63,40,299
1607,314.1099999999998,8,62,1.0,23,12,12,62
1608,60.61000000000156,3,500,0.375,195,61,16,229
1609,312.98,8,92,1.0,52,7,18,73
1610,313.3499999999997,8,116,1.0,22,24,6,122
1611,317.1399999999999,8,37,1.0,4,3,3,42
1612,314.875,8,60,1.0,18,7,11,61
1613,316.70500000000004,8,36,1.0,0,1,7,49
1614,316.4049999999999,8,39,1.0,2,7,4,52
1615,316.9499999999998,8,42,1.0,4,8,2,52
1616,317.385,8,32,1.0,11,2,2,35
1617,317.525,8,37,1.0,2,2,1,44
1618,63.23000000000206,3,500,0.375,98,31,36,259
1619,317.28999999999996,8,29,1.0,3,2,4,36
1620,62.22500000000166,3,500,0.375,112,37,40,302
1621,314.0799999999998,8,73,1.0,34,13,9,64
1622,317.5099999999999,8,32,1.0,6,2,1,33
1623,33.61999999999761,2,500,0.25,158,63,14,241
1624,317.0799999999999,8,30,1.0,3,2,5,37
1625,315.8199999999998,8,48,1.0,10,11,3,50
1626,306.16499999999996,8,289,1.0,130,45,25,223
1627,62.13000000000122,3,500,0.375,167,51,59,376
1628,316.80499999999995,8,36,1.0,2,4,5,48
1629,317.27,8,27,1.0,2,3,2,35
1630,310.5500000000004,8,195,1.0,53,25,16,151
1631,316.71499999999986,8,40,1.0,6,6,4,47
1632,316.0999999999997,8,56,1.0,7,11,3,62
1633,316.43999999999994,8,40,1.0,5,6,6,48
1634,316.8449999999999,8,44,1.0,4,5,3,55
1635,317.2,8,28,1.0,0,2,4,38
1636,62.905000000001934,3,500,0.375,124,52,21,266
1637,317.03999999999985,8,40,1.0,4,3,4,45
1638,316.26499999999993,8,42,1.0,12,7,5,45
1639,315.97499999999997,8,43,1.0,7,7,8,56
1640,314.41499999999985,8,70,1.0,16,9,12,73
1641,316.21999999999997,8,55,1.0,14,7,7,64
1642,315.5099999999999,8,57,1.0,12,10,6,62
1643,316.8799999999999,8,36,1.0,1,5,3,48
1644,317.56,8,26,1.0,1,0,1,27
1645,317.0899999999998,8,32,1.0,4,5,0,33
1646,58.48000000000131,3,500,0.375,156,41,47,241
1647,316.40499999999986,8,36,1.0,0,6,3,44
1648,313.6799999999998,8,80,1.0,21,12,11,75
1649,315.95,8,45,1.0,5,5,7,52
1650,316.6349999999998,8,45,1.0,7,3,7,50
1651,307.6299999999991,8,226,1.0,92,40,14,158
1652,317.13,8,31,1.0,0,4,2,40
1653,316.755,8,35,1.0,1,2,6,41
1654,317.4399999999998,8,35,1.0,1,4,0,38
1655,316.6199999999998,8,38,1.0,0,6,4,46
1656,317.495,8,26,1.0,1,2,1,32
1657,316.16499999999996,8,40,1.0,7,8,4,49
1658,316.37,8,35,1.0,0,9,4,47
1659,316.4699999999999,8,39,1.0,5,2,9,49
1660,315.275,8,51,1.0,5,7,12,74
1661,316.81999999999994,8,29,1.0,0,3,5,38
1662,316.4999999999999,8,43,1.0,8,8,3,51
1663,316.72999999999985,8,51,1.0,8,7,3,60
1664,308.9450000000006,8,206,1.0,101,25,8,112
1665,315.91,8,46,1.0,5,3,10,53
1666,315.05499999999995,8,58,1.0,10,10,8,65
1667,316.66499999999996,8,36,1.0,6,5,3,39
1668,315.42499999999984,8,54,1.0,9,11,4,52
1669,316.7149999999999,8,44,1.0,6,3,7,51
1670,316.55999999999995,8,34,1.0,2,3,6,37
1671,316.5449999999999,8,38,1.0,8,6,3,42
1672,315.9200000000001,8,55,1.0,11,7,6,58
1673,317.03,8,33,1.0,7,3,2,35
1674,315.8599999999999,8,41,1.0,0,7,8,55
1675,317.3549999999999,8,29,1.0,2,4,2,35
1676,314.39,8,66,1.0,18,8,14,70
1677,316.07999999999987,8,41,1.0,2,8,5,51
1678,316.5,8,30,1.0,5,4,5,37
1679,61.50000000000158,3,500,0.375,172,49,35,292
1680,315.18999999999994,8,49,1.0,11,5,9,48
1681,65.52000000000216,3,500,0.375,99,18,44,300
1682,314.07000000000005,8,81,1.0,59,8,16,74
1683,315.775,8,35,1.0,2,8,6,43
1684,313.91,8,69,1.0,25,9,18,69
1685,317.26,8,29,1.0,2,3,2,35
1686,317.0849999999999,8,32,1.0,1,3,2,36
1687,316.545,8,33,1.0,4,3,8,42
1688,315.04499999999996,8,46,1.0,2,9,12,62
1689,316.4899999999998,8,42,1.0,2,8,2,48
1690,316.7,8,36,1.0,3,4,5,45
1691,316.93,8,32,1.0,2,2,4,38
1692,316.085,8,42,1.0,8,8,9,58
1693,317.34499999999986,8,40,1.0,2,3,2,48
1694,315.5799999999999,8,43,1.0,12,9,6,49
1695,315.85999999999996,8,49,1.0,15,8,8,62
1696,316.19999999999993,8,53,1.0,16,6,5,51
1697,316.75,8,38,1.0,9,6,5,49
1698,315.19499999999994,8,63,1.0,35,10,8,63
1699,307.614999999999,8,234,1.0,33,30,30,183
1700,315.6899999999999,8,55,1.0,14,8,6,62
1701,317.31999999999994,8,29,1.0,1,3,2,35
1702,316.6199999999998,8,53,1.0,1,9,3,68
1703,311.7149999999997,8,122,1.0,44,12,18,99
1704,64.23500000000207,3,500,0.375,76,32,38,295
1705,316.33500000000004,8,46,1.0,7,5,10,58
1706,317.3499999999999,8,31,1.0,2,4,2,40
1707,316.515,8,33,1.0,0,6,6,43
1708,317.20999999999987,8,34,1.0,3,3,2,39
1709,316.265,8,39,1.0,8,5,6,48
1710,316.1349999999999,8,53,1.0,10,10,1,50
1711,316.085,8,47,1.0,10,3,7,51
1712,317.31999999999994,8,32,1.0,4,2,1,35
1713,317.1999999999999,8,33,1.0,2,4,0,36
1714,300.07000000000164,8,475,1.0,108,35,58,331
1715,316.4649999999999,8,35,1.0,3,6,5,42
1716,316.87499999999994,8,34,1.0,4,4,5,42
1717,316.4949999999999,8,39,1.0,3,5,7,49
1718,317.19999999999993,8,39,1.0,5,5,0,41
1719,317.09499999999997,8,37,1.0,1,5,2,46
1720,317.32000000000005,8,26,1.0,1,0,3,31
1721,316.7049999999999,8,35,1.0,5,5,2,36
1722,316.69999999999993,8,36,1.0,1,5,5,48
1723,316.79499999999985,8,37,1.0,3,5,2,40
1724,316.375,8,28,1.0,0,4,7,40
1725,305.44500000000113,8,301,1.0,126,37,16,168
1726,315.305,8,44,1.0,7,10,8,57
1727,316.515,8,26,1.0,0,5,4,34
1728,315.225,8,52,1.0,7,7,13,73
1729,315.9549999999999,8,39,1.0,2,10,4,51
1730,63.950000000002014,3,500,0.375,74,28,45,297
1731,314.27,8,59,1.0,24,13,9,66
1732,315.585,8,40,1.0,4,6,8,53
1733,317.145,8,29,1.0,5,3,2,34
1734,316.53999999999996,8,36,1.0,1,5,3,46
1735,313.92999999999995,8,65,1.0,29,11,12,75
1736,317.04999999999995,8,28,1.0,2,3,5,38
1737,314.27,8,59,1.0,20,5,9,56
1738,316.7799999999999,8,36,1.0,2,6,3,43
1739,314.56499999999994,8,65,1.0,28,13,12,74
1740,316.6549999999999,8,34,1.0,1,6,4,45
1741,316.45500000000004,8,37,1.0,11,4,2,41
1742,65.21000000000178,3,500,0.375,110,38,43,371
1743,316.79999999999984,8,39,1.0,1,7,3,50
1744,315.3599999999999,8,57,1.0,13,8,10,64
1745,314.45000000000005,8,62,1.0,30,9,13,62
1746,316.78499999999985,8,38,1.0,4,5,2,42
1747,315.55499999999984,8,52,1.0,3,10,8,65
1748,317.12499999999994,8,28,1.0,0,4,2,33
1749,63.37500000000164,3,500,0.375,157,45,42,354
1750,317.505,8,26,1.0,0,0,2,33
1751,317.4199999999999,8,26,1.0,0,1,3,32
1752,317.25,8,26,1.0,0,3,1,30
1753,315.80999999999995,8,41,1.0,1,4,9,55
1754,63.560000000001345,3,500,0.375,118,44,57,395
1755,316.14999999999986,8,49,1.0,8,8,3,49
1756,316.3399999999999,8,49,1.0,17,8,3,53
1757,316.4,8,29,1.0,2,6,4,36
1758,62.98000000000198,3,500,0.375,84,41,39,330
1759,317.05000000000007,8,31,1.0,2,2,5,43
1760,316.175,8,41,1.0,9,7,7,55
1761,311.1350000000005,8,185,1.0,33,18,13,128
1762,317.33000000000004,8,31,1.0,1,3,2,41
1763,316.44499999999994,8,35,1.0,5,6,3,38
1764,317.80999999999995,8,24,1.0,0,0,2,32
1765,316.4349999999998,8,42,1.0,1,7,6,54
1766,316.74,8,27,1.0,2,2,5,33
1767,315.53000000000003,8,58,1.0,25,6,10,66
1768,316.39,8,29,1.0,0,6,5,37
1769,305.55500000000086,8,319,1.0,91,19,49,225
1770,316.3349999999998,8,40,1.0,5,5,5,43
1771,315.8549999999999,8,48,1.0,11,8,3,48
1772,317.41999999999996,8,24,1.0,0,2,1,29
1773,314.75499999999977,8,92,1.0,26,13,5,79
1774,316.78499999999997,8,28,1.0,1,4,5,36
1775,316.93000000000006,8,30,1.0,5,2,4,36
1776,317.12,8,31,1.0,1,2,5,39
1777,317.145,8,29,1.0,4,2,3,32
1778,313.345,8,103,1.0,30,17,13,97
1779,316.44,8,44,1.0,12,4,7,57
1780,63.13000000000189,3,500,0.375,122,43,35,314
1781,316.58999999999986,8,41,1.0,4,10,3,51
1782,316.1449999999999,8,40,1.0,3,7,8,54
1783,63.14000000000145,3,500,0.375,74,18,83,399
1784,316.195,8,42,1.0,8,4,8,53
1785,316.9099999999999,8,27,1.0,2,4,2,32
1786,302.3250000000016,8,423,1.0,118,41,30,272
1787,316.56999999999994,8,34,1.0,1,3,7,42
1788,315.97,8,43,1.0,9,5,9,54
1789,317.25,8,28,1.0,1,1,3,32
1790,315.85,8,47,1.0,11,10,5,55
1791,317.44499999999994,8,30,1.0,0,2,1,38
1792,317.43500000000006,8,24,1.0,1,2,1,30
1793,314.0050000000002,8,110,1.0,19,12,11,88
1794,317.39,8,24,1.0,2,3,1,30
1795,316.7649999999999,8,39,1.0,9,5,2,38
1796,315.26,8,54,1.0,13,3,10,51
1797,315.995,8,49,1.0,16,9,6,64
1798,316.48999999999995,8,39,1.0,7,5,7,50
1799,317.02,8,34,1.0,0,4,7,51
1800,308.92000000000075,8,230,1.0,69,32,11,153
1801,310.2850000000003,8,211,1.0,34,12,41,204
1802,37.11999999999816,2,500,0.25,103,64,38,411
1803,316.94499999999994,8,40,1.0,8,2,5,42
1804,316.12999999999977,8,43,1.0,5,10,3,47
1805,60.6000000000017,3,500,0.375,152,49,42,299
1806,316.45000000000005,8,34,1.0,8,6,3,39
1807,315.865,8,39,1.0,12,7,5,41
1808,316.65999999999997,8,28,1.0,0,6,3,35
1809,317.025,8,32,1.0,6,3,3,37
1810,316.42999999999984,8,33,1.0,1,8,2,38
1811,316.3549999999998,8,38,1.0,1,8,3,44
1812,313.88999999999976,8,80,1.0,22,18,6,78
1813,316.615,8,33,1.0,7,4,4,37
1814,58.6350000000009,3,500,0.375,221,86,21,268
1815,315.7899999999999,8,47,1.0,11,6,7,51
1816,315.76,8,45,1.0,6,5,10,55
1817,315.2599999999996,8,49,1.0,13,12,5,45
1818,316.30999999999983,8,36,1.0,1,8,3,41
1819,317.41999999999996,8,28,1.0,2,3,1,32
1820,315.72,8,45,1.0,2,9,12,65
1821,315.58,8,43,1.0,14,8,8,52
1822,316.7299999999999,8,31,1.0,1,3,5,36
1823,315.6049999999998,8,58,1.0,15,12,7,66
1824,316.1799999999997,8,43,1.0,0,12,2,50
1825,316.515,8,33,1.0,1,6,7,46
1826,316.1249999999999,8,36,1.0,1,8,5,44
1827,317.19499999999994,8,29,1.0,0,5,1,35
1828,316.70999999999987,8,36,1.0,7,7,0,37
1829,316.42,8,35,1.0,3,5,5,46
1830,311.7350000000003,8,139,1.0,31,15,17,105
1831,316.01999999999987,8,45,1.0,9,9,5,52
1832,317.3649999999999,8,27,1.0,0,1,2,30
1833,315.5,8,43,1.0,11,7,9,54
1834,316.79999999999995,8,40,1.0,6,3,3,38
1835,300.4700000000015,8,429,1.0,150,45,33,260
1836,62.760000000001654,3,500,0.375,104,34,54,366
1837,315.2299999999999,8,67,1.0,18,7,12,75
1838,314.5999999999999,8,72,1.0,11,17,4,73
1839,315.555,8,46,1.0,16,6,10,53
1840,316.76,8,34,1.0,6,1,6,39
1841,317.05499999999984,8,35,1.0,0,5,0,42
1842,316.94499999999994,8,28,1.0,1,2,3,34
