episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2,distancia_percorrida
1756,-2.764999999999999,0,500,0.0,144,73,61,547
1757,-7.020000000000007,0,500,0.0,177,61,78,476
1758,172.34499999999997,7,500,0.875,163,62,72,533
1759,175.67499999999976,7,500,0.875,106,77,76,607
1760,172.88999999999996,7,500,0.875,124,74,52,520
1761,-9.19,0,500,0.0,139,56,83,549
1762,177.00000000000009,7,500,0.875,130,57,66,534
1763,47.47,2,500,0.25,125,68,55,515
1764,175.20999999999972,7,500,0.875,124,72,71,565
1765,-2.619999999999995,0,500,0.0,150,47,74,499
1766,174.35999999999996,7,500,0.875,113,65,64,541
1767,146.11000000000018,6,500,0.75,135,66,61,539
1768,70.75500000000001,3,500,0.375,159,73,68,524
1769,118.48999999999977,5,500,0.625,122,82,61,513
1770,-0.7449999999999896,0,500,0.0,119,67,59,546
1771,-3.9000000000000017,0,500,0.0,138,73,70,549
1772,-2.660000000000001,0,500,0.0,123,68,59,519
1773,71.04500000000003,3,500,0.375,125,54,65,538
1774,90.36499999999936,4,500,0.5,138,68,63,504
1775,70.08999999999979,3,500,0.375,166,78,77,529
1776,69.44499999999942,3,500,0.375,154,58,66,505
1777,-3.2649999999999975,0,500,0.0,125,54,77,530
1778,-3.8699999999999983,0,500,0.0,145,62,63,503
1779,-3.809999999999994,0,500,0.0,147,56,68,510
1780,305.48499999999996,8,363,1.0,83,45,59,403
1781,14.665000000000022,1,500,0.125,173,79,72,481
1782,-3.5649999999999977,0,500,0.0,138,61,69,524
1783,-7.865000000000002,0,500,0.0,146,54,60,499
1784,69.2849999999999,3,500,0.375,134,59,59,539
1785,123.35999999999942,5,500,0.625,135,58,58,521
1786,46.95000000000001,2,500,0.25,147,54,65,513
1787,-14.304999999999996,0,500,0.0,111,81,70,555
1788,89.49499999999958,4,500,0.5,192,67,67,508
1789,146.95500000000024,6,500,0.75,141,64,71,517
1790,-7.715000000000003,0,500,0.0,112,57,60,528
1791,174.75499999999997,7,500,0.875,113,79,61,547
1792,-18.58499999999997,0,500,0.0,167,69,79,542
1793,40.36500000000004,2,500,0.25,167,78,66,505
1794,146.53999999999965,6,500,0.75,133,65,56,542
1795,-4.789999999999991,0,500,0.0,132,68,69,513
1796,122.28499999999993,5,500,0.625,163,66,69,518
1797,147.19500000000022,6,500,0.75,152,52,61,481
1798,146.5000000000001,6,500,0.75,126,62,73,533
1799,143.58500000000006,6,500,0.75,171,69,59,491
1800,292.02499999999986,8,492,1.0,144,72,70,531
1801,171.7750000000001,7,500,0.875,139,72,63,510
1802,-3.1699999999999906,0,500,0.0,141,64,63,502
1803,-15.434999999999992,0,500,0.0,143,65,76,518
1804,146.1249999999998,6,500,0.75,118,95,54,562
1805,292.80499999999995,8,458,1.0,146,63,61,457
1806,41.405000000000044,2,500,0.25,115,82,57,554
1807,-16.009999999999987,0,500,0.0,159,79,69,508
1808,-3.7499999999999973,0,500,0.0,126,73,84,553
1809,144.68499999999997,6,500,0.75,162,60,65,496
1810,93.15000000000006,4,500,0.5,168,68,76,500
1811,174.9600000000001,7,500,0.875,131,51,67,516
1812,-5.280000000000001,0,500,0.0,139,50,72,512
1813,-5.569999999999989,0,500,0.0,121,65,71,548
1814,175.51499999999967,7,500,0.875,101,63,79,578
1815,63.02999999999968,3,500,0.375,150,62,72,510
1816,146.68999999999986,6,500,0.75,132,62,70,544
1817,88.20999999999994,4,500,0.5,126,70,61,531
1818,-1.6799999999999955,0,500,0.0,118,55,80,549
1819,-4.429999999999999,0,500,0.0,149,77,67,526
1820,61.34999999999971,3,500,0.375,169,75,76,495
1821,138.15499999999997,6,500,0.75,122,64,67,537
1822,17.365000000000038,1,500,0.125,127,60,67,522
1823,46.65999999999999,2,500,0.25,166,80,71,523
1824,147.1299999999997,6,500,0.75,134,57,62,519
1825,150.86499999999992,6,500,0.75,142,61,53,531
1826,120.17,5,500,0.625,158,64,63,488
1827,148.6650000000001,6,500,0.75,123,57,62,518
1828,-0.52,0,500,0.0,107,68,63,559
1829,73.24999999999972,3,500,0.375,149,54,57,482
1830,290.4099999999999,8,468,1.0,120,74,69,515
1831,-0.9899999999999873,0,500,0.0,114,64,55,547
1832,35.31000000000002,2,500,0.25,189,56,64,468
1833,118.52500000000002,5,500,0.625,170,73,73,495
1834,-8.560000000000006,0,500,0.0,157,72,48,505
1835,144.17499999999987,6,500,0.75,166,68,76,494
1836,-4.389999999999998,0,500,0.0,133,66,66,550
1837,91.68999999999944,4,500,0.5,192,56,54,468
1838,-4.555,0,500,0.0,137,81,66,548
1839,-14.669999999999998,0,500,0.0,158,67,67,514
1840,-10.789999999999997,0,500,0.0,132,88,71,531
1841,147.01000000000002,6,500,0.75,158,54,55,506
1842,71.34499999999977,3,500,0.375,142,67,64,518
1843,178.45499999999993,7,500,0.875,138,60,58,525
1844,295.41500000000013,8,430,1.0,111,63,45,471
1845,59.780000000000065,3,500,0.375,136,72,64,550
1846,165.04999999999993,7,500,0.875,134,80,67,551
1847,92.98999999999998,4,500,0.5,153,67,70,542
1848,146.34999999999977,6,500,0.75,150,66,81,519
1849,115.73499999999987,5,500,0.625,133,80,65,556
1850,-10.20499999999999,0,500,0.0,112,68,72,557
1851,171.12,7,500,0.875,148,65,69,503
1852,-11.389999999999988,0,500,0.0,113,75,58,537
1853,-12.789999999999996,0,500,0.0,130,75,65,500
1854,-2.659999999999996,0,500,0.0,155,66,64,520
1855,-6.220000000000004,0,500,0.0,103,51,62,531
1856,175.14499999999973,7,500,0.875,138,66,55,542
1857,118.51500000000004,5,500,0.625,158,81,65,508
1858,21.830000000000002,1,500,0.125,133,66,63,525
1859,-12.314999999999989,0,500,0.0,150,58,72,495
1860,146.08499999999998,6,500,0.75,147,75,69,522
1861,-12.334999999999992,0,500,0.0,128,75,79,548
1862,-5.609999999999993,0,500,0.0,176,62,63,517
1863,-4.880000000000002,0,500,0.0,180,61,73,502
1864,-14.54499999999997,0,500,0.0,143,55,58,492
1865,92.2949999999992,4,500,0.5,154,71,54,504
1866,145.19500000000022,6,500,0.75,198,61,70,486
1867,171.60000000000002,7,500,0.875,149,74,75,531
1868,302.895,8,447,1.0,115,52,57,498
1869,91.0499999999997,4,500,0.5,160,73,68,521
1870,311.12,8,188,1.0,37,26,23,211
1871,118.81500000000003,5,500,0.625,122,71,70,536
1872,118.58999999999953,5,500,0.625,148,63,51,508
1873,2.87500000000001,0,500,0.0,97,64,70,589
1874,174.84999999999994,7,500,0.875,160,57,70,517
1875,71.6799999999999,3,500,0.375,136,80,75,559
1876,-6.454999999999992,0,500,0.0,149,63,55,501
1877,-7.474999999999991,0,500,0.0,109,69,54,542
1878,-8.785000000000002,0,500,0.0,120,71,71,539
1879,-13.199999999999985,0,500,0.0,127,55,73,529
1880,167.73999999999992,7,500,0.875,121,58,68,521
1881,294.3349999999997,8,445,1.0,129,63,55,478
1882,121.47999999999962,5,500,0.625,131,62,59,517
1883,172.72500000000005,7,500,0.875,141,69,55,519
1884,39.21000000000014,2,500,0.25,137,59,74,522
1885,-1.0749999999999926,0,500,0.0,114,63,65,547
1886,91.97999999999955,4,500,0.5,189,72,52,496
1887,96.49999999999939,4,500,0.5,148,55,66,545
1888,-6.685000000000002,0,500,0.0,152,74,70,540
1889,146.62499999999991,6,500,0.75,139,64,64,503
1890,136.53499999999997,6,500,0.75,122,57,75,527
1891,300.5849999999999,8,407,1.0,108,68,44,441
1892,94.19500000000002,4,500,0.5,149,56,62,509
1893,174.44000000000005,7,500,0.875,147,50,74,517
1894,-5.945000000000002,0,500,0.0,158,68,58,508
1895,-14.004999999999992,0,500,0.0,116,73,49,544
1896,145.54000000000005,6,500,0.75,143,83,69,549
1897,172.1099999999999,7,500,0.875,121,72,67,547
1898,172.71000000000012,7,500,0.875,162,67,65,507
1899,294.8299999999998,8,447,1.0,103,71,72,489
1900,175.42999999999984,7,500,0.875,123,61,69,534
1901,-3.5849999999999977,0,500,0.0,121,56,72,569
1902,-4.6149999999999975,0,500,0.0,135,59,64,522
1903,117.55499999999984,5,500,0.625,159,63,72,510
1904,-17.399999999999988,0,500,0.0,138,77,66,515
1905,297.25499999999994,8,402,1.0,92,53,53,419
1906,121.70499999999991,5,500,0.625,134,78,56,552
1907,-2.854999999999997,0,500,0.0,109,64,80,563
1908,293.025,8,481,1.0,132,58,61,512
1909,-7.029999999999999,0,500,0.0,121,70,74,558
1910,-14.969999999999992,0,500,0.0,143,74,62,530
1911,96.69499999999928,4,500,0.5,173,51,67,473
1912,117.73999999999963,5,500,0.625,138,60,67,495
1913,140.725,6,500,0.75,130,64,69,527
1914,-1.1750000000000032,0,500,0.0,153,64,65,542
1915,307.32500000000016,8,276,1.0,84,41,43,297
1916,171.9799999999999,7,500,0.875,159,80,52,518
1917,114.20999999999965,5,500,0.625,110,68,72,552
1918,-6.770000000000002,0,500,0.0,114,62,73,563
1919,295.1349999999999,8,462,1.0,117,71,80,501
1920,144.485,6,500,0.75,144,77,56,516
1921,-8.139999999999995,0,500,0.0,109,81,64,567
1922,292.68,8,489,1.0,122,64,67,517
1923,121.34999999999955,5,500,0.625,108,72,67,571
1924,70.35999999999987,3,500,0.375,169,64,68,510
1925,175.93500000000006,7,500,0.875,119,61,56,531
1926,-3.849999999999991,0,500,0.0,160,61,66,523
1927,-12.569999999999988,0,500,0.0,132,72,63,549
1928,146.51000000000005,6,500,0.75,170,62,63,512
1929,137.0599999999996,6,500,0.75,165,72,58,488
1930,-16.989999999999984,0,500,0.0,118,63,81,539
1931,298.63999999999993,8,377,1.0,137,49,42,352
1932,143.28499999999997,6,500,0.75,144,64,64,547
1933,95.42499999999974,4,500,0.5,143,64,51,488
1934,-3.6699999999999964,0,500,0.0,161,52,69,503
1935,143.49499999999995,6,500,0.75,158,72,64,491
1936,92.29499999999943,4,500,0.5,143,66,61,530
1937,-9.154999999999996,0,500,0.0,112,76,72,566
1938,-14.164999999999987,0,500,0.0,114,74,65,540
1939,120.65999999999991,5,500,0.625,159,62,63,533
1940,51.06500000000004,2,500,0.25,149,62,59,530
1941,171.355,7,500,0.875,162,59,66,500
1942,-0.939999999999994,0,500,0.0,143,56,61,523
1943,89.61500000000001,4,500,0.5,143,82,73,519
1944,69.51499999999999,3,500,0.375,146,69,64,517
1945,-13.52999999999999,0,500,0.0,131,71,71,508
1946,120.19000000000008,5,500,0.625,112,66,62,533
1947,95.96999999999976,4,500,0.5,134,74,58,542
1948,172.94000000000034,7,500,0.875,170,73,54,485
1949,173.24499999999998,7,500,0.875,180,58,64,493
1950,290.9899999999998,8,452,1.0,136,61,59,462
1951,-9.999999999999991,0,500,0.0,152,76,69,510
1952,64.49999999999983,3,500,0.375,141,66,58,558
1953,-7.869999999999998,0,500,0.0,129,74,77,543
1954,88.69499999999968,4,500,0.5,148,77,70,512
1955,-11.944999999999997,0,500,0.0,114,70,62,561
1956,-4.180000000000004,0,500,0.0,155,62,71,500
1957,120.86499999999948,5,500,0.625,148,63,64,532
1958,69.23999999999977,3,500,0.375,119,81,68,556
1959,66.98499999999994,3,500,0.375,189,59,66,492
1960,21.735000000000024,1,500,0.125,133,65,59,528
1961,94.65999999999998,4,500,0.5,159,56,67,501
1962,173.91499999999988,7,500,0.875,108,67,65,538
1963,172.14999999999995,7,500,0.875,146,77,62,529
1964,69.32999999999973,3,500,0.375,115,63,67,536
1965,143.80500000000012,6,500,0.75,152,75,57,492
1966,170.9950000000001,7,500,0.875,150,79,61,521
1967,-5.959999999999996,0,500,0.0,141,74,73,527
1968,35.020000000000145,2,500,0.25,150,68,75,509
1969,164.35999999999996,7,500,0.875,133,51,68,523
1970,290.725,8,464,1.0,119,62,62,475
1971,-11.184999999999995,0,500,0.0,159,72,75,535
1972,-14.569999999999988,0,500,0.0,126,80,66,538
1973,89.07499999999887,4,500,0.5,117,50,77,548
1974,91.41999999999965,4,500,0.5,188,55,61,473
1975,297.4699999999997,8,486,1.0,119,62,55,527
1976,176.21499999999978,7,500,0.875,170,54,53,510
1977,142.20999999999978,6,500,0.75,191,66,75,489
1978,303.54999999999995,8,351,1.0,90,52,53,379
1979,291.76999999999964,8,403,1.0,83,48,55,435
1980,14.460000000000019,1,500,0.125,105,71,67,534
1981,-3.5800000000000014,0,500,0.0,157,68,64,522
1982,120.435,5,500,0.625,156,56,69,509
1983,34.12000000000007,2,500,0.25,133,54,81,521
1984,14.395000000000001,1,500,0.125,149,67,69,497
1985,300.5399999999999,8,430,1.0,100,67,69,480
1986,146.405,6,500,0.75,151,76,69,502
1987,-2.6499999999999932,0,500,0.0,121,65,73,550
1988,148.24499999999995,6,500,0.75,156,58,54,501
1989,64.23999999999926,3,500,0.375,182,66,69,499
1990,93.71999999999966,4,500,0.5,161,60,55,483
1991,173.20500000000004,7,500,0.875,146,59,71,503
1992,172.5249999999998,7,500,0.875,140,66,71,534
1993,-6.644999999999996,0,500,0.0,162,71,61,511
1994,15.845000000000038,1,500,0.125,148,82,64,509
1995,65.65999999999926,3,500,0.375,160,73,67,520
1996,-11.589999999999979,0,500,0.0,110,57,69,598
1997,146.63,6,500,0.75,142,55,74,544
1998,90.52499999999965,4,500,0.5,172,65,81,491
1999,287.2950000000001,8,485,1.0,135,60,64,506
2000,-9.989999999999995,0,500,0.0,161,74,63,490
2001,18.035,1,500,0.125,159,74,64,515
2002,173.06000000000014,7,500,0.875,172,64,54,486
2003,301.81999999999994,8,320,1.0,73,42,35,343
2004,18.31000000000002,1,500,0.125,146,65,60,505
2005,-3.329999999999991,0,500,0.0,115,59,64,563
2006,-3.4149999999999996,0,500,0.0,144,59,70,544
2007,70.09999999999997,3,500,0.375,163,74,59,509
2008,169.60500000000005,7,500,0.875,175,75,57,481
2009,174.42999999999992,7,500,0.875,172,60,57,507
2010,287.4999999999999,8,490,1.0,97,74,66,572
2011,116.70499999999988,5,500,0.625,159,70,75,526
2012,18.455000000000023,1,500,0.125,175,60,71,538
2013,299.82499999999993,8,362,1.0,89,62,51,410
2014,64.21499999999943,3,500,0.375,142,69,70,497
2015,122.78499999999976,5,500,0.625,117,71,61,542
2016,168.2599999999999,7,500,0.875,148,72,70,492
2017,-6.740000000000006,0,500,0.0,146,64,68,515
2018,-10.235000000000001,0,500,0.0,138,87,73,519
2019,307.3499999999999,8,359,1.0,86,42,48,422
2020,-4.465,0,500,0.0,145,66,65,504
2021,-12.394999999999996,0,500,0.0,111,67,76,566
2022,121.9799999999999,5,500,0.625,164,71,60,501
2023,147.05999999999992,6,500,0.75,117,79,70,553
2024,-14.074999999999983,0,500,0.0,139,54,76,539
2025,-15.109999999999982,0,500,0.0,120,75,54,549
2026,173.54000000000002,7,500,0.875,157,73,68,549
2027,299.0799999999996,8,344,1.0,101,48,49,351
2028,171.59499999999997,7,500,0.875,127,63,81,549
2029,-13.56499999999998,0,500,0.0,152,66,81,504
2030,118.53499999999973,5,500,0.625,185,60,75,520
2031,-0.014999999999998542,0,500,0.0,117,68,56,547
2032,-1.3849999999999854,0,500,0.0,122,59,62,538
2033,141.86000000000035,6,500,0.75,163,67,73,488
2034,63.22999999999988,3,500,0.375,144,60,64,498
2035,171.83000000000004,7,500,0.875,187,76,54,496
2036,165.04499999999985,7,500,0.875,132,65,69,545
2037,-7.509999999999994,0,500,0.0,114,55,70,554
2038,122.27999999999959,5,500,0.625,146,60,73,503
2039,-2.764999999999985,0,500,0.0,113,65,50,546
2040,172.80999999999958,7,500,0.875,154,58,91,559
2041,-12.950000000000001,0,500,0.0,156,66,72,522
2042,-11.029999999999996,0,500,0.0,119,69,61,520
2043,174.52,7,500,0.875,126,71,70,556
2044,146.77000000000012,6,500,0.75,145,57,60,515
2045,-15.969999999999986,0,500,0.0,156,67,71,519
2046,-7.095000000000005,0,500,0.0,135,75,78,542
2047,-9.714999999999996,0,500,0.0,155,63,65,502
2048,-5.209999999999998,0,500,0.0,155,69,63,508
2049,-2.2350000000000008,0,500,0.0,116,65,69,545
2050,300.1700000000001,8,369,1.0,119,46,50,360
2051,65.17499999999957,3,500,0.375,171,58,67,483
2052,91.30999999999959,4,500,0.5,136,64,75,531
2053,-5.949999999999996,0,500,0.0,142,69,66,529
2054,111.6749999999995,5,500,0.625,140,70,57,540
2055,-4.779999999999996,0,500,0.0,153,67,69,514
2056,-2.929999999999999,0,500,0.0,150,52,78,514
2057,289.04499999999916,8,486,1.0,116,84,66,541
2058,62.82999999999962,3,500,0.375,129,74,66,560
2059,291.5400000000002,8,455,1.0,137,62,60,476
2060,-12.339999999999982,0,500,0.0,135,76,70,521
2061,302.58499999999987,8,323,1.0,73,57,43,349
2062,-7.405000000000004,0,500,0.0,163,77,70,507
2063,122.81999999999998,5,500,0.625,137,69,72,545
2064,145.97000000000003,6,500,0.75,147,60,72,537
2065,137.5399999999999,6,500,0.75,189,70,60,470
2066,178.86499999999972,7,500,0.875,130,68,71,564
2067,-10.90499999999999,0,500,0.0,139,65,52,509
2068,-10.804999999999993,0,500,0.0,131,62,65,529
2069,142.59500000000006,6,500,0.75,161,63,85,519
2070,-14.314999999999985,0,500,0.0,164,53,73,477
2071,122.76499999999987,5,500,0.625,151,62,65,520
2072,-11.795,0,500,0.0,172,75,54,508
2073,301.73999999999984,8,452,1.0,110,54,63,487
2074,150.2099999999999,6,500,0.75,127,59,73,532
2075,47.97500000000007,2,500,0.25,129,64,66,527
2076,-5.284999999999995,0,500,0.0,151,53,79,523
2077,171.785,7,500,0.875,132,68,57,534
2078,-5.0549999999999935,0,500,0.0,150,63,61,524
2079,145.345,6,500,0.75,158,70,69,474
2080,122.70999999999998,5,500,0.625,125,66,62,554
2081,301.19500000000005,8,476,1.0,126,64,60,505
2082,-6.679999999999996,0,500,0.0,122,64,70,550
2083,-11.625000000000005,0,500,0.0,122,79,61,557
2084,59.14500000000005,3,500,0.375,203,70,76,473
2085,293.05499999999995,8,480,1.0,123,73,59,511
2086,145.56999999999994,6,500,0.75,128,64,73,529
2087,119.62499999999936,5,500,0.625,142,73,68,526
2088,120.80499999999962,5,500,0.625,148,55,60,522
2089,146.61500000000012,6,500,0.75,143,72,58,548
2090,170.17500000000015,7,500,0.875,172,75,71,507
2091,-13.984999999999978,0,500,0.0,104,63,73,553
2092,13.050000000000024,1,500,0.125,134,70,61,530
2093,37.090000000000124,2,500,0.25,113,66,68,556
2094,295.8349999999997,8,400,1.0,116,73,47,425
2095,-15.319999999999988,0,500,0.0,97,68,74,568
2096,147.4249999999999,6,500,0.75,152,70,71,509
2097,-5.399999999999993,0,500,0.0,154,74,61,515
2098,172.74000000000015,7,500,0.875,158,73,54,513
2099,170.855,7,500,0.875,159,73,67,499
2100,288.7199999999999,8,441,1.0,126,70,58,467
2101,306.37,8,417,1.0,107,46,46,436
2102,-4.994999999999997,0,500,0.0,129,74,77,548
2103,174.88999999999982,7,500,0.875,108,73,62,571
2104,119.42999999999957,5,500,0.625,124,70,67,541
2105,171.64000000000007,7,500,0.875,157,65,73,507
2106,150.84999999999977,6,500,0.75,96,57,67,578
2107,173.06999999999994,7,500,0.875,138,63,67,523
2108,34.44000000000006,2,500,0.25,163,65,73,527
2109,-12.274999999999986,0,500,0.0,166,76,51,502
2110,293.84499999999986,8,441,1.0,92,56,61,500
2111,294.3099999999997,8,443,1.0,125,56,55,469
2112,-10.01999999999999,0,500,0.0,165,48,55,501
2113,-13.309999999999977,0,500,0.0,151,59,72,526
2114,296.8249999999999,8,431,1.0,94,58,56,460
2115,-8.964999999999998,0,500,0.0,183,87,69,516
2116,77.3949999999999,3,500,0.375,122,46,58,503
2117,173.10499999999985,7,500,0.875,129,71,69,547
2118,283.8249999999998,8,476,1.0,139,71,56,499
2119,41.65500000000009,2,500,0.25,142,52,63,525
2120,93.72000000000007,4,500,0.5,168,64,68,468
2121,145.90499999999997,6,500,0.75,152,61,68,536
2122,119.02999999999992,5,500,0.625,150,66,63,529
2123,144.55499999999975,6,500,0.75,137,68,74,529
2124,132.22,6,500,0.75,125,86,77,571
2125,287.0449999999999,8,472,1.0,106,59,75,513
2126,294.41999999999973,8,443,1.0,75,58,59,487
2127,116.28499999999957,5,500,0.625,150,57,65,488
2128,-3.1649999999999987,0,500,0.0,164,60,61,506
2129,-2.304999999999994,0,500,0.0,104,65,64,568
2130,-4.435000000000004,0,500,0.0,146,61,76,523
2131,173.235,7,500,0.875,145,54,71,514
2132,-9.579999999999993,0,500,0.0,166,67,68,511
2133,84.28499999999991,4,500,0.5,141,66,77,521
2134,68.82000000000002,3,500,0.375,154,67,52,502
2135,-14.829999999999991,0,500,0.0,122,67,70,533
2136,-7.524999999999999,0,500,0.0,120,70,63,544
2137,11.595000000000024,1,500,0.125,156,68,58,503
2138,176.00999999999988,7,500,0.875,124,65,68,555
2139,174.40999999999977,7,500,0.875,171,64,69,525
2140,-5.364999999999989,0,500,0.0,136,56,59,526
2141,152.4650000000001,6,500,0.75,150,67,71,555
2142,-7.915,0,500,0.0,136,65,74,518
2143,43.48500000000007,2,500,0.25,134,77,60,542
2144,121.20999999999997,5,500,0.625,141,70,70,545
2145,-3.0049999999999977,0,500,0.0,154,75,71,515
2146,174.47499999999962,7,500,0.875,125,65,73,544
2147,305.2099999999997,8,386,1.0,110,52,47,403
2148,-5.859999999999991,0,500,0.0,116,77,68,539
2149,-6.774999999999996,0,500,0.0,128,55,68,528
2150,92.83,4,500,0.5,137,74,75,519
2151,151.145,6,500,0.75,141,47,56,523
2152,302.195,8,386,1.0,124,51,49,391
2153,295.93999999999977,8,366,1.0,101,52,52,390
2154,145.90499999999992,6,500,0.75,184,62,63,490
2155,70.23500000000001,3,500,0.375,140,72,72,537
2156,-16.85499999999999,0,500,0.0,131,79,69,545
2157,172.84499999999997,7,500,0.875,145,65,60,516
2158,93.84499999999993,4,500,0.5,135,69,69,519
2159,-6.364999999999998,0,500,0.0,149,60,80,517
2160,14.900000000000025,1,500,0.125,155,62,67,523
2161,174.25999999999996,7,500,0.875,122,61,78,529
2162,172.5150000000001,7,500,0.875,169,66,68,512
2163,299.075,8,418,1.0,115,62,49,451
2164,300.42499999999995,8,407,1.0,99,57,42,428
2165,118.2149999999997,5,500,0.625,176,54,64,497
2166,307.0899999999999,8,293,1.0,70,41,39,318
2167,-10.33499999999999,0,500,0.0,128,65,60,522
2168,-7.7600000000000025,0,500,0.0,135,70,60,530
2169,91.6649999999998,4,500,0.5,124,51,71,537
2170,-13.424999999999992,0,500,0.0,152,76,48,507
2171,151.06999999999965,6,500,0.75,124,62,64,532
2172,162.0350000000001,7,500,0.875,140,79,62,526
2173,37.70500000000001,2,500,0.25,123,78,80,547
2174,164.61999999999986,7,500,0.875,148,64,65,527
2175,-3.9350000000000036,0,500,0.0,164,69,54,478
2176,171.67000000000004,7,500,0.875,142,65,73,524
2177,175.18999999999983,7,500,0.875,120,55,70,541
2178,296.57,8,474,1.0,110,64,76,542
2179,149.17999999999955,6,500,0.75,162,47,65,517
2180,-11.979999999999997,0,500,0.0,134,77,63,554
2181,95.59500000000004,4,500,0.5,155,69,66,509
2182,-10.764999999999993,0,500,0.0,118,75,74,554
2183,141.48499999999981,6,500,0.75,116,75,78,554
2184,-7.789999999999995,0,500,0.0,125,65,78,554
2185,121.7299999999997,5,500,0.625,169,48,68,479
2186,174.38500000000013,7,500,0.875,163,55,68,512
2187,-7.019999999999995,0,500,0.0,156,63,57,485
2188,-10.374999999999995,0,500,0.0,142,64,49,496
2189,146.8899999999998,6,500,0.75,135,75,71,536
2190,-9.990000000000006,0,500,0.0,128,68,68,542
2191,-4.3849999999999945,0,500,0.0,138,68,65,521
2192,121.71499999999999,5,500,0.625,140,69,74,549
2193,171.66999999999985,7,500,0.875,173,63,66,499
2194,-7.899999999999996,0,500,0.0,142,73,72,522
2195,-7.6199999999999966,0,500,0.0,139,65,58,547
2196,-4.980000000000002,0,500,0.0,161,73,67,516
2197,172.79999999999993,7,500,0.875,146,56,77,531
2198,48.39,2,500,0.25,109,66,59,539
2199,172.72000000000006,7,500,0.875,165,69,68,515
2200,308.93,8,315,1.0,75,42,32,346
2201,-12.234999999999998,0,500,0.0,171,77,59,502
2202,132.9499999999996,6,500,0.75,121,72,72,546
2203,85.77500000000019,4,500,0.5,167,72,68,503
2204,119.32499999999995,5,500,0.625,117,82,84,561
2205,67.20499999999987,3,500,0.375,103,73,66,562
2206,293.8449999999999,8,488,1.0,127,60,59,519
2207,65.745,3,500,0.375,173,72,61,474
2208,-9.61999999999999,0,500,0.0,136,63,45,508
2209,297.5450000000001,8,437,1.0,137,56,59,460
2210,13.585000000000015,1,500,0.125,112,75,65,555
2211,173.1849999999999,7,500,0.875,148,75,56,516
2212,18.06,1,500,0.125,150,65,69,522
2213,302.61,8,440,1.0,112,63,50,497
2214,-8.665,0,500,0.0,130,58,83,546
2215,-9.289999999999996,0,500,0.0,200,68,73,478
2216,174.64999999999992,7,500,0.875,110,67,64,553
2217,159.17999999999958,7,500,0.875,130,68,73,520
2218,-7.154999999999989,0,500,0.0,130,62,73,559
2219,-3.544999999999998,0,500,0.0,155,65,64,498
2220,-9.864999999999986,0,500,0.0,150,63,68,515
2221,144.91499999999996,6,500,0.75,169,59,60,482
2222,-10.089999999999998,0,500,0.0,125,59,73,520
2223,303.95,8,336,1.0,86,47,47,360
2224,171.05500000000004,7,500,0.875,175,69,64,495
2225,64.26999999999984,3,500,0.375,156,60,63,511
2226,141.84499999999971,6,500,0.75,124,65,65,543
2227,91.45999999999943,4,500,0.5,148,74,65,532
2228,73.22000000000003,3,500,0.375,108,69,56,579
2229,143.95499999999979,6,500,0.75,173,80,67,502
2230,91.16499999999941,4,500,0.5,152,74,58,492
2231,143.2699999999998,6,500,0.75,128,68,57,551
2232,146.56499999999983,6,500,0.75,146,75,64,530
2233,299.6949999999996,8,422,1.0,109,55,50,466
2234,-16.364999999999974,0,500,0.0,122,78,76,539
2235,-3.8799999999999937,0,500,0.0,144,82,66,532
2236,173.81,7,500,0.875,152,74,63,534
2237,92.91499999999996,4,500,0.5,184,64,58,487
2238,35.625000000000064,2,500,0.25,157,63,74,498
2239,174.9549999999998,7,500,0.875,131,68,62,545
2240,46.79999999999999,2,500,0.25,120,64,71,533
2241,41.15000000000001,2,500,0.25,188,66,73,495
2242,21.595000000000006,1,500,0.125,151,62,72,527
2243,-12.289999999999981,0,500,0.0,133,61,67,524
2244,-13.979999999999993,0,500,0.0,133,66,80,532
2245,-12.399999999999988,0,500,0.0,128,57,74,537
2246,-3.744999999999995,0,500,0.0,134,65,77,504
2247,-5.614999999999996,0,500,0.0,124,70,59,540
2248,-11.654999999999985,0,500,0.0,138,62,67,525
2249,169.94999999999968,7,500,0.875,157,74,77,527
2250,-12.484999999999996,0,500,0.0,149,73,61,515
2251,299.53999999999996,8,384,1.0,92,47,63,432
2252,145.57499999999976,6,500,0.75,132,67,70,558
2253,303.57000000000005,8,285,1.0,85,37,45,286
2254,305.22,8,329,1.0,75,39,51,342
2255,119.84499999999998,5,500,0.625,123,68,64,533
2256,62.79999999999936,3,500,0.375,167,64,61,503
2257,-8.025000000000002,0,500,0.0,128,78,63,542
2258,61.16499999999946,3,500,0.375,134,68,74,517
2259,-5.329999999999998,0,500,0.0,144,64,70,534
2260,-5.669999999999997,0,500,0.0,146,68,61,505
2261,145.96499999999995,6,500,0.75,151,53,68,501
2262,-6.259999999999992,0,500,0.0,114,58,55,541
2263,295.09499999999963,8,391,1.0,133,49,48,386
2264,300.4,8,448,1.0,124,47,73,466
2265,171.9699999999997,7,500,0.875,102,71,77,570
2266,170.97000000000003,7,500,0.875,137,74,66,508
2267,-3.2000000000000024,0,500,0.0,112,72,51,517
2268,-11.16499999999999,0,500,0.0,150,67,62,518
2269,40.55500000000003,2,500,0.25,114,79,66,574
2270,-7.295000000000002,0,500,0.0,145,56,77,514
