episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2
1116,-4.064999999999979,0,500,0.0,19,69,38
1117,4.220000000000008,0,500,0.0,107,88,90
1118,-2.4250000000000003,0,500,0.0,70,93,98
1119,-16.61000000000003,0,500,0.0,20,21,12
1120,-30.590000000000074,0,500,0.0,140,50,36
1121,-13.54499999999998,0,500,0.0,193,48,71
1122,-2.034999999999998,0,500,0.0,188,87,35
1123,5.745000000000087,0,500,0.0,14,79,42
1124,-28.435000000000095,0,500,0.0,345,15,89
1125,-12.15500000000001,0,500,0.0,130,83,41
1126,-26.559999999999903,0,500,0.0,508,101,89
1127,-23.394999999999946,0,500,0.0,366,101,74
1128,-15.485000000000019,0,500,0.0,344,112,106
1129,6.209999999999974,1,500,0.125,369,90,89
1130,-1.3899999999999688,1,500,0.125,412,109,92
1131,-25.089999999999968,0,500,0.0,436,92,103
1132,-13.309999999999986,0,500,0.0,227,93,33
1133,-22.88000000000002,0,500,0.0,328,87,79
1134,-25.42999999999979,0,500,0.0,207,90,36
1135,-20.59000000000002,0,500,0.0,362,93,83
1136,-5.439999999999968,0,500,0.0,283,61,45
1137,-10.355000000000002,0,500,0.0,177,51,45
1138,-19.36999999999997,0,500,0.0,342,94,61
1139,-20.430000000000017,0,500,0.0,320,93,48
1140,-31.944999999999855,0,500,0.0,567,95,112
1141,-26.46499999999992,0,500,0.0,480,88,92
1142,-17.500000000000014,0,500,0.0,205,96,69
1143,-19.505000000000017,0,500,0.0,257,104,53
1144,-20.839999999999996,0,500,0.0,239,110,35
1145,-24.574999999999967,0,500,0.0,341,106,86
1146,-23.765000000000022,0,500,0.0,379,89,72
1147,-19.189999999999976,0,500,0.0,401,92,67
1148,-23.249999999999975,0,500,0.0,404,97,79
1149,-15.824999999999992,0,500,0.0,9,36,9
1150,-17.23500000000002,0,500,0.0,359,85,78
1151,-13.089999999999998,0,500,0.0,260,88,78
1152,-22.45499999999995,0,500,0.0,357,101,69
1153,36.62000000000005,2,500,0.25,150,120,41
1154,-15.724999999999886,0,500,0.0,156,66,26
1155,-20.49500000000008,0,500,0.0,7,13,11
1156,-15.339999999999971,0,500,0.0,321,94,111
1157,-9.334999999999972,0,500,0.0,100,28,45
1158,-7.1400000000000245,0,500,0.0,41,15,14
1159,-21.46000000000002,0,500,0.0,270,87,34
1160,-9.239999999999988,0,500,0.0,43,2,17
1161,-10.945000000000018,0,500,0.0,61,29,43
1162,-3.3549999999999995,0,500,0.0,63,52,29
1163,-11.664999999999987,0,500,0.0,250,34,92
1164,-10.334999999999942,0,500,0.0,50,14,38
1165,-9.749999999999998,0,500,0.0,231,109,48
1166,-11.069999999999972,0,500,0.0,199,12,99
1167,-6.594999999999991,0,500,0.0,211,16,75
1168,7.1100000000000065,1,500,0.125,269,84,59
1169,-5.905000000000008,0,500,0.0,17,9,11
1170,-7.849999999999993,0,500,0.0,140,13,82
1171,-12.830000000000004,0,500,0.0,322,34,96
1172,-18.919999999999952,0,500,0.0,493,93,82
1173,-1.914999999999996,0,500,0.0,94,15,74
1174,-14.409999999999899,0,500,0.0,47,8,26
1175,1.5000000000000198,0,500,0.0,162,46,96
1176,-9.8,0,500,0.0,220,115,101
1177,-17.21,0,500,0.0,259,59,20
1178,1.970000000000014,0,500,0.0,30,30,79
1179,-6.45499999999999,0,500,0.0,145,59,55
1180,-9.439999999999962,0,500,0.0,31,17,12
1181,-9.394999999999984,0,500,0.0,14,9,5
1182,1.7499999999999631,0,500,0.0,117,45,42
1183,-6.609999999999988,0,500,0.0,310,67,94
1184,-0.8299999999999995,0,500,0.0,66,3,63
1185,-3.7199999999999926,0,500,0.0,135,15,99
1186,-3.1749999999999985,0,500,0.0,152,74,62
1187,2.7699999999999987,0,500,0.0,60,85,44
1188,-0.514999999999924,1,500,0.125,231,111,9
1189,-2.469999999999988,0,500,0.0,140,93,20
1190,-12.229999999999956,0,500,0.0,318,103,25
1191,-10.975000000000064,0,500,0.0,207,43,79
1192,-16.830000000000027,0,500,0.0,419,97,93
1193,-20.000000000000007,0,500,0.0,382,29,93
1194,-6.864999999999987,0,500,0.0,300,93,78
1195,-7.899999999999981,0,500,0.0,182,34,90
1196,-16.88999999999996,0,500,0.0,502,100,91
1197,-18.46499999999994,0,500,0.0,406,48,91
1198,57.3749999999992,3,500,0.375,259,17,93
1199,-4.274999999999961,0,500,0.0,191,74,58
1200,-10.869999999999989,0,500,0.0,138,37,31
1201,-5.40999999999999,0,500,0.0,182,102,49
1202,-12.240000000000007,0,500,0.0,66,25,29
1203,1.7850000000000008,0,500,0.0,63,94,43
1204,-10.205000000000002,0,500,0.0,16,7,19
1205,-13.719999999999933,0,500,0.0,73,67,2
1206,-21.169999999999927,0,500,0.0,387,87,53
1207,11.000000000000147,1,500,0.125,264,76,40
1208,3.225000000000035,0,500,0.0,105,80,93
1209,-13.49499999999998,0,500,0.0,223,76,8
1210,58.194999999999986,3,500,0.375,20,17,20
1211,55.17499999999895,3,500,0.375,328,100,10
1212,-15.440000000000001,0,500,0.0,229,77,43
1213,84.37499999999882,4,500,0.5,305,62,82
1214,-27.685000000000016,0,500,0.0,291,8,88
1215,-20.81000000000002,0,500,0.0,260,48,104
1216,86.54499999999827,4,500,0.5,194,43,52
1217,-22.73999999999983,0,500,0.0,349,21,101
1218,-10.274999999999991,0,500,0.0,30,9,48
1219,-27.929999999999897,0,500,0.0,511,60,99
1220,-29.93000000000004,0,500,0.0,455,35,96
1221,24.3849999999999,2,500,0.25,124,16,80
1222,-1.1500000000000037,0,500,0.0,22,10,47
1223,11.655000000000037,1,500,0.125,260,49,95
1224,39.76000000000002,2,500,0.25,172,49,92
1225,-1.1199999999999997,0,500,0.0,86,74,111
1226,-5.979999999999984,0,500,0.0,112,78,104
1227,-17.389999999999944,0,500,0.0,147,11,99
1228,-11.474999999999966,0,500,0.0,251,7,82
1229,-3.1299999999999857,0,500,0.0,111,85,93
1230,-26.61500000000005,0,500,0.0,11,6,4
1231,-14.61999999999998,0,500,0.0,482,81,83
1232,-17.659999999999947,0,500,0.0,54,23,91
1233,-23.030000000000047,0,500,0.0,298,39,104
1234,34.190000000000126,2,500,0.25,282,62,83
1235,-23.900000000000123,0,500,0.0,196,28,52
1236,-19.99499999999997,0,500,0.0,349,105,100
1237,-21.369999999999933,0,500,0.0,235,36,107
1238,56.05499999999951,3,500,0.375,144,9,79
1239,-11.124999999999991,0,500,0.0,122,80,49
1240,-24.270000000000028,0,500,0.0,255,45,98
1241,-18.58499999999992,0,500,0.0,348,28,90
1242,-26.094999999999906,0,500,0.0,546,109,104
1243,-28.475000000000144,0,500,0.0,194,12,81
1244,-32.60999999999995,0,500,0.0,254,11,98
1245,-30.230000000000025,0,500,0.0,174,3,72
1246,-20.264999999999983,0,500,0.0,286,47,89
1247,-20.874999999999982,0,500,0.0,297,88,109
1248,8.525000000000114,1,500,0.125,117,10,95
1249,-14.904999999999982,0,500,0.0,84,37,76
1250,-29.99999999999995,0,500,0.0,229,12,101
1251,-12.364999999999972,0,500,0.0,237,73,104
1252,-19.99499999999993,0,500,0.0,145,17,114
1253,-16.869999999999948,0,500,0.0,546,84,82
1254,-7.67499999999999,0,500,0.0,75,15,72
1255,-17.990000000000038,0,500,0.0,190,9,100
1256,32.155000000000015,2,500,0.25,176,38,112
1257,-37.775000000000205,0,500,0.0,123,37,3
1258,-35.28000000000005,0,500,0.0,342,74,5
1259,-23.905000000000094,0,500,0.0,18,7,69
1260,35.230000000000324,2,500,0.25,10,8,32
1261,-9.014999999999986,0,500,0.0,388,70,83
1262,-10.30499999999996,1,500,0.125,76,25,18
1263,-19.57,0,500,0.0,305,83,33
1264,-28.205000000000094,0,500,0.0,9,20,60
1265,-17.620000000000026,0,500,0.0,153,54,16
1266,92.35000000000004,4,500,0.5,24,5,85
1267,-26.81500000000003,0,500,0.0,289,75,11
1268,-19.59500000000001,0,500,0.0,471,94,95
1269,-8.175000000000018,0,500,0.0,74,65,42
1270,-27.555000000000014,0,500,0.0,430,47,88
1271,-22.184999999999963,0,500,0.0,379,107,43
1272,-15.219999999999995,0,500,0.0,49,67,5
1273,-9.029999999999978,0,500,0.0,383,99,92
1274,-14.80499999999999,0,500,0.0,346,85,86
1275,-18.375000000000007,0,500,0.0,306,69,62
1276,-10.214999999999982,0,500,0.0,259,59,73
1277,-21.855,0,500,0.0,328,99,22
1278,-19.259999999999778,0,500,0.0,11,4,6
1279,-14.389999999999844,0,500,0.0,68,31,13
1280,-31.490000000000183,0,500,0.0,162,53,19
1281,13.499999999999993,1,500,0.125,223,84,59
1282,-0.8199999999999892,0,500,0.0,153,87,100
1283,-20.47999999999999,0,500,0.0,209,58,56
1284,18.515000000000057,1,500,0.125,235,61,78
1285,-6.98999999999999,0,500,0.0,138,20,98
1286,-16.39499999999999,0,500,0.0,405,83,111
1287,-11.345000000000004,0,500,0.0,236,19,93
1288,-23.390000000000086,0,500,0.0,7,4,6
1289,-21.429999999999943,0,500,0.0,503,90,80
1290,-12.105000000000029,0,500,0.0,50,5,37
1291,137.5250000000005,6,500,0.75,269,59,49
1292,40.53000000000004,2,500,0.25,298,98,97
1293,-23.41500000000001,0,500,0.0,131,33,5
1294,56.66999999999977,3,500,0.375,390,86,88
1295,-19.70499999999994,0,500,0.0,488,69,91
1296,-16.85,0,500,0.0,210,29,83
1297,-22.985000000000042,0,500,0.0,29,27,39
1298,-21.925000000000033,0,500,0.0,201,9,95
1299,-23.014999999999997,0,500,0.0,330,89,21
1300,-20.100000000000026,0,500,0.0,223,74,20
1301,-12.444999999999963,0,500,0.0,186,3,66
1302,-30.910000000000096,0,500,0.0,32,7,19
1303,-24.225000000000062,0,500,0.0,112,25,22
1304,-24.849999999999927,0,500,0.0,135,56,14
1305,-26.095000000000052,0,500,0.0,80,53,22
1306,-16.1749999999999,0,500,0.0,373,6,84
1307,-25.040000000000067,0,500,0.0,59,39,23
1308,108.22499999999947,5,500,0.625,233,49,40
1309,-21.3699999999999,0,500,0.0,600,103,96
1310,143.24500000000035,6,500,0.75,98,29,31
1311,161.8150000000019,7,500,0.875,125,15,41
1312,-13.509999999999966,0,500,0.0,323,63,64
1313,46.86999999999989,2,500,0.25,108,4,78
1314,-18.65,0,500,0.0,354,20,88
1315,135.53500000000196,6,500,0.75,123,24,66
1316,-21.814999999999944,0,500,0.0,473,108,106
1317,-18.884999999999923,0,500,0.0,85,24,35
1318,-25.50000000000001,0,500,0.0,210,76,41
1319,-19.204999999999785,0,500,0.0,24,2,17
1320,-32.21999999999995,0,500,0.0,238,10,107
1321,-13.259999999999982,0,500,0.0,108,25,44
1322,90.4749999999982,4,500,0.5,32,12,28
1323,-17.63499999999997,0,500,0.0,386,63,86
1324,-16.944999999999897,0,500,0.0,357,15,74
1325,-19.775000000000002,0,500,0.0,416,87,91
1326,-19.019999999999936,0,500,0.0,462,87,86
1327,-2.6399999999999926,0,500,0.0,173,8,71
1328,-22.78500000000006,0,500,0.0,37,13,12
1329,33.31000000000012,2,500,0.25,449,77,76
1330,-17.444999999999954,0,500,0.0,293,13,97
1331,-22.59500000000006,0,500,0.0,126,12,34
1332,-26.705000000000176,0,500,0.0,34,9,19
1333,56.9349999999991,3,500,0.375,437,85,76
1334,-34.66000000000005,0,500,0.0,44,29,43
1335,-12.505000000000019,0,500,0.0,268,7,85
1336,-27.060000000000063,0,500,0.0,63,13,10
1337,-18.689999999999955,0,500,0.0,178,56,52
1338,-13.615000000000027,0,500,0.0,168,21,73
1339,-14.105000000000038,0,500,0.0,203,16,74
1340,-26.230000000000018,0,500,0.0,353,8,72
1341,36.174999999999976,2,500,0.25,228,47,89
1342,-16.755000000000013,0,500,0.0,300,81,66
1343,-21.66999999999985,0,500,0.0,187,20,44
1344,92.18499999999983,4,500,0.5,188,71,42
1345,-32.22499999999992,0,500,0.0,30,50,11
1346,106.70000000000046,5,500,0.625,110,7,50
1347,-18.699999999999932,0,500,0.0,358,62,87
1348,-36.880000000000244,0,500,0.0,26,10,10
1349,-22.649999999999928,0,500,0.0,336,86,90
1350,97.77499999999975,5,500,0.625,130,23,52
1351,-15.464999999999966,0,500,0.0,332,83,75
1352,27.87500000000012,2,500,0.25,137,27,36
1353,-17.960000000000015,0,500,0.0,416,102,95
1354,30.785000000000128,2,500,0.25,280,104,103
1355,-12.974999999999952,0,500,0.0,263,22,99
1356,1.1299999999999737,1,500,0.125,319,103,57
1357,-16.535000000000004,0,500,0.0,135,65,73
1358,-13.059999999999945,0,500,0.0,322,7,75
1359,3.510000000000012,1,500,0.125,196,111,75
1360,80.7349999999989,4,500,0.5,243,28,82
1361,-35.230000000000146,0,500,0.0,107,14,28
1362,15.179999999999948,1,500,0.125,137,34,84
1363,-9.44999999999998,0,500,0.0,296,93,74
1364,-25.445000000000068,0,500,0.0,168,41,39
1365,-33.43499999999998,0,500,0.0,219,29,48
1366,-27.500000000000032,0,500,0.0,168,10,88
1367,78.01499999999912,4,500,0.5,71,26,13
1368,-18.57500000000004,0,500,0.0,148,21,45
1369,-23.27999999999995,0,500,0.0,230,60,60
1370,-26.00500000000004,0,500,0.0,256,58,52
1371,-11.63000000000001,0,500,0.0,242,95,87
1372,-15.289999999999925,0,500,0.0,292,4,117
1373,-12.314999999999971,0,500,0.0,277,8,113
1374,-14.894999999999992,0,500,0.0,190,15,101
1375,33.84500000000001,2,500,0.25,168,79,93
1376,80.47500000000002,4,500,0.5,490,85,95
1377,-17.700000000000045,0,500,0.0,319,74,92
1378,81.90999999999931,4,500,0.5,315,60,89
1379,-36.1200000000002,0,500,0.0,30,4,18
1380,52.350000000000165,3,500,0.375,45,15,43
1381,-22.47499999999997,0,500,0.0,157,18,95
1382,33.01500000000023,2,500,0.25,101,21,87
1383,-12.259999999999986,0,500,0.0,71,35,70
1384,-31.015000000000143,0,500,0.0,43,23,29
1385,58.099999999999916,3,500,0.375,228,42,63
1386,-21.129999999999942,0,500,0.0,326,91,68
1387,-20.514999999999997,0,500,0.0,287,100,65
1388,-8.149999999999991,0,500,0.0,210,87,91
1389,-21.05000000000001,0,500,0.0,244,70,69
1390,-20.410000000000057,0,500,0.0,226,7,83
1391,-19.355000000000008,0,500,0.0,275,44,108
1392,-11.32000000000001,0,500,0.0,293,99,74
1393,-15.70999999999993,0,500,0.0,291,87,15
1394,-26.319999999999826,0,500,0.0,79,12,40
1395,80.86999999999932,4,500,0.5,163,23,79
1396,78.58999999999912,4,500,0.5,509,71,87
1397,32.80000000000008,2,500,0.25,312,64,85
1398,85.18999999999794,4,500,0.5,58,26,17
1399,83.13499999999836,4,500,0.5,107,32,12
1400,-20.02500000000005,0,500,0.0,94,16,33
1401,50.47500000000018,3,500,0.375,99,24,12
1402,2.900000000000093,1,500,0.125,420,60,73
1403,-15.670000000000023,0,500,0.0,174,18,55
1404,6.975000000000033,1,500,0.125,119,13,80
1405,-29.515,0,500,0.0,338,9,80
1406,70.49499999999959,4,500,0.5,307,23,86
1407,-29.449999999999996,0,500,0.0,272,106,30
1408,105.05999999999973,5,500,0.625,228,39,78
1409,-34.32500000000001,0,500,0.0,338,103,18
1410,-31.190000000000005,0,500,0.0,329,82,4
1411,-34.05500000000022,0,500,0.0,38,6,11
1412,-42.76500000000029,0,500,0.0,24,5,13
1413,-29.555000000000096,0,500,0.0,167,23,23
1414,-32.70000000000021,0,500,0.0,97,31,7
1415,83.74499999999911,4,500,0.5,364,45,86
1416,-30.49999999999998,0,500,0.0,375,104,21
1417,-23.195,0,500,0.0,210,13,90
1418,57.90499999999966,3,500,0.375,192,17,105
1419,-37.725000000000264,0,500,0.0,136,31,11
1420,-34.740000000000016,0,500,0.0,313,112,18
1421,-18.2,0,500,0.0,72,74,5
1422,-24.064999999999912,0,500,0.0,85,7,88
1423,-4.944999999999987,0,500,0.0,12,76,11
1424,-28.870000000000022,0,500,0.0,371,28,94
1425,-29.34500000000001,0,500,0.0,136,83,6
1426,-26.534999999999982,0,500,0.0,122,44,14
1427,136.5000000000018,6,500,0.75,301,22,90
1428,22.185000000000024,1,500,0.125,130,104,105
1429,82.00999999999921,4,500,0.5,426,71,103
1430,-15.59499999999996,0,500,0.0,144,89,15
1431,144.94500000000022,6,500,0.75,256,72,86
1432,-20.329999999999973,0,500,0.0,187,49,68
1433,-7.925000000000005,0,500,0.0,360,83,103
1434,-24.055,0,500,0.0,380,65,80
1435,-1.9500000000000037,0,500,0.0,156,82,103
1436,-11.514999999999967,0,500,0.0,266,78,94
1437,-13.604999999999993,0,500,0.0,192,57,93
1438,15.189999999999968,1,500,0.125,236,93,82
1439,-12.795000000000009,0,500,0.0,187,76,55
1440,-9.600000000000005,0,500,0.0,301,94,26
1441,-15.285000000000002,0,500,0.0,328,80,92
1442,-24.94999999999982,0,500,0.0,275,89,6
1443,2.6700000000000723,1,500,0.125,241,105,51
1444,-13.084999999999987,0,500,0.0,53,21,78
1445,-17.064999999999987,0,500,0.0,124,79,21
1446,82.71999999999913,4,500,0.5,188,48,52
1447,-29.225000000000016,0,500,0.0,327,109,30
1448,-12.414999999999903,0,500,0.0,153,21,81
1449,-16.24500000000004,0,500,0.0,183,60,14
1450,-15.769999999999964,0,500,0.0,198,65,17
1451,-26.49999999999994,0,500,0.0,266,46,68
1452,-28.580000000000048,0,500,0.0,286,69,26
1453,-7.914999999999994,0,500,0.0,200,27,81
1454,-19.455000000000044,0,500,0.0,53,17,26
1455,-29.895000000000106,0,500,0.0,35,13,2
1456,-10.109999999999983,0,500,0.0,300,80,86
1457,59.25499999999918,3,500,0.375,103,38,26
1458,-19.019999999999886,0,500,0.0,296,54,29
1459,-21.649999999999935,0,500,0.0,128,16,103
1460,-38.07500000000026,0,500,0.0,65,9,20
1461,1.4049999999999854,1,500,0.125,332,76,76
1462,-13.604999999999983,0,500,0.0,142,57,99
1463,-21.159999999999993,0,500,0.0,267,31,103
1464,-15.999999999999991,0,500,0.0,218,44,94
1465,-15.819999999999945,0,500,0.0,343,32,93
1466,166.46500000000074,7,500,0.875,119,21,46
1467,-21.954999999999888,0,500,0.0,612,92,80
1468,-24.425000000000022,0,500,0.0,263,9,89
1469,-11.745000000000012,0,500,0.0,291,65,86
1470,-16.404999999999983,0,500,0.0,384,67,83
1471,-41.17000000000021,0,500,0.0,66,37,5
1472,-18.275000000000027,0,500,0.0,207,69,23
1473,31.81000000000009,2,500,0.25,400,90,90
1474,-25.58000000000007,0,500,0.0,104,40,14
1475,-11.969999999999988,0,500,0.0,171,63,38
1476,-20.704999999999913,0,500,0.0,235,42,24
1477,37.85500000000003,2,500,0.25,340,83,84
1478,-17.60500000000002,0,500,0.0,285,97,89
1479,15.704999999999982,1,500,0.125,292,73,64
1480,138.34500000000182,6,500,0.75,34,22,11
1481,-26.750000000000043,0,500,0.0,292,30,85
1482,141.0850000000009,6,500,0.75,265,91,37
1483,-8.064999999999968,0,500,0.0,300,99,92
1484,-29.57,0,500,0.0,224,80,5
1485,-22.789999999999893,0,500,0.0,253,118,8
1486,-0.684999999999977,0,500,0.0,119,110,86
1487,-26.330000000000013,0,500,0.0,304,110,45
1488,0.4300000000000016,0,500,0.0,57,91,92
1489,-15.380000000000027,0,500,0.0,312,96,94
1490,-25.209999999999884,0,500,0.0,530,98,69
1491,-18.57499999999993,0,500,0.0,462,73,90
1492,-22.58999999999995,0,500,0.0,536,81,91
1493,11.800000000000006,1,500,0.125,364,109,85
1494,-16.714999999999993,0,500,0.0,303,84,93
1495,-12.504999999999995,0,500,0.0,425,85,89
1496,-22.68999999999998,0,500,0.0,393,103,94
1497,-18.78,0,500,0.0,296,99,37
1498,-25.89500000000011,0,500,0.0,224,57,51
1499,12.205000000000027,1,500,0.125,241,69,43
1500,-14.235000000000001,0,500,0.0,440,87,75
1501,-15.609999999999966,0,500,0.0,427,95,98
1502,-11.470000000000022,0,500,0.0,163,70,30
1503,-10.86499999999998,0,500,0.0,289,66,76
1504,-16.824999999999932,0,500,0.0,293,106,26
1505,-8.474999999999996,0,500,0.0,235,87,84
1506,-23.43999999999988,0,500,0.0,528,107,69
1507,-16.950000000000056,0,500,0.0,206,67,67
1508,-12.209999999999965,0,500,0.0,371,100,30
1509,18.630000000000003,1,500,0.125,208,94,70
1510,-15.37499999999997,0,500,0.0,445,101,111
1511,-13.694999999999872,0,500,0.0,228,93,25
1512,-15.470000000000002,0,500,0.0,327,87,83
1513,11.145000000000044,1,500,0.125,321,87,28
1514,-6.714999999999991,0,500,0.0,366,74,84
1515,-10.534999999999998,0,500,0.0,291,98,76
1516,-16.924999999999955,0,500,0.0,428,95,70
1517,112.02499999999861,5,500,0.625,270,79,36
1518,-11.484999999999937,0,500,0.0,251,112,22
1519,-17.38499999999992,0,500,0.0,349,96,42
1520,-13.614999999999961,0,500,0.0,246,100,7
1521,139.3700000000021,6,500,0.75,256,34,56
1522,-34.35000000000016,0,500,0.0,36,6,13
1523,-14.110000000000001,0,500,0.0,327,98,31
1524,116.61999999999897,5,500,0.625,140,42,19
1525,-27.870000000000033,0,500,0.0,300,100,27
1526,-13.44000000000003,0,500,0.0,256,91,79
1527,112.76999999999911,5,500,0.625,227,27,74
1528,-25.944999999999972,0,500,0.0,448,96,51
1529,-28.17500000000003,0,500,0.0,226,80,4
1530,-32.610000000000134,0,500,0.0,227,81,10
1531,-33.340000000000025,0,500,0.0,300,101,9
1532,-20.56499999999999,0,500,0.0,297,115,57
1533,-17.1749999999999,0,500,0.0,268,100,21
1534,-21.705000000000023,0,500,0.0,447,80,65
1535,-6.550000000000012,1,500,0.125,267,59,39
1536,-19.534999999999947,0,500,0.0,373,104,75
1537,-19.809999999999963,0,500,0.0,412,95,88
1538,-26.765000000000054,0,500,0.0,194,59,22
1539,-14.644999999999941,0,500,0.0,301,94,18
1540,-13.400000000000016,0,500,0.0,336,95,54
1541,-28.560000000000013,0,500,0.0,339,83,13
1542,55.20000000000006,3,500,0.375,183,58,21
1543,0.6400000000001296,1,500,0.125,400,91,34
1544,-12.000000000000027,0,500,0.0,202,52,37
1545,52.78000000000013,3,500,0.375,282,61,46
1546,77.20499999999922,4,500,0.5,411,59,80
1547,3.590000000000033,1,500,0.125,206,51,27
1548,-10.104999999999952,0,500,0.0,286,72,12
1549,-14.834999999999942,0,500,0.0,303,98,11
1550,38.85500000000002,2,500,0.25,375,90,104
1551,-10.2,0,500,0.0,296,89,85
1552,56.32999999999875,3,500,0.375,555,71,72
1553,29.559999999999985,2,500,0.25,460,100,84
1554,-13.544999999999984,0,500,0.0,367,94,98
1555,-7.53499999999998,0,500,0.0,191,92,66
1556,-9.614999999999998,0,500,0.0,296,103,62
1557,13.959999999999976,1,500,0.125,190,75,51
1558,84.63999999999852,4,500,0.5,211,58,57
1559,-13.394999999999973,0,500,0.0,297,93,97
1560,-4.139999999999997,0,500,0.0,228,96,92
1561,-14.255000000000013,0,500,0.0,40,9,66
1562,-10.725000000000021,0,500,0.0,324,93,96
1563,56.48500000000009,3,500,0.375,209,56,82
1564,18.014999999999898,1,500,0.125,103,60,34
1565,56.69000000000007,3,500,0.375,149,72,49
1566,-11.040000000000003,0,500,0.0,182,43,72
1567,-11.319999999999974,0,500,0.0,258,107,64
1568,-14.780000000000005,0,500,0.0,102,53,39
1569,1.879999999999976,1,500,0.125,127,94,51
1570,-14.625000000000002,0,500,0.0,215,81,84
1571,46.815000000000005,3,500,0.375,47,12,8
1572,-18.999999999999947,0,500,0.0,72,9,87
1573,-18.89999999999994,0,500,0.0,396,95,91
1574,86.06499999999818,4,500,0.5,77,26,37
1575,-2.809999999999957,1,500,0.125,513,64,98
1576,-24.920000000000012,0,500,0.0,326,74,59
1577,167.7700000000009,7,500,0.875,163,54,34
1578,-24.48,0,500,0.0,154,31,76
1579,73.89999999999971,4,500,0.5,12,24,14
1580,58.93500000000002,3,500,0.375,154,80,76
1581,-25.115000000000016,0,500,0.0,167,98,31
1582,-28.670000000000034,0,500,0.0,111,21,92
1583,111.14999999999922,5,500,0.625,175,59,62
1584,113.12499999999831,5,500,0.625,58,30,31
1585,-26.860000000000035,0,500,0.0,300,94,15
1586,167.71000000000257,7,500,0.875,29,25,12
1587,-20.069999999999904,0,500,0.0,582,85,87
1588,78.0749999999999,4,500,0.5,208,74,57
1589,-19.445,0,500,0.0,226,60,115
1590,112.07499999999882,5,500,0.625,191,13,77
1591,73.91499999999877,4,500,0.5,343,27,88
1592,-24.27500000000001,0,500,0.0,255,38,62
1593,-33.44000000000018,0,500,0.0,69,28,12
1594,106.81499999999848,5,500,0.625,313,16,88
1595,-25.28500000000002,0,500,0.0,212,45,39
1596,-14.555000000000028,0,500,0.0,250,72,85
1597,-30.13999999999983,0,500,0.0,603,99,117
1598,-23.305000000000064,0,500,0.0,91,29,51
1599,-25.395000000000035,0,500,0.0,323,93,26
1600,-35.235000000000156,0,500,0.0,141,35,28
1601,-21.76500000000009,0,500,0.0,248,48,46
1602,10.944999999999984,1,500,0.125,414,91,84
1603,-17.004999999999974,0,500,0.0,362,60,96
1604,-12.739999999999993,0,500,0.0,192,82,66
1605,107.29999999999926,5,500,0.625,224,58,70
1606,-26.800000000000107,0,500,0.0,95,62,53
1607,-1.9949999999999937,0,500,0.0,220,84,95
1608,82.49999999999969,4,500,0.5,87,55,50
1609,-25.495000000000015,0,500,0.0,296,50,112
1610,-25.915000000000003,0,500,0.0,341,59,88
1611,-15.289999999999992,0,500,0.0,345,92,99
1612,86.28999999999995,4,500,0.5,134,45,82
1613,-12.19,0,500,0.0,51,106,57
1614,-14.105000000000013,0,500,0.0,159,107,63
1615,-25.92000000000005,0,500,0.0,362,27,79
1616,-17.740000000000002,0,500,0.0,51,105,30
1617,86.05499999999844,4,500,0.5,94,18,63
1618,54.77500000000028,3,500,0.375,28,18,8
1619,-19.189999999999973,0,500,0.0,58,106,15
1620,-19.02500000000002,0,500,0.0,288,56,101
1621,-13.704999999999977,0,500,0.0,300,93,61
1622,-13.284999999999998,0,500,0.0,194,104,34
1623,45.71500000000001,3,500,0.375,137,54,18
1624,-13.225000000000003,0,500,0.0,118,103,91
1625,-19.679999999999907,0,500,0.0,65,11,99
1626,31.070000000000228,2,500,0.25,83,48,29
1627,-35.93000000000021,0,500,0.0,35,10,13
1628,-24.860000000000074,0,500,0.0,217,72,5
1629,91.59500000000011,4,500,0.5,192,72,59
1630,-23.505,0,500,0.0,83,33,5
1631,-22.07000000000002,0,500,0.0,333,92,55
1632,-23.634999999999952,0,500,0.0,353,93,44
1633,54.294999999999966,3,500,0.375,199,26,68
1634,115.20999999999971,5,500,0.625,328,101,99
1635,10.180000000000001,1,500,0.125,343,82,81
1636,-37.94500000000001,0,500,0.0,330,14,93
1637,131.83000000000038,6,500,0.75,289,34,62
1638,-30.124999999999947,0,500,0.0,200,14,92
1639,-11.234999999999996,0,500,0.0,327,120,97
1640,172.83999999999912,7,500,0.875,47,48,16
1641,31.625000000000018,1,500,0.125,157,83,82
1642,-10.709999999999997,0,500,0.0,328,94,96
1643,-16.785000000000007,0,500,0.0,430,90,85
1644,-19.504999999999928,0,500,0.0,509,81,87
1645,116.13999999999949,5,500,0.625,321,72,78
1646,-29.355000000000047,0,500,0.0,339,88,38
1647,-5.294999999999987,0,500,0.0,165,81,88
1648,96.85499999999993,4,500,0.5,62,92,18
1649,-20.939999999999948,0,500,0.0,431,93,92
1650,-5.015000000000005,0,500,0.0,311,89,51
1651,-32.720000000000006,0,500,0.0,323,80,11
1652,-18.950000000000014,0,500,0.0,145,28,94
1653,117.409999999999,5,500,0.625,93,47,39
1654,-15.344999999999894,0,500,0.0,132,31,36
1655,-19.49499999999999,0,500,0.0,202,38,72
1656,114.35499999999799,5,500,0.625,70,34,9
1657,-31.805000000000145,0,500,0.0,173,18,62
1658,-29.834999999999987,0,500,0.0,278,79,5
