episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2
560,-0.5450000000000006,0,500,0.0,41,57,14
561,-29.865000000000148,0,500,0.0,9,30,37
562,-26.029999999999973,0,500,0.0,356,83,89
563,4.0650000000000155,0,500,0.0,31,104,93
564,-7.609999999999972,0,500,0.0,33,89,79
565,-31.714999999999844,0,500,0.0,358,80,116
566,-12.584999999999804,0,500,0.0,72,9,24
567,-17.109999999999996,0,500,0.0,216,52,80
568,-14.270000000000023,0,500,0.0,287,104,104
569,-17.540000000000042,0,500,0.0,54,28,31
570,-24.389999999999944,0,500,0.0,161,79,104
571,-18.705000000000005,0,500,0.0,75,89,19
572,-12.679999999999989,0,500,0.0,313,94,83
573,-22.529999999999937,0,500,0.0,27,76,27
574,-11.979999999999999,0,500,0.0,194,72,77
575,-18.044999999999956,0,500,0.0,21,80,33
576,-12.195000000000006,0,500,0.0,41,106,82
577,-22.435000000000056,0,500,0.0,57,13,62
578,-8.21000000000001,0,500,0.0,23,19,15
579,-14.029999999999953,0,500,0.0,5,14,4
580,-26.549999999999915,0,500,0.0,14,77,7
581,-19.37500000000001,0,500,0.0,2,30,9
582,-24.280000000000072,0,500,0.0,5,7,3
583,-17.95999999999993,0,500,0.0,16,88,29
584,-13.859999999999992,0,500,0.0,6,24,21
585,-6.359999999999972,0,500,0.0,113,20,89
586,-3.8700000000000063,0,500,0.0,10,22,12
587,-3.8549999999999964,0,500,0.0,53,11,83
588,-9.624999999999972,0,500,0.0,173,7,92
589,-13.239999999999897,0,500,0.0,52,24,17
590,-5.299999999999981,0,500,0.0,232,105,104
591,-10.565000000000031,0,500,0.0,5,5,61
592,-11.125000000000014,0,500,0.0,119,47,60
593,-6.309999999999997,0,500,0.0,34,29,50
594,5.515000000000055,0,500,0.0,149,78,77
595,-1.2449999999999875,0,500,0.0,163,80,64
596,-7.13000000000003,0,500,0.0,250,84,69
597,-10.490000000000007,0,500,0.0,141,60,10
598,-7.924999999999999,0,500,0.0,111,80,59
599,-16.094999999999942,0,500,0.0,405,81,71
600,-13.279999999999973,0,500,0.0,106,20,19
601,-12.725000000000048,0,500,0.0,25,22,16
602,-17.200000000000003,0,500,0.0,138,24,103
603,-3.039999999999998,0,500,0.0,38,77,29
604,-2.2849999999999957,0,500,0.0,16,5,93
605,0.0449999999999995,0,500,0.0,44,101,86
606,6.520000000000011,0,500,0.0,121,79,96
607,3.624999999999986,0,500,0.0,179,92,97
608,-16.794999999999998,0,500,0.0,161,98,20
609,-17.054999999999946,0,500,0.0,568,97,87
610,-6.270000000000006,0,500,0.0,197,24,79
611,-17.805000000000085,0,500,0.0,23,18,16
612,-11.774999999999974,0,500,0.0,244,95,31
613,-4.6449999999999925,0,500,0.0,151,60,94
614,-13.170000000000071,0,500,0.0,30,17,27
615,-18.05999999999994,0,500,0.0,532,91,102
616,-3.679999999999998,0,500,0.0,96,68,67
617,-4.970000000000014,0,500,0.0,150,94,17
618,-6.2,0,500,0.0,164,60,52
619,-6.540000000000001,0,500,0.0,11,80,10
620,-9.67999999999992,0,500,0.0,27,33,18
621,-18.624999999999805,0,500,0.0,2,4,8
622,-3.3100000000000036,0,500,0.0,68,53,30
623,-18.729999999999794,0,500,0.0,8,4,8
624,-17.68000000000001,0,500,0.0,132,75,9
625,-4.659999999999999,0,500,0.0,49,68,41
626,-15.36999999999998,0,500,0.0,35,90,23
627,-13.65499999999994,0,500,0.0,14,18,47
628,-8.194999999999988,0,500,0.0,82,98,45
629,-13.41000000000003,0,500,0.0,117,50,102
630,2.155000000000004,0,500,0.0,69,94,69
631,-4.7850000000000055,0,500,0.0,215,49,91
632,-24.550000000000075,0,500,0.0,16,28,25
633,4.625000000000032,0,500,0.0,58,82,24
634,5.9450000000000305,0,500,0.0,59,88,48
635,-18.48499999999994,0,500,0.0,23,12,34
636,-17.519999999999857,0,500,0.0,13,4,12
637,-1.8949999999999947,0,500,0.0,192,88,91
638,-16.615000000000027,0,500,0.0,197,18,64
639,-10.694999999999991,0,500,0.0,38,98,16
640,-12.849999999999941,0,500,0.0,176,35,69
641,-19.494999999999994,0,500,0.0,274,60,110
642,-7.044999999999988,0,500,0.0,84,65,21
643,-13.879999999999992,0,500,0.0,259,70,73
644,13.849999999999975,1,500,0.125,216,16,95
645,44.54000000000007,2,500,0.25,89,19,79
646,-7.309999999999986,0,500,0.0,13,8,25
647,-7.065000000000008,0,500,0.0,97,4,95
648,-12.899999999999983,0,500,0.0,125,11,63
649,-4.935000000000006,0,500,0.0,15,5,59
650,-8.460000000000015,0,500,0.0,204,32,75
651,-2.649999999999996,0,500,0.0,53,61,42
652,-14.344999999999953,0,500,0.0,243,32,56
653,-2.229999999999979,0,500,0.0,126,9,88
654,-11.26000000000002,0,500,0.0,17,86,14
655,40.60999999999998,2,500,0.25,116,43,44
656,-7.0099999999999865,0,500,0.0,138,23,60
657,-4.929999999999998,0,500,0.0,38,82,6
658,-3.774999999999986,0,500,0.0,196,56,102
659,-5.5099999999999945,0,500,0.0,156,29,79
660,-15.8249999999999,0,500,0.0,347,8,90
661,135.23000000000144,6,500,0.75,183,5,59
662,-8.419999999999982,0,500,0.0,152,15,51
663,-16.889999999999997,0,500,0.0,87,13,66
664,168.9100000000012,7,500,0.875,182,38,69
665,-7.195000000000011,0,500,0.0,47,7,20
666,-7.305,0,500,0.0,133,11,78
667,-17.19999999999999,0,500,0.0,69,21,13
668,-15.200000000000003,0,500,0.0,91,97,30
669,-13.464999999999971,0,500,0.0,420,93,74
670,-8.135000000000016,0,500,0.0,161,101,35
671,-8.140000000000011,0,500,0.0,64,98,13
672,-11.71500000000001,0,500,0.0,250,76,72
673,10.530000000000001,1,500,0.125,83,94,98
674,-9.320000000000002,0,500,0.0,83,12,39
675,-11.734999999999932,0,500,0.0,45,13,21
676,-17.50499999999995,0,500,0.0,368,58,55
677,-11.43500000000002,0,500,0.0,16,6,50
678,-19.089999999999975,0,500,0.0,399,59,85
679,-10.214999999999996,0,500,0.0,122,12,64
680,-8.12499999999997,0,500,0.0,108,12,69
681,-14.454999999999977,0,500,0.0,146,62,33
682,-4.244999999999931,0,500,0.0,7,24,9
683,-5.974999999999998,0,500,0.0,179,99,68
684,-22.25499999999988,0,500,0.0,529,85,84
685,4.195,0,500,0.0,41,66,16
686,-6.57999999999996,0,500,0.0,135,40,21
687,-8.289999999999985,0,500,0.0,88,92,3
688,-2.9549999999999987,0,500,0.0,153,106,87
689,-8.615000000000002,0,500,0.0,189,57,26
690,-3.4549999999999903,0,500,0.0,75,23,91
691,-15.245000000000022,0,500,0.0,177,46,60
692,-11.719999999999995,0,500,0.0,23,65,23
693,-4.955000000000013,0,500,0.0,71,5,81
694,-21.319999999999926,0,500,0.0,426,81,89
695,-12.239999999999965,0,500,0.0,206,46,95
696,-10.289999999999974,0,500,0.0,220,20,88
697,-35.55500000000019,0,500,0.0,7,30,12
698,-17.815000000000023,0,500,0.0,21,9,36
699,0.7350000000000072,0,500,0.0,40,98,76
700,1.5699999999999694,0,500,0.0,79,97,88
701,-2.5449999999999964,0,500,0.0,97,64,102
702,-4.799999999999996,0,500,0.0,64,106,51
703,-5.165000000000009,0,500,0.0,123,4,99
704,-10.650000000000011,0,500,0.0,160,67,54
705,-5.755000000000003,0,500,0.0,46,9,98
706,-18.865000000000027,0,500,0.0,66,7,34
707,-14.765000000000043,0,500,0.0,41,7,33
708,-16.900000000000073,0,500,0.0,3,6,16
709,0.9700000000000013,0,500,0.0,102,88,97
710,-11.689999999999971,0,500,0.0,111,41,51
711,-29.120000000000005,0,500,0.0,157,15,80
712,-9.884999999999977,0,500,0.0,155,40,54
713,-1.255000000000002,0,500,0.0,16,5,58
714,-5.470000000000017,0,500,0.0,86,7,72
715,-11.234999999999996,0,500,0.0,123,9,82
716,-6.465000000000002,0,500,0.0,169,36,69
717,-12.259999999999934,0,500,0.0,353,100,47
718,-11.534999999999952,0,500,0.0,256,81,42
719,-6.564999999999996,0,500,0.0,206,55,35
720,-9.794999999999987,0,500,0.0,303,92,13
721,-10.924999999999981,0,500,0.0,121,23,17
722,-9.520000000000008,0,500,0.0,254,90,56
723,-11.969999999999978,0,500,0.0,261,76,18
724,-12.129999999999985,0,500,0.0,107,46,21
725,-29.380000000000056,0,500,0.0,135,13,60
726,-9.450000000000015,0,500,0.0,95,82,89
727,-17.139999999999922,0,500,0.0,329,105,47
728,-19.849999999999927,0,500,0.0,244,84,66
729,-21.684999999999874,0,500,0.0,296,85,32
730,-13.22499999999996,0,500,0.0,147,51,14
731,-13.224999999999955,0,500,0.0,274,107,45
732,-20.15500000000006,0,500,0.0,91,26,5
733,-24.304999999999854,0,500,0.0,167,81,27
734,-19.52999999999994,0,500,0.0,400,86,93
735,-9.784999999999973,0,500,0.0,173,62,47
736,-33.365000000000045,0,500,0.0,304,87,16
737,-19.59999999999981,0,500,0.0,33,10,14
738,-17.28999999999982,0,500,0.0,40,7,17
739,3.4900000000000153,0,500,0.0,21,17,90
740,-3.0900000000000047,0,500,0.0,208,97,75
741,-14.250000000000036,0,500,0.0,25,12,22
742,-0.859999999999998,0,500,0.0,35,43,98
743,-13.534999999999986,0,500,0.0,32,8,51
744,-13.520000000000003,0,500,0.0,105,7,86
745,0.8749999999999988,0,500,0.0,89,57,82
746,-0.9050000000000041,0,500,0.0,33,43,63
747,-12.270000000000028,0,500,0.0,170,30,48
748,-19.559999999999953,0,500,0.0,455,83,71
749,-14.41999999999996,0,500,0.0,261,64,41
750,-22.304999999999918,0,500,0.0,464,88,72
751,-2.500000000000049,1,500,0.125,297,5,81
752,-12.205000000000023,0,500,0.0,159,6,60
753,-20.330000000000066,0,500,0.0,37,11,4
754,-10.08000000000001,0,500,0.0,51,20,45
755,-11.484999999999987,0,500,0.0,13,5,6
756,-13.869999999999965,0,500,0.0,270,10,114
757,-12.629999999999947,0,500,0.0,255,6,75
758,-18.289999999999964,0,500,0.0,318,65,56
759,-33.285000000000146,0,500,0.0,43,33,2
760,-15.024999999999984,0,500,0.0,278,82,31
761,-5.30000000000001,0,500,0.0,13,7,2
762,-26.339999999999915,0,500,0.0,369,75,73
763,-16.844999999999974,0,500,0.0,257,93,10
764,-16.255000000000003,0,500,0.0,189,38,20
765,-13.734999999999976,0,500,0.0,297,68,16
766,-14.084999999999948,0,500,0.0,238,47,57
767,-5.504999999999995,0,500,0.0,95,24,92
768,-25.43999999999994,0,500,0.0,201,65,10
769,-12.40999999999991,0,500,0.0,384,37,64
770,-13.40000000000002,0,500,0.0,393,84,88
771,-13.774999999999991,0,500,0.0,185,46,41
772,-19.02500000000002,0,500,0.0,294,94,89
773,-10.554999999999966,0,500,0.0,355,93,47
774,-12.595000000000027,0,500,0.0,47,19,27
775,-15.315000000000028,0,500,0.0,295,101,86
776,-11.759999999999957,0,500,0.0,250,87,20
777,-6.729999999999957,0,500,0.0,297,71,79
778,-33.984999999999985,0,500,0.0,245,98,25
779,-14.459999999999997,0,500,0.0,280,44,80
780,0.36000000000001736,1,500,0.125,355,90,91
781,-17.339999999999996,0,500,0.0,348,87,92
782,-3.409999999999995,0,500,0.0,176,101,71
783,82.73499999999956,4,500,0.5,155,87,27
784,-8.264999999999999,0,500,0.0,221,85,23
785,-13.674999999999958,0,500,0.0,213,86,3
786,-17.844999999999946,0,500,0.0,433,96,84
787,-0.039999999999998426,0,500,0.0,63,79,56
788,3.975000000000029,0,500,0.0,6,79,8
789,-21.105000000000054,0,500,0.0,212,68,23
790,-1.6799999999999775,0,500,0.0,169,98,100
791,-9.350000000000005,0,500,0.0,144,47,14
792,-7.675000000000004,0,500,0.0,217,91,11
793,-2.9049999999999856,0,500,0.0,134,93,12
794,7.805000000000043,1,500,0.125,426,96,103
795,-17.77000000000001,0,500,0.0,224,113,80
796,7.400000000000019,0,500,0.0,31,79,67
797,121.54500000000006,5,500,0.625,285,94,71
798,-10.580000000000025,0,500,0.0,139,76,55
799,-8.334999999999987,0,500,0.0,27,11,36
800,-25.29500000000005,0,500,0.0,337,86,11
801,-18.01999999999997,0,500,0.0,169,67,16
802,-19.709999999999926,0,500,0.0,420,76,84
803,118.69999999999963,5,500,0.625,86,105,11
804,-24.10499999999994,0,500,0.0,101,48,11
805,89.62499999999851,4,500,0.5,61,52,27
806,-6.165,0,500,0.0,73,5,85
807,-7.455000000000008,0,500,0.0,118,20,100
808,-18.8849999999999,0,500,0.0,214,11,68
809,1.0749999999999975,0,500,0.0,53,31,92
810,-15.66499999999998,0,500,0.0,335,40,63
811,-12.685000000000025,0,500,0.0,81,17,37
812,-14.219999999999944,0,500,0.0,320,57,76
813,-18.344999999999953,0,500,0.0,520,98,95
814,28.87000000000014,2,500,0.25,330,107,39
815,-19.834999999999766,0,500,0.0,10,4,5
816,139.05999999999878,6,500,0.75,44,23,22
817,-23.169999999999742,0,500,0.0,127,32,29
818,-18.079999999999952,0,500,0.0,94,25,47
819,138.50000000000017,6,500,0.75,317,12,84
820,-21.354999999999947,0,500,0.0,255,64,55
821,-9.604999999999999,0,500,0.0,144,71,28
822,-41.7300000000003,0,500,0.0,13,5,8
823,-12.519999999999971,0,500,0.0,215,89,52
824,-21.12999999999999,0,500,0.0,253,86,45
825,-6.814999999999996,0,500,0.0,86,67,12
826,-6.3399999999999865,0,500,0.0,14,91,8
827,-18.970000000000045,0,500,0.0,278,72,16
828,-15.584999999999914,0,500,0.0,306,85,8
829,-8.779999999999994,0,500,0.0,56,94,5
830,-13.044999999999938,0,500,0.0,380,84,39
831,-20.509999999999877,0,500,0.0,388,17,95
832,-24.74500000000011,0,500,0.0,49,12,23
833,-9.719999999999994,0,500,0.0,75,8,111
834,-1.0300000000000156,0,500,0.0,128,54,69
835,87.44999999999965,4,500,0.5,187,37,31
836,-14.204999999999929,0,500,0.0,199,67,9
837,-10.955000000000009,0,500,0.0,140,58,55
838,-5.999999999999995,0,500,0.0,163,81,90
839,-16.37499999999996,0,500,0.0,337,65,80
840,-7.359999999999985,0,500,0.0,271,64,88
841,-17.250000000000032,0,500,0.0,48,19,32
842,-29.91499999999995,0,500,0.0,263,19,91
843,-6.220000000000011,0,500,0.0,77,53,88
844,-13.485000000000005,0,500,0.0,107,106,16
845,-9.079999999999993,0,500,0.0,187,79,75
846,62.51999999999832,3,500,0.375,49,25,14
847,95.42499999999995,4,500,0.5,7,78,14
848,-14.374999999999991,0,500,0.0,277,63,89
849,-10.73499999999997,0,500,0.0,332,26,78
850,-40.78500000000029,0,500,0.0,77,8,24
851,-4.849999999999983,0,500,0.0,228,102,83
852,-41.04000000000022,0,500,0.0,68,7,18
853,14.615000000000007,1,500,0.125,135,75,71
854,156.050000000001,7,500,0.875,581,74,69
855,110.05999999999878,5,500,0.625,272,27,75
856,-28.245000000000033,0,500,0.0,353,29,89
857,136.67500000000027,6,500,0.75,108,16,36
858,0.7249999999999746,1,500,0.125,153,107,32
859,9.489999999999982,1,500,0.125,156,13,59
860,162.09500000000077,7,500,0.875,206,26,64
861,-10.499999999999979,0,500,0.0,286,92,42
862,-13.004999999999942,0,500,0.0,34,24,15
863,-15.134999999999993,0,500,0.0,100,18,84
864,-6.284999999999993,0,500,0.0,72,15,108
865,29.16499999999994,2,500,0.25,96,29,18
866,8.265000000000011,1,500,0.125,77,21,83
867,-8.115000000000002,0,500,0.0,201,80,71
868,-31.62000000000019,0,500,0.0,90,16,21
869,14.44999999999997,1,500,0.125,111,27,45
870,88.6649999999998,4,500,0.5,361,94,93
871,92.43999999999974,5,500,0.625,86,29,26
872,72.61499999999995,3,500,0.375,73,91,58
873,-12.00000000000001,0,500,0.0,154,96,36
874,144.05000000000035,6,500,0.75,263,46,96
875,-17.25000000000008,0,500,0.0,41,21,67
876,-26.055000000000057,0,500,0.0,41,17,11
877,-20.56999999999979,0,500,0.0,54,14,15
878,-24.634999999999927,0,500,0.0,149,59,6
879,-0.19499999999998824,1,500,0.125,193,73,9
880,13.585,1,500,0.125,125,66,25
881,144.6700000000003,6,500,0.75,217,66,114
882,119.025,5,500,0.625,74,65,103
883,-14.274999999999983,0,500,0.0,284,97,105
884,106.18499999999939,5,500,0.625,270,13,63
885,85.60499999999905,4,500,0.5,284,110,44
886,-0.7699999999999876,0,500,0.0,215,108,100
887,82.12499999999926,4,500,0.5,230,19,107
888,83.18499999999875,4,500,0.5,365,45,79
889,-17.620000000000076,0,500,0.0,93,48,16
890,-5.5950000000000255,1,500,0.125,323,19,82
891,-21.720000000000034,0,500,0.0,324,76,48
892,-20.144999999999918,0,500,0.0,296,56,71
893,17.325000000000014,1,500,0.125,282,104,94
894,80.91499999999903,4,500,0.5,300,37,75
895,-23.42999999999999,0,500,0.0,257,51,81
896,19.784999999999997,2,500,0.25,98,81,15
897,-30.615000000000087,0,500,0.0,81,19,11
898,-15.559999999999947,0,500,0.0,386,55,61
899,-18.044999999999934,0,500,0.0,482,95,90
900,-0.26999999999998064,0,500,0.0,34,97,21
901,-12.540000000000012,0,500,0.0,335,86,56
902,-7.974999999999992,0,500,0.0,305,92,95
903,-7.379999999999991,0,500,0.0,322,59,91
904,-40.825000000000216,0,500,0.0,127,28,21
905,-13.464999999999996,0,500,0.0,23,18,75
906,-13.979999999999926,0,500,0.0,347,42,96
907,-16.094999999999917,0,500,0.0,319,110,41
908,-6.734999999999992,0,500,0.0,258,77,54
909,-28.16499999999998,0,500,0.0,394,99,43
910,69.2649999999999,3,500,0.375,195,46,70
911,-37.2150000000002,0,500,0.0,160,51,11
912,-14.289999999999974,0,500,0.0,340,109,88
913,-27.89000000000009,0,500,0.0,343,88,36
914,15.145000000000026,1,500,0.125,317,67,95
915,-5.7049999999999965,0,500,0.0,162,54,56
916,-14.88,0,500,0.0,200,106,28
917,-17.35499999999994,0,500,0.0,497,96,84
918,-19.47000000000003,0,500,0.0,306,101,112
919,-9.055,0,500,0.0,186,82,69
920,-3.7349999999999994,0,500,0.0,170,79,23
921,-20.044999999999984,0,500,0.0,309,107,69
922,10.039999999999967,0,500,0.0,42,99,106
923,-26.14999999999979,0,500,0.0,352,89,2
924,-26.80999999999981,0,500,0.0,320,102,5
925,-26.154999999999916,0,500,0.0,510,84,86
926,-18.214999999999954,0,500,0.0,256,61,69
927,-27.985000000000035,0,500,0.0,241,118,14
928,-26.684999999999924,0,500,0.0,234,99,6
929,-34.05000000000002,0,500,0.0,239,76,4
930,-8.164999999999974,0,500,0.0,266,106,94
931,-30.05499999999994,0,500,0.0,200,99,10
932,-17.274999999999988,0,500,0.0,175,10,77
933,6.550000000000064,0,500,0.0,167,89,83
934,-20.739999999999913,0,500,0.0,459,92,48
935,-13.314999999999994,0,500,0.0,241,46,74
936,-23.119999999999926,0,500,0.0,484,92,65
937,82.42999999999982,4,500,0.5,148,28,96
938,-7.7349999999999905,0,500,0.0,134,116,26
939,-22.77000000000005,0,500,0.0,303,48,74
940,-6.219999999999975,0,500,0.0,118,76,95
941,-6.95499999999999,0,500,0.0,11,54,6
942,-19.490000000000023,0,500,0.0,304,49,70
943,-23.125000000000004,0,500,0.0,205,38,66
944,-20.119999999999933,0,500,0.0,81,15,77
945,-14.21500000000001,0,500,0.0,330,62,78
946,-5.114999999999987,0,500,0.0,294,84,88
947,-10.770000000000005,0,500,0.0,198,76,50
948,-2.1750000000000056,0,500,0.0,22,26,54
949,-30.50500000000001,0,500,0.0,288,8,98
950,0.30500000000000327,0,500,0.0,107,93,92
951,11.599999999999957,0,500,0.0,44,88,80
952,-19.505000000000088,0,500,0.0,16,7,4
953,-31.410000000000096,0,500,0.0,77,30,2
954,-9.569999999999997,0,500,0.0,150,53,90
955,-20.39500000000002,0,500,0.0,192,9,75
956,-22.02000000000001,0,500,0.0,233,44,68
957,-22.504999999999868,0,500,0.0,282,34,74
958,-19.829999999999888,0,500,0.0,261,55,59
959,-19.87500000000001,0,500,0.0,157,30,63
960,-10.509999999999978,0,500,0.0,218,11,84
961,-18.765000000000022,0,500,0.0,101,10,52
962,-28.93500000000009,0,500,0.0,4,12,19
963,-14.405,0,500,0.0,191,72,83
964,-16.710000000000054,0,500,0.0,3,8,10
965,-14.620000000000017,0,500,0.0,150,57,58
966,-8.569999999999958,0,500,0.0,113,21,50
967,-20.16500000000001,0,500,0.0,162,5,65
968,-19.164999999999946,0,500,0.0,424,79,72
969,-10.95500000000001,0,500,0.0,1,58,14
970,-12.414999999999987,0,500,0.0,4,70,4
971,-19.085000000000004,0,500,0.0,92,26,24
972,-0.5700000000000173,0,500,0.0,241,46,82
973,-24.56000000000005,0,500,0.0,75,28,19
974,-24.07000000000005,0,500,0.0,88,32,21
975,-24.484999999999975,0,500,0.0,292,83,43
976,-17.39999999999992,0,500,0.0,10,5,26
977,-19.76999999999989,0,500,0.0,315,115,10
978,-10.190000000000026,0,500,0.0,73,91,37
979,-6.174999999999977,0,500,0.0,193,99,107
980,-10.554999999999957,0,500,0.0,22,7,26
981,4.444999999999994,0,500,0.0,27,91,19
982,-9.375000000000004,0,500,0.0,105,93,88
983,-8.380000000000015,0,500,0.0,216,25,84
984,-30.005000000000116,0,500,0.0,13,13,7
985,135.3350000000014,6,500,0.75,289,23,109
986,-6.440000000000007,0,500,0.0,121,83,60
987,-29.229999999999958,0,500,0.0,105,45,21
988,105.21499999999992,5,500,0.625,105,45,56
989,-16.335000000000075,0,500,0.0,12,7,15
990,-13.295000000000009,0,500,0.0,48,13,26
991,-15.105000000000043,0,500,0.0,148,73,14
992,-28.09500000000009,0,500,0.0,85,54,11
993,-20.34000000000002,0,500,0.0,155,102,56
994,-13.129999999999999,0,500,0.0,319,98,85
995,-21.995000000000076,0,500,0.0,20,9,19
996,-0.5749999999999964,0,500,0.0,124,12,67
997,-4.614999999999999,0,500,0.0,259,78,94
998,-9.184999999999977,0,500,0.0,211,27,91
999,-4.744999999999983,0,500,0.0,127,83,94
1000,-3.814999999999999,0,500,0.0,246,104,77
1001,-2.8749999999999925,0,500,0.0,52,34,30
1002,0.5749999999999993,0,500,0.0,245,89,90
1003,2.0200000000000555,0,500,0.0,58,53,59
1004,1.0349999999999862,0,500,0.0,176,50,101
1005,-7.179999999999954,0,500,0.0,323,70,86
1006,-3.515000000000022,0,500,0.0,169,61,51
1007,2.420000000000028,0,500,0.0,126,29,99
1008,-6.28499999999998,0,500,0.0,314,88,108
1009,-12.85500000000001,0,500,0.0,174,91,76
1010,-0.7099999999999946,0,500,0.0,190,91,90
1011,-5.729999999999998,0,500,0.0,249,75,61
1012,-10.314999999999968,0,500,0.0,273,69,31
1013,-13.235000000000005,0,500,0.0,349,82,69
1014,-25.874999999999904,0,500,0.0,13,65,10
1015,-3.9900000000000047,0,500,0.0,101,75,63
1016,-11.98499999999997,0,500,0.0,13,23,63
1017,-17.28500000000004,0,500,0.0,179,44,71
1018,-8.335000000000031,0,500,0.0,48,20,88
1019,-12.779999999999953,0,500,0.0,348,53,85
1020,-4.83499999999999,0,500,0.0,53,48,99
1021,-15.124999999999964,0,500,0.0,316,96,59
1022,0.7350000000000214,0,500,0.0,23,16,100
1023,-4.35999999999998,0,500,0.0,85,33,33
1024,-21.094999999999896,0,500,0.0,451,88,93
1025,-26.25999999999993,0,500,0.0,297,97,3
1026,-10.614999999999995,0,500,0.0,222,56,31
1027,-7.944999999999994,0,500,0.0,319,84,79
1028,-35.11000000000014,0,500,0.0,43,19,16
1029,-14.195000000000025,0,500,0.0,55,45,21
1030,-8.199999999999996,0,500,0.0,54,20,14
1031,-22.950000000000024,0,500,0.0,315,82,20
1032,-4.709999999999998,0,500,0.0,250,54,72
1033,-15.979999999999958,0,500,0.0,457,79,83
1034,-18.655000000000005,0,500,0.0,13,9,14
1035,299.15999999999997,8,281,1.0,122,25,35
1036,-4.359999999999957,0,500,0.0,144,40,68
1037,-13.305000000000017,0,500,0.0,130,43,72
1038,-7.025000000000001,0,500,0.0,31,25,93
1039,-9.620000000000022,0,500,0.0,75,30,7
1040,-30.820000000000046,0,500,0.0,306,71,15
1041,1.8249999999999607,0,500,0.0,228,69,97
1042,-13.10500000000006,0,500,0.0,42,15,45
1043,-16.515,0,500,0.0,244,50,50
1044,-23.785000000000018,0,500,0.0,214,12,94
1045,-10.020000000000005,0,500,0.0,138,21,86
1046,-22.78500000000005,0,500,0.0,35,22,13
1047,-36.74000000000022,0,500,0.0,8,4,8
1048,-22.46999999999996,0,500,0.0,1,18,16
1049,-7.885000000000021,0,500,0.0,75,8,70
1050,-19.580000000000016,0,500,0.0,13,11,9
1051,-13.200000000000003,0,500,0.0,62,12,96
1052,-18.865000000000073,0,500,0.0,11,8,12
1053,-14.705000000000028,0,500,0.0,187,55,81
1054,-13.84999999999998,0,500,0.0,278,10,78
1055,-23.175000000000068,0,500,0.0,37,19,16
1056,-11.210000000000004,0,500,0.0,16,20,18
1057,-29.005000000000027,0,500,0.0,18,18,7
1058,-10.67,0,500,0.0,145,41,75
1059,-8.930000000000017,0,500,0.0,73,44,50
1060,-13.260000000000035,0,500,0.0,70,25,34
1061,-15.680000000000044,0,500,0.0,27,10,21
1062,-15.905000000000003,0,500,0.0,165,41,70
1063,-26.20000000000009,0,500,0.0,14,13,22
1064,-11.439999999999994,0,500,0.0,150,76,71
1065,-5.435000000000004,0,500,0.0,202,52,35
1066,-24.09500000000005,0,500,0.0,265,22,75
1067,-8.540000000000008,0,500,0.0,71,22,69
1068,-3.8799999999999875,0,500,0.0,66,20,79
1069,-12.330000000000023,0,500,0.0,63,18,49
1070,-24.975000000000055,0,500,0.0,177,42,57
1071,-5.614999999999991,0,500,0.0,185,68,79
1072,-26.220000000000056,0,500,0.0,6,19,14
1073,-23.709999999999933,0,500,0.0,179,61,65
1074,1.9749999999999996,0,500,0.0,21,38,93
1075,-23.875000000000057,0,500,0.0,17,11,18
1076,-18.324999999999992,0,500,0.0,24,37,31
1077,-14.234999999999982,0,500,0.0,265,96,89
1078,-7.614999999999993,0,500,0.0,278,90,90
1079,-6.560000000000008,0,500,0.0,78,7,84
1080,-5.380000000000009,0,500,0.0,63,8,43
1081,-11.474999999999985,0,500,0.0,269,47,81
1082,9.764999999999949,0,500,0.0,17,87,93
1083,-1.9199999999999884,0,500,0.0,20,100,6
1084,-4.724999999999964,0,500,0.0,125,5,40
1085,3.995000000000042,0,500,0.0,46,89,84
1086,-1.7450000000000507,0,500,0.0,222,95,80
1087,-33.02000000000004,0,500,0.0,340,28,103
1088,-3.2349999999999985,0,500,0.0,59,75,43
1089,-14.66999999999999,0,500,0.0,25,5,82
1090,-13.575000000000012,0,500,0.0,138,24,75
1091,-9.665000000000061,0,500,0.0,19,24,33
1092,-21.649999999999785,0,500,0.0,23,28,5
1093,12.809999999999937,0,500,0.0,3,91,85
1094,-7.52,0,500,0.0,41,28,17
1095,-12.314999999999994,0,500,0.0,53,61,75
1096,-7.195000000000002,0,500,0.0,100,9,45
1097,7.639999999999977,0,500,0.0,24,65,65
1098,10.844999999999912,0,500,0.0,11,71,86
1099,13.429999999999927,0,500,0.0,10,92,98
1100,11.979999999999931,0,500,0.0,13,96,95
1101,-19.845,0,500,0.0,360,73,80
1102,-13.390000000000008,0,500,0.0,227,70,60
1103,-11.255000000000022,0,500,0.0,88,67,30
1104,0.5350000000000126,0,500,0.0,31,54,33
1105,-13.429999999999945,0,500,0.0,370,74,70
1106,-7.3050000000000015,0,500,0.0,81,44,26
1107,4.485000000000036,0,500,0.0,115,72,91
1108,-7.809999999999995,0,500,0.0,41,19,51
1109,-22.734999999999935,0,500,0.0,288,66,108
1110,13.229999999999865,2,500,0.25,70,16,10
1111,-16.784999999999982,0,500,0.0,85,45,41
1112,-9.159999999999961,0,500,0.0,94,55,21
1113,-0.2349999999999724,0,500,0.0,5,25,35
1114,-35.13500000000002,0,500,0.0,167,7,53
1115,-22.094999999999956,0,500,0.0,443,93,74
