episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2
582,307.39999999999986,8,252,1.0,51,34,42
583,177.08999999999975,7,500,0.875,108,44,75
584,175.06500000000005,7,500,0.875,112,43,75
585,304.0799999999999,8,403,1.0,68,43,65
586,174.78000000000011,7,500,0.875,106,57,75
587,303.5849999999998,8,491,1.0,79,46,69
588,171.87999999999974,7,500,0.875,104,69,64
589,171.39500000000018,7,500,0.875,106,71,59
590,172.94500000000014,7,500,0.875,117,53,70
591,174.71499999999958,7,500,0.875,102,57,62
592,174.48499999999953,7,500,0.875,110,73,64
593,169.37500000000023,7,500,0.875,190,69,79
594,176.18499999999997,7,500,0.875,102,56,56
595,309.9,8,211,1.0,36,25,29
596,171.7549999999996,7,500,0.875,111,48,69
597,176.09999999999968,7,500,0.875,98,58,67
598,305.5500000000004,8,408,1.0,81,37,39
599,313.65,8,132,1.0,21,16,15
600,173.4049999999994,7,500,0.875,99,50,72
601,142.6149999999991,6,500,0.75,198,52,64
602,176.54499999999987,7,500,0.875,98,45,68
603,314.27,8,115,1.0,18,11,17
604,172.0799999999999,7,500,0.875,114,67,37
605,312.20500000000004,8,231,1.0,39,23,29
606,178.0099999999999,7,500,0.875,113,57,65
607,306.9649999999996,8,299,1.0,83,43,39
608,307.63000000000017,8,266,1.0,41,20,30
609,166.5099999999999,7,500,0.875,87,71,24
610,172.2699999999999,7,500,0.875,131,56,58
611,312.8299999999999,8,157,1.0,32,16,9
612,117.9399999999993,5,500,0.625,141,61,58
613,180.06499999999983,7,500,0.875,118,53,66
614,308.93499999999995,8,170,1.0,30,27,11
615,173.15499999999957,7,500,0.875,134,73,59
616,305.865,8,287,1.0,48,34,48
617,304.7299999999997,8,416,1.0,112,57,49
618,301.3399999999999,8,489,1.0,124,53,63
619,309.93500000000006,8,204,1.0,37,32,24
620,122.98499999999947,5,500,0.625,118,66,59
621,144.41999999999985,6,500,0.75,90,48,60
622,309.3550000000002,8,192,1.0,48,25,28
623,174.5550000000003,7,500,0.875,75,40,70
624,303.42499999999995,8,468,1.0,65,44,60
625,175.25500000000022,7,500,0.875,140,68,59
626,94.0449999999991,4,500,0.5,100,48,51
627,149.3150000000006,6,500,0.75,100,52,51
628,298.8250000000002,8,403,1.0,106,53,24
629,308.48999999999995,8,241,1.0,28,29,26
630,310.99499999999995,8,180,1.0,33,14,20
631,143.50500000000062,6,500,0.75,84,44,36
632,297.8950000000009,8,475,1.0,121,57,54
633,168.31000000000114,7,500,0.875,89,46,24
634,300.0099999999999,8,500,1.0,140,79,71
635,302.12000000000046,8,319,1.0,44,37,23
636,309.635,8,278,1.0,58,45,32
637,308.5199999999998,8,285,1.0,46,37,34
638,309.95999999999987,8,228,1.0,39,26,21
639,304.00500000000034,8,433,1.0,112,59,43
640,302.35499999999973,8,483,1.0,123,59,79
641,147.3300000000002,6,500,0.75,151,68,61
642,152.41499999999988,6,500,0.75,102,56,80
643,302.7299999999998,8,428,1.0,90,45,66
644,305.4199999999999,8,307,1.0,92,35,40
645,310.0149999999998,8,231,1.0,34,33,19
646,310.1199999999997,8,338,1.0,61,39,39
647,174.51500000000016,7,500,0.875,150,68,62
648,42.860000000000234,2,500,0.25,116,75,34
649,309.125,8,276,1.0,71,22,38
650,306.3699999999999,8,301,1.0,72,38,46
651,304.6249999999999,8,287,1.0,70,32,26
652,145.90500000000017,6,500,0.75,132,59,37
653,309.81999999999994,8,185,1.0,48,32,26
654,305.0049999999999,8,455,1.0,84,50,50
655,302.8850000000001,8,381,1.0,82,31,34
656,298.67499999999995,8,467,1.0,120,48,61
657,305.7149999999998,8,301,1.0,50,30,37
658,41.165000000000134,2,500,0.25,204,60,66
659,300.29999999999995,8,476,1.0,125,48,55
660,94.58500000000012,4,500,0.5,176,45,55
661,307.80000000000007,8,291,1.0,45,36,35
662,303.415,8,417,1.0,52,36,60
663,307.5749999999998,8,312,1.0,84,37,33
664,303.4949999999998,8,491,1.0,99,47,71
665,305.5899999999998,8,328,1.0,79,48,37
666,309.62,8,198,1.0,30,19,28
667,312.28000000000003,8,143,1.0,20,14,18
668,299.3550000000009,8,309,1.0,29,17,15
669,173.8450000000009,7,500,0.875,100,39,52
670,306.98000000000036,8,372,1.0,91,36,38
671,169.63500000000028,7,500,0.875,132,45,56
672,145.01500000000013,6,500,0.75,113,48,65
673,174.84500000000023,7,500,0.875,141,55,63
674,149.62999999999937,6,500,0.75,86,56,51
675,308.79999999999995,8,265,1.0,57,23,33
676,306.4850000000001,8,279,1.0,73,37,30
677,310.955,8,209,1.0,57,17,22
678,313.74,8,116,1.0,25,12,7
679,171.48000000000067,7,500,0.875,160,66,55
680,311.4699999999999,8,170,1.0,23,20,15
681,171.69500000000016,7,500,0.875,176,62,71
682,175.50000000000028,7,500,0.875,165,42,65
683,299.5300000000003,8,465,1.0,109,44,40
684,170.40500000000006,7,500,0.875,111,56,73
685,173.0200000000005,7,500,0.875,114,36,70
686,304.8750000000002,8,493,1.0,71,61,57
687,300.58000000000004,8,414,1.0,77,45,35
688,176.67000000000024,7,500,0.875,104,50,62
689,308.025,8,241,1.0,53,35,16
690,304.21,8,435,1.0,112,63,46
691,309.27,8,252,1.0,50,35,30
692,303.6649999999999,8,345,1.0,58,43,32
693,178.06500000000048,7,500,0.875,61,53,67
694,313.4999999999999,8,112,1.0,13,13,8
695,310.4399999999999,8,264,1.0,71,31,37
696,308.8999999999999,8,323,1.0,69,34,31
697,311.0999999999999,8,211,1.0,38,26,22
698,304.44,8,475,1.0,76,40,65
699,308.55000000000007,8,258,1.0,31,32,26
700,301.62000000000006,8,292,1.0,37,21,12
701,303.8249999999999,8,330,1.0,55,47,27
702,176.66500000000008,7,500,0.875,121,55,40
703,306.75499999999994,8,259,1.0,52,30,38
704,311.72999999999996,8,200,1.0,37,26,17
705,174.1550000000004,7,500,0.875,116,57,47
706,306.82499999999993,8,340,1.0,63,37,36
707,174.38499999999993,7,500,0.875,77,58,40
708,299.5550000000001,8,475,1.0,110,58,53
709,306.605,8,325,1.0,58,40,35
710,45.135000000000076,2,500,0.25,88,54,41
711,306.83499999999987,8,343,1.0,64,28,59
712,298.19500000000005,8,338,1.0,33,27,14
713,297.2950000000001,8,433,1.0,77,42,34
714,299.88499999999976,8,436,1.0,102,60,51
715,305.28500000000025,8,432,1.0,80,48,59
716,304.0749999999998,8,361,1.0,72,49,52
717,311.49499999999995,8,174,1.0,21,13,24
718,309.58500000000004,8,217,1.0,44,14,26
719,300.7650000000009,8,378,1.0,33,29,18
720,303.2099999999999,8,289,1.0,59,38,36
721,304.63000000000056,8,308,1.0,47,25,33
722,311.3349999999999,8,185,1.0,18,22,18
723,304.6250000000001,8,377,1.0,65,41,52
724,309.79999999999995,8,201,1.0,36,24,21
725,61.7699999999996,3,500,0.375,147,48,60
726,311.1899999999999,8,191,1.0,34,19,20
727,298.6399999999999,8,461,1.0,55,53,44
728,305.52500000000026,8,359,1.0,68,25,35
729,306.55999999999995,8,204,1.0,34,29,13
730,148.57500000000047,6,500,0.75,110,54,62
731,308.28499999999997,8,220,1.0,31,21,18
732,313.145,8,139,1.0,25,15,16
733,311.17499999999995,8,115,1.0,10,13,15
734,297.4450000000003,8,458,1.0,81,44,44
735,303.4250000000003,8,273,1.0,40,26,20
736,308.18499999999995,8,207,1.0,35,24,28
737,312.2049999999999,8,173,1.0,22,15,12
738,309.21500000000003,8,235,1.0,29,19,21
739,311.95000000000016,8,193,1.0,33,29,10
740,302.01000000000033,8,341,1.0,53,39,26
741,292.42500000000035,8,496,1.0,116,67,29
742,176.7949999999999,7,500,0.875,126,53,60
743,310.03,8,217,1.0,70,25,17
744,305.6250000000002,8,335,1.0,64,35,34
745,306.3399999999999,8,306,1.0,57,44,36
746,303.6100000000001,8,417,1.0,84,47,54
747,311.685,8,181,1.0,49,11,15
748,168.85500000000025,7,500,0.875,96,55,37
749,173.00999999999968,7,500,0.875,111,55,68
750,144.66499999999937,6,500,0.75,140,67,76
751,177.65500000000003,7,500,0.875,163,59,65
752,170.98999999999998,7,500,0.875,125,46,54
753,306.7600000000001,8,247,1.0,88,23,27
754,175.32999999999993,7,500,0.875,119,66,68
755,170.73499999999996,7,500,0.875,166,65,75
756,312.1199999999999,8,132,1.0,21,15,14
757,305.5350000000002,8,476,1.0,106,44,58
758,306.1650000000001,8,404,1.0,74,43,51
759,311.74499999999983,8,177,1.0,38,20,17
760,301.3400000000002,8,491,1.0,101,55,51
761,143.9000000000004,6,500,0.75,172,58,61
762,297.5200000000001,8,490,1.0,99,63,65
763,313.9949999999999,8,135,1.0,26,11,13
764,133.63999999999965,6,500,0.75,69,64,41
765,305.3199999999997,8,375,1.0,43,46,51
766,40.475000000000236,2,500,0.25,140,61,57
767,305.74499999999955,8,482,1.0,86,52,56
768,146.78500000000008,6,500,0.75,103,63,69
769,295.59499999999963,8,478,1.0,71,55,37
770,148.42500000000035,6,500,0.75,117,65,53
771,306.07000000000005,8,353,1.0,54,30,41
772,301.88999999999976,8,432,1.0,58,42,58
773,311.5000000000001,8,224,1.0,40,13,24
774,307.3349999999998,8,238,1.0,32,34,19
775,174.87999999999977,7,500,0.875,87,64,70
776,309.455,8,186,1.0,25,20,24
777,172.68499999999995,7,500,0.875,74,68,73
778,166.02500000000006,7,500,0.875,144,57,65
779,299.64999999999975,8,405,1.0,69,46,43
780,172.32999999999973,7,500,0.875,160,62,59
781,144.38000000000025,6,500,0.75,126,63,75
782,299.32499999999993,8,409,1.0,76,57,41
783,300.46500000000015,8,265,1.0,45,42,14
784,311.9349999999999,8,130,1.0,17,19,11
785,309.745,8,254,1.0,33,33,32
786,297.93499999999966,8,358,1.0,95,54,24
787,308.7049999999995,8,328,1.0,53,42,40
788,308.42500000000007,8,281,1.0,48,39,25
789,311.58000000000004,8,166,1.0,31,21,9
790,311.165,8,166,1.0,32,23,18
791,304.76499999999993,8,453,1.0,82,49,43
792,310.1949999999998,8,276,1.0,35,36,36
793,305.4849999999999,8,168,1.0,30,25,8
794,311.66999999999996,8,160,1.0,41,28,15
795,310.6049999999999,8,202,1.0,39,24,13
796,117.37999999999936,5,500,0.625,124,65,49
797,310.2599999999999,8,169,1.0,29,30,12
798,309.3399999999999,8,238,1.0,53,36,27
799,300.355,8,410,1.0,75,49,38
800,305.94999999999993,8,450,1.0,89,55,43
801,302.2249999999999,8,372,1.0,82,50,30
802,304.30499999999984,8,416,1.0,64,65,42
803,308.6200000000001,8,391,1.0,63,43,38
804,117.13999999999952,5,500,0.625,141,49,72
805,308.26999999999975,8,316,1.0,59,38,50
806,308.2149999999998,8,320,1.0,37,35,38
807,307.41499999999996,8,300,1.0,58,31,48
808,310.44,8,217,1.0,31,29,17
809,310.4699999999999,8,176,1.0,39,25,17
810,174.53000000000011,7,500,0.875,95,58,50
811,312.525,8,194,1.0,30,19,22
812,150.68499999999986,6,500,0.75,103,59,57
813,309.905,8,232,1.0,43,28,27
814,179.27500000000012,7,500,0.875,69,57,50
815,306.12000000000023,8,350,1.0,63,47,42
816,307.0800000000001,8,263,1.0,34,32,23
817,297.0650000000001,8,322,1.0,50,33,19
818,174.80000000000015,7,500,0.875,96,59,62
819,304.3549999999999,8,198,1.0,20,31,5
820,310.2500000000001,8,321,1.0,72,34,32
821,299.96500000000015,8,425,1.0,74,35,39
822,170.3699999999998,7,500,0.875,150,60,70
823,306.17999999999995,8,327,1.0,71,36,37
824,298.28999999999996,8,284,1.0,50,27,12
825,302.48499999999945,8,493,1.0,82,55,45
826,299.5599999999996,8,477,1.0,104,68,65
827,281.25,8,426,1.0,55,73,8
828,313.405,8,114,1.0,18,16,5
829,304.17999999999927,8,401,1.0,69,42,41
830,305.0900000000005,8,394,1.0,55,32,29
831,142.855,6,500,0.75,207,88,61
832,308.5400000000001,8,276,1.0,40,29,33
833,310.73,8,189,1.0,56,27,15
834,310.51,8,249,1.0,31,28,32
835,310.89999999999986,8,156,1.0,18,20,11
836,313.655,8,110,1.0,19,11,7
837,311.225,8,130,1.0,13,22,10
838,312.62499999999994,8,112,1.0,20,15,10
839,312.76,8,106,1.0,22,12,14
840,308.515,8,296,1.0,66,27,33
841,166.43000000000023,7,500,0.875,99,60,49
842,311.40499999999975,8,202,1.0,28,26,24
843,305.0649999999996,8,317,1.0,43,43,36
844,308.0100000000001,8,239,1.0,53,30,25
845,306.88,8,193,1.0,56,24,11
846,305.57500000000005,8,411,1.0,121,49,34
847,311.7099999999999,8,167,1.0,42,22,17
848,307.01,8,238,1.0,39,31,26
849,308.2699999999999,8,242,1.0,37,27,18
850,307.2199999999999,8,379,1.0,43,49,36
851,310.36999999999995,8,137,1.0,19,16,21
852,310.0299999999999,8,256,1.0,48,40,30
853,312.44499999999994,8,194,1.0,36,16,14
854,312.40999999999997,8,195,1.0,28,30,16
855,305.7049999999999,8,200,1.0,56,25,9
856,171.85000000000022,7,500,0.875,87,59,63
857,142.78500000000068,6,500,0.75,148,56,50
858,306.40999999999985,8,432,1.0,63,64,36
859,310.53,8,225,1.0,57,32,20
860,312.2199999999999,8,186,1.0,42,25,11
861,60.33000000000021,3,500,0.375,104,76,31
862,301.0249999999995,8,434,1.0,71,52,46
863,65.87000000000002,3,500,0.375,115,81,39
864,159.54999999999978,7,500,0.875,75,64,24
865,311.34999999999997,8,149,1.0,22,19,18
866,303.46000000000004,8,338,1.0,66,46,25
867,310.1449999999999,8,211,1.0,47,40,20
868,307.8549999999998,8,157,1.0,16,25,8
869,308.16,8,226,1.0,50,34,30
870,308.15499999999986,8,253,1.0,61,34,17
871,315.255,8,64,1.0,19,7,11
872,303.8299999999996,8,499,1.0,124,62,66
873,300.4849999999998,8,388,1.0,80,49,33
874,178.52000000000058,7,500,0.875,63,52,39
875,310.7650000000001,8,192,1.0,26,34,19
876,312.5999999999999,8,98,1.0,15,15,10
877,312.5099999999999,8,146,1.0,31,17,21
878,311.79499999999996,8,154,1.0,34,23,14
879,313.7049999999999,8,112,1.0,7,14,20
880,307.66499999999996,8,239,1.0,52,32,25
881,174.90500000000083,7,500,0.875,131,61,45
882,308.43999999999994,8,259,1.0,48,33,28
883,307.2399999999999,8,173,1.0,41,27,20
884,312.69500000000005,8,113,1.0,10,15,14
885,166.83500000000078,7,500,0.875,86,54,30
886,291.25500000000017,8,414,1.0,56,52,22
887,307.88000000000034,8,315,1.0,39,34,28
888,310.76500000000027,8,223,1.0,39,16,18
889,315.245,8,105,1.0,21,7,5
890,312.07,8,151,1.0,30,20,12
891,305.8599999999998,8,278,1.0,59,28,37
892,310.53499999999997,8,169,1.0,63,22,25
893,145.05500000000012,6,500,0.75,155,69,59
894,306.29999999999995,8,342,1.0,58,34,47
895,307.07500000000016,8,275,1.0,59,34,32
896,126.76500000000078,6,500,0.75,71,43,16
897,312.5199999999999,8,195,1.0,17,20,24
898,311.81999999999994,8,158,1.0,44,24,19
899,312.16499999999996,8,126,1.0,30,19,14
900,310.6150000000001,8,347,1.0,49,29,42
901,174.6550000000002,7,500,0.875,114,44,75
902,295.04500000000024,8,315,1.0,138,33,44
903,303.51000000000005,8,315,1.0,112,28,45
904,311.43,8,198,1.0,33,26,20
905,308.47499999999997,8,241,1.0,57,28,36
906,309.9850000000001,8,290,1.0,57,35,37
907,311.84499999999997,8,152,1.0,42,21,15
908,101.00499999999987,5,500,0.625,331,63,83
909,310.77000000000044,8,296,1.0,51,33,16
910,310.91999999999996,8,153,1.0,37,16,15
911,314.0949999999999,8,89,1.0,32,9,11
912,304.7500000000001,8,322,1.0,97,36,41
913,312.75,8,123,1.0,24,17,12
914,312.655,8,110,1.0,13,15,13
915,313.09000000000015,8,168,1.0,37,20,10
916,311.71500000000003,8,136,1.0,37,17,20
917,304.54999999999995,8,333,1.0,114,31,39
918,313.4800000000002,8,186,1.0,23,16,12
919,310.605,8,221,1.0,60,26,21
920,308.0050000000001,8,170,1.0,73,16,30
921,309.805,8,103,1.0,60,16,14
922,311.6049999999998,8,238,1.0,50,16,29
923,311.545,8,196,1.0,22,22,24
924,302.98,8,250,1.0,121,22,38
925,309.71500000000015,8,213,1.0,34,18,28
926,315.195,8,80,1.0,20,4,12
927,314.255,8,118,1.0,19,12,14
928,310.95500000000004,8,138,1.0,57,19,16
929,307.50499999999994,8,326,1.0,49,29,49
930,313.82500000000005,8,111,1.0,20,10,13
931,305.13,8,367,1.0,91,32,48
932,309.36500000000007,8,250,1.0,50,25,34
933,308.35999999999996,8,195,1.0,74,17,36
934,310.92499999999995,8,203,1.0,30,25,30
935,308.1899999999998,8,298,1.0,47,39,45
936,178.00000000000003,7,500,0.875,90,50,56
937,175.20000000000005,7,500,0.875,130,62,72
938,312.92499999999995,8,182,1.0,28,16,22
939,309.95,8,222,1.0,63,25,33
940,309.18999999999994,8,139,1.0,42,14,30
941,312.48000000000013,8,212,1.0,36,23,15
942,312.115,8,180,1.0,38,24,13
943,307.2449999999998,8,339,1.0,75,47,34
944,308.24999999999994,8,253,1.0,61,33,33
945,301.3549999999998,8,448,1.0,115,70,57
946,172.26499999999953,7,500,0.875,168,65,62
947,303.2349999999997,8,399,1.0,93,51,51
948,314.205,8,125,1.0,26,17,16
949,309.4749999999999,8,256,1.0,58,37,27
950,309.7900000000001,8,247,1.0,61,17,39
951,313.225,8,140,1.0,22,15,18
952,307.92999999999984,8,210,1.0,73,24,32
953,312.0450000000001,8,129,1.0,40,17,14
954,145.98999999999984,6,500,0.75,106,45,63
955,305.07500000000005,8,255,1.0,83,31,35
956,299.8099999999997,8,475,1.0,186,54,54
957,312.21500000000003,8,150,1.0,27,18,22
958,314.6999999999999,8,122,1.0,17,10,16
959,296.5700000000003,8,318,1.0,169,30,61
960,313.765,8,121,1.0,27,14,17
961,306.56999999999994,8,307,1.0,71,22,39
962,314.08000000000004,8,122,1.0,23,15,11
963,307.43500000000006,8,320,1.0,58,34,40
964,309.8300000000001,8,269,1.0,44,26,37
965,312.54499999999996,8,158,1.0,25,11,16
966,174.88499999999945,7,500,0.875,93,35,58
967,158.9800000000004,7,500,0.875,317,52,81
968,313.475,8,124,1.0,31,13,12
969,312.37499999999994,8,171,1.0,30,16,16
970,305.4549999999998,8,297,1.0,39,21,31
971,302.61500000000024,8,320,1.0,86,22,49
972,178.13000000000008,7,500,0.875,47,63,48
973,313.05000000000007,8,169,1.0,14,18,16
974,307.8749999999999,8,288,1.0,59,36,30
975,307.88,8,197,1.0,41,21,31
976,314.42999999999995,8,112,1.0,25,5,15
977,175.9800000000004,7,500,0.875,111,49,65
978,308.50499999999994,8,272,1.0,49,34,34
979,302.9000000000001,8,422,1.0,82,55,47
980,309.02999999999986,8,226,1.0,51,25,33
981,310.4999999999999,8,189,1.0,41,25,27
982,312.59000000000003,8,166,1.0,31,19,19
983,306.9300000000002,8,230,1.0,77,25,27
984,303.87000000000006,8,312,1.0,86,47,35
985,306.57500000000016,8,226,1.0,84,31,19
986,311.39,8,206,1.0,42,22,18
987,308.37,8,213,1.0,70,22,20
988,307.7450000000001,8,253,1.0,62,37,21
989,305.50000000000017,8,255,1.0,86,31,38
990,311.94499999999994,8,211,1.0,29,16,15
991,301.52500000000043,8,304,1.0,145,29,30
992,313.6600000000001,8,142,1.0,30,10,12
993,311.8100000000002,8,156,1.0,14,17,17
994,314.6149999999999,8,83,1.0,6,13,11
995,313.1100000000001,8,155,1.0,20,12,13
996,312.02,8,164,1.0,28,18,13
997,314.82499999999993,8,144,1.0,16,13,6
998,308.66999999999996,8,194,1.0,42,34,19
999,311.6350000000001,8,191,1.0,30,24,15
1000,301.92500000000007,8,251,1.0,87,29,39
1001,308.38999999999976,8,281,1.0,83,38,30
1002,312.8699999999999,8,134,1.0,9,16,13
1003,314.18000000000006,8,106,1.0,18,12,12
1004,293.25500000000056,8,467,1.0,165,43,75
1005,307.725,8,294,1.0,45,23,37
1006,311.2750000000001,8,174,1.0,36,24,12
1007,299.5000000000001,8,447,1.0,106,60,49
1008,304.46500000000015,8,357,1.0,76,35,45
1009,315.00500000000005,8,73,1.0,18,8,6
1010,313.49,8,132,1.0,26,11,12
1011,309.46000000000004,8,150,1.0,24,25,21
1012,305.9449999999999,8,201,1.0,55,34,26
1013,300.65999999999997,8,278,1.0,83,27,32
1014,311.24999999999994,8,143,1.0,33,13,16
1015,311.0800000000001,8,170,1.0,27,20,16
1016,312.575,8,119,1.0,18,11,15
1017,313.86999999999995,8,103,1.0,16,15,12
1018,169.185,7,500,0.875,187,54,58
1019,301.6999999999999,8,223,1.0,97,36,24
1020,312.995,8,169,1.0,31,18,17
1021,308.4900000000001,8,271,1.0,41,35,25
1022,306.4050000000002,8,200,1.0,72,28,19
1023,307.06500000000005,8,257,1.0,70,32,29
1024,311.905,8,136,1.0,34,19,19
1025,311.56999999999994,8,160,1.0,30,17,23
1026,174.67500000000092,7,500,0.875,70,25,61
1027,306.07500000000005,8,425,1.0,59,51,52
1028,305.8950000000001,8,231,1.0,56,28,34
1029,303.92999999999995,8,216,1.0,101,36,25
1030,313.17,8,93,1.0,24,9,14
1031,312.585,8,157,1.0,31,17,16
1032,309.2049999999998,8,331,1.0,50,32,42
1033,308.17500000000007,8,329,1.0,35,32,39
1034,313.63,8,90,1.0,21,11,14
1035,309.0499999999997,8,273,1.0,52,35,36
1036,310.8299999999998,8,189,1.0,31,21,33
1037,306.02,8,230,1.0,76,22,26
1038,309.21500000000003,8,286,1.0,56,30,39
1039,311.0199999999998,8,225,1.0,44,25,31
1040,312.54999999999984,8,197,1.0,32,20,23
1041,308.63999999999953,8,337,1.0,47,33,40
1042,174.93499999999963,7,500,0.875,92,68,79
1043,309.0549999999997,8,335,1.0,41,46,51
1044,312.22499999999997,8,188,1.0,46,24,30
1045,314.005,8,133,1.0,26,18,13
1046,158.45500000000018,7,500,0.875,187,58,84
1047,315.82000000000005,8,93,1.0,12,8,9
1048,310.62000000000023,8,212,1.0,46,18,31
1049,307.3850000000001,8,314,1.0,39,45,41
1050,311.78499999999997,8,102,1.0,35,8,18
1051,310.77999999999986,8,158,1.0,32,25,19
1052,315.5849999999999,8,93,1.0,17,13,8
1053,305.93499999999995,8,195,1.0,99,13,34
1054,31.025000000000134,2,500,0.25,278,46,91
1055,311.2400000000001,8,178,1.0,37,20,18
1056,109.47500000000008,5,500,0.625,238,62,68
1057,296.23000000000013,8,400,1.0,119,49,61
1058,304.2250000000001,8,290,1.0,92,26,46
1059,312.275,8,193,1.0,27,18,23
1060,311.15499999999986,8,161,1.0,24,25,34
1061,314.485,8,102,1.0,21,9,12
1062,313.67499999999984,8,130,1.0,14,4,20
1063,312.2500000000002,8,195,1.0,33,20,16
1064,303.75500000000005,8,251,1.0,124,25,34
1065,314.06999999999994,8,133,1.0,16,16,9
1066,312.51500000000004,8,182,1.0,20,21,22
1067,310.5350000000001,8,170,1.0,44,20,16
1068,313.45000000000005,8,99,1.0,25,14,10
1069,303.2450000000001,8,398,1.0,58,36,53
1070,311.515,8,245,1.0,24,23,25
1071,313.05999999999995,8,131,1.0,19,14,15
1072,309.8650000000001,8,180,1.0,38,22,14
1073,313.56500000000005,8,123,1.0,19,11,12
1074,310.03499999999997,8,212,1.0,51,31,20
1075,313.2500000000001,8,114,1.0,8,8,7
1076,308.3500000000002,8,284,1.0,39,18,20
1077,315.03499999999997,8,62,1.0,10,11,7
1078,312.01499999999993,8,148,1.0,15,15,19
1079,313.515,8,100,1.0,24,17,13
1080,301.47000000000054,8,448,1.0,71,54,51
1081,309.8750000000008,8,366,1.0,45,30,21
1082,311.68499999999995,8,194,1.0,38,25,15
1083,312.0,8,119,1.0,22,18,17
1084,309.93500000000034,8,263,1.0,38,23,21
1085,306.6450000000001,8,287,1.0,66,31,24
1086,309.08500000000004,8,298,1.0,30,46,36
1087,309.29999999999995,8,157,1.0,79,17,24
1088,313.36000000000007,8,87,1.0,15,11,15
1089,300.5049999999999,8,412,1.0,105,61,57
1090,309.5699999999998,8,261,1.0,41,32,32
1091,309.97499999999997,8,206,1.0,41,23,20
1092,313.61999999999995,8,93,1.0,27,10,8
1093,311.1049999999999,8,174,1.0,40,27,20
1094,315.255,8,75,1.0,9,5,13
1095,315.09999999999997,8,65,1.0,15,9,5
1096,310.48000000000025,8,305,1.0,58,31,25
1097,302.86,8,389,1.0,79,38,61
1098,311.49,8,129,1.0,41,16,17
1099,309.35000000000014,8,312,1.0,83,23,39
1100,308.78999999999996,8,268,1.0,34,22,44
1101,314.52,8,75,1.0,17,8,12
1102,308.10500000000013,8,221,1.0,54,26,27
1103,304.0099999999998,8,387,1.0,109,57,61
1104,310.80000000000007,8,145,1.0,18,14,17
1105,310.3699999999999,8,194,1.0,32,26,30
1106,313.765,8,97,1.0,8,11,15
1107,308.5499999999997,8,216,1.0,57,27,34
1108,291.4800000000005,8,312,1.0,207,30,64
1109,303.77,8,237,1.0,125,31,30
1110,309.29999999999995,8,187,1.0,57,23,23
1111,299.46999999999986,8,326,1.0,93,34,50
1112,313.03,8,117,1.0,22,12,18
1113,175.45000000000053,7,500,0.875,132,45,52
1114,312.38,8,100,1.0,31,15,18
1115,314.59,8,90,1.0,13,13,14
1116,309.5400000000001,8,311,1.0,74,36,30
1117,314.14500000000004,8,132,1.0,34,11,13
1118,312.4200000000001,8,144,1.0,29,17,25
1119,306.6300000000001,8,292,1.0,49,32,33
1120,314.11,8,97,1.0,23,8,11
1121,308.5350000000004,8,246,1.0,29,9,33
1122,311.145,8,135,1.0,41,15,14
1123,312.38499999999993,8,91,1.0,32,12,22
1124,305.0249999999998,8,377,1.0,56,38,38
1125,313.7100000000001,8,138,1.0,23,15,14
1126,306.78,8,215,1.0,16,20,23
1127,311.2399999999999,8,129,1.0,43,10,18
1128,309.85999999999956,8,208,1.0,31,17,33
1129,310.9650000000001,8,175,1.0,42,17,25
1130,309.19999999999993,8,196,1.0,40,28,29
1131,172.39499999999938,7,500,0.875,138,63,53
1132,313.59499999999997,8,110,1.0,14,10,16
1133,313.58000000000004,8,168,1.0,41,13,12
1134,311.56499999999994,8,125,1.0,36,14,21
1135,311.11499999999995,8,113,1.0,68,10,14
1136,310.995,8,195,1.0,54,22,16
1137,307.905,8,248,1.0,34,34,27
1138,313.485,8,97,1.0,19,10,10
1139,309.245,8,123,1.0,76,12,24
1140,314.19,8,80,1.0,23,8,14
1141,308.95000000000016,8,282,1.0,47,24,33
1142,306.2750000000002,8,204,1.0,85,22,31
1143,313.77,8,121,1.0,11,16,10
1144,315.09,8,85,1.0,17,12,8
1145,313.6799999999997,8,202,1.0,36,26,13
1146,310.95499999999964,8,206,1.0,38,25,15
1147,311.75000000000006,8,202,1.0,33,24,26
1148,311.0650000000003,8,306,1.0,36,29,33
1149,313.335,8,118,1.0,40,21,10
1150,308.5949999999997,8,283,1.0,54,31,24
1151,304.845,8,172,1.0,121,19,31
1152,312.995,8,120,1.0,20,19,6
1153,309.75,8,131,1.0,67,12,23
1154,302.34499999999986,8,242,1.0,150,29,37
1155,309.86999999999983,8,265,1.0,37,31,27
1156,304.24,8,304,1.0,106,34,37
1157,311.19500000000005,8,185,1.0,33,36,19
1158,308.44499999999994,8,187,1.0,63,27,30
1159,313.78,8,83,1.0,21,13,10
1160,310.56999999999994,8,203,1.0,37,28,21
1161,309.19499999999994,8,201,1.0,31,32,29
1162,150.06500000000023,6,500,0.75,84,63,58
1163,315.56999999999994,8,99,1.0,16,9,7
1164,310.46,8,173,1.0,26,29,23
1165,313.4799999999999,8,129,1.0,21,15,12
1166,305.7249999999996,8,326,1.0,46,21,54
1167,312.3399999999999,8,162,1.0,41,27,17
1168,310.9799999999998,8,221,1.0,25,30,31
1169,315.55499999999995,8,115,1.0,14,11,12
1170,313.34999999999997,8,108,1.0,28,23,8
1171,314.79999999999995,8,91,1.0,20,14,7
1172,312.1750000000002,8,207,1.0,30,20,5
