episodio,recompensa,entregas,steps,taxa_sucesso,sucesso_completo,colisoes,falha_r1,falha_r2,distancia
1944,-17.30599999999984,0,1000,0.0,0.0,526,64,82,545
1945,-20.009999999999867,0,1000,0.0,0.0,628,75,84,502
1946,-30.921999999999823,0,1000,0.0,0.0,260,31,71,435
1947,-0.8659999999999943,0,1000,0.0,0.0,998,140,146,833
1948,19.78600000000001,1,1000,0.125,0.0,552,118,93,762
1949,136.07999999999825,5,1000,0.625,0.0,701,113,64,458
1950,-17.96399999999985,0,1000,0.0,0.0,796,122,119,812
1951,96.24199999999826,3,1000,0.375,0.0,536,131,109,957
1952,109.90799999999956,3,1000,0.375,0.0,436,149,112,1219
1953,163.6440000000009,5,1000,0.625,0.0,605,108,121,942
1954,172.47399999999973,5,1000,0.625,0.0,668,131,123,1102
1955,104.2579999999991,3,1000,0.375,0.0,415,157,86,1071
1956,92.42399999999853,3,1000,0.375,0.0,709,138,87,859
1957,109.40199999999892,3,1000,0.375,0.0,492,134,99,1099
1958,110.02399999999955,3,1000,0.375,0.0,425,137,94,1155
1959,141.2160000000007,5,1000,0.625,0.0,1080,102,123,601
1960,100.64599999999857,3,1000,0.375,0.0,450,137,63,978
1961,109.18799999999918,3,1000,0.375,0.0,382,143,94,1165
1962,-14.327999999999983,0,1000,0.0,0.0,646,93,134,789
1963,96.39999999999851,3,1000,0.375,0.0,486,146,89,932
1964,80.61599999999856,3,1000,0.375,0.0,424,122,42,645
1965,-9.14599999999999,0,1000,0.0,0.0,773,122,123,764
1966,-15.877999999999943,0,1000,0.0,0.0,1002,134,122,703
1967,16.098000000000358,1,1000,0.125,0.0,465,59,110,667
1968,-32.52199999999987,0,1000,0.0,0.0,932,126,89,533
1969,65.91599999999656,3,1000,0.375,0.0,646,163,22,451
1970,3.617999999999992,0,1000,0.0,0.0,646,123,115,951
1971,-13.666000000000029,0,1000,0.0,0.0,845,100,140,749
1972,-20.45400000000002,0,1000,0.0,0.0,845,79,147,587
1973,-0.7739999999998695,1,1000,0.125,0.0,816,57,146,529
1974,100.53199999999802,4,1000,0.5,0.0,1126,128,133,569
1975,48.43600000000009,2,1000,0.25,0.0,730,136,102,718
1976,-23.6919999999997,0,1000,0.0,0.0,1166,122,142,555
1977,107.42799999999885,4,1000,0.5,0.0,1200,108,135,639
1978,-22.969999999999885,0,1000,0.0,0.0,832,52,140,427
1979,-28.495999999999878,0,1000,0.0,0.0,820,63,135,486
1980,-28.337999999999873,0,1000,0.0,0.0,705,45,107,499
1981,1.6800000000000062,0,1000,0.0,0.0,743,140,133,973
1982,112.04599999999814,4,1000,0.5,0.0,744,117,129,747
1983,7.748000000000011,0,1000,0.0,0.0,439,162,58,957
1984,22.08800000000017,1,1000,0.125,0.0,1050,132,162,696
1985,-12.351999999999956,0,1000,0.0,0.0,1113,126,154,668
1986,46.01800000000027,2,1000,0.25,0.0,914,112,98,556
1987,71.52599999999894,3,1000,0.375,0.0,1109,102,127,537
1988,6.536000000000012,0,1000,0.0,0.0,346,138,31,790
1989,-6.746000000000014,0,1000,0.0,0.0,503,146,31,621
1990,-19.31799999999991,0,1000,0.0,0.0,468,96,99,782
1991,-8.957999999999991,0,1000,0.0,0.0,603,111,99,824
1992,-25.13999999999984,0,1000,0.0,0.0,496,81,115,771
1993,-23.64399999999991,0,1000,0.0,0.0,372,93,73,677
1994,-13.623999999999954,0,1000,0.0,0.0,558,115,78,764
1995,115.44799999999967,4,1000,0.5,0.0,847,103,133,748
1996,5.57600000000001,0,1000,0.0,0.0,483,119,90,925
1997,-13.443999999999944,0,1000,0.0,0.0,759,100,112,683
1998,34.580000000000275,2,1000,0.25,0.0,1003,89,144,556
1999,15.090000000000025,2,1000,0.25,0.0,862,35,149,329
2000,-40.63599999999993,0,1000,0.0,0.0,805,54,153,486
2001,3.520000000000334,1,1000,0.125,0.0,766,61,131,507
2002,17.623999999999985,0,1000,0.0,0.0,384,142,72,1169
2003,2.8599999999999923,0,1000,0.0,0.0,425,148,73,1011
2004,5.970000000000009,0,1000,0.0,0.0,400,136,53,954
2005,-4.930000000000015,0,1000,0.0,0.0,362,115,68,888
2006,-6.308000000000019,0,1000,0.0,0.0,578,89,112,908
2007,-8.659999999999977,0,1000,0.0,0.0,829,119,139,847
2008,-14.765999999999984,0,1000,0.0,0.0,834,92,147,698
2009,37.134000000000036,2,1000,0.25,0.0,773,35,133,417
2010,129.1260000000024,5,1000,0.625,0.0,883,86,150,532
2011,-6.511999999999999,0,1000,0.0,0.0,692,84,129,821
2012,-23.67599999999984,0,1000,0.0,0.0,1038,79,151,549
2013,137.37400000000022,5,1000,0.625,0.0,772,97,142,728
2014,49.000000000000064,2,1000,0.25,0.0,583,110,64,674
2015,42.52200000000015,2,1000,0.25,0.0,606,107,63,544
2016,-16.84399999999991,0,1000,0.0,0.0,956,83,126,575
2017,-15.96999999999987,0,1000,0.0,0.0,734,56,132,566
2018,-2.6200000000000085,0,1000,0.0,0.0,727,102,106,803
2019,-24.861999999999817,0,1000,0.0,0.0,830,62,146,536
2020,-27.469999999999903,0,1000,0.0,0.0,806,67,117,474
2021,-15.271999999999975,0,1000,0.0,0.0,633,128,94,689
2022,-19.94799999999995,0,1000,0.0,0.0,492,111,79,757
2023,-29.11599999999989,0,1000,0.0,0.0,480,92,85,616
2024,102.83199999999856,4,1000,0.5,0.0,667,83,107,587
2025,107.19799999999783,4,1000,0.5,0.0,706,63,124,554
2026,99.31399999999967,4,1000,0.5,0.0,816,59,128,574
2027,113.71199999999845,4,1000,0.5,0.0,904,102,145,739
2028,55.85199999999995,2,1000,0.25,0.0,755,115,85,817
2029,97.7719999999975,4,1000,0.5,0.0,935,55,155,506
2030,78.33199999999844,3,1000,0.375,0.0,931,106,152,734
2031,8.936000000000362,1,1000,0.125,0.0,860,74,153,643
2032,21.06400000000031,1,1000,0.125,0.0,574,137,63,769
2033,11.110000000000484,1,1000,0.125,0.0,801,158,46,604
2034,67.59599999999922,2,1000,0.25,0.0,409,127,125,1153
2035,48.472000000000264,2,1000,0.25,0.0,777,120,77,704
2036,-36.921999999999954,0,1000,0.0,0.0,848,58,142,520
2037,41.9180000000001,2,1000,0.25,0.0,884,89,149,641
2038,-2.313999999999542,1,1000,0.125,0.0,1052,87,148,441
2039,105.61999999999989,4,1000,0.5,0.0,579,99,102,786
2040,68.4419999999989,3,1000,0.375,0.0,969,77,118,502
2041,-26.489999999999867,0,1000,0.0,0.0,594,114,85,594
2042,-32.805999999999706,0,1000,0.0,0.0,619,118,27,374
2043,-25.299999999999724,0,1000,0.0,0.0,837,153,92,620
2044,-29.235999999999727,0,1000,0.0,0.0,635,101,55,440
2045,4.1380000000002575,1,1000,0.125,0.0,376,57,44,389
2046,18.776000000000582,1,1000,0.125,0.0,447,97,85,693
2047,-7.613999999999997,0,1000,0.0,0.0,518,90,97,768
2048,-36.99400000000007,0,1000,0.0,0.0,522,12,149,487
2049,26.44600000000053,1,1000,0.125,0.0,664,122,80,758
2050,6.716000000000189,1,1000,0.125,0.0,852,134,97,582
2051,-55.4680000000001,0,1000,0.0,0.0,798,23,157,382
2052,-38.25599999999975,0,1000,0.0,0.0,1090,107,144,485
2053,-14.329999999999936,0,1000,0.0,0.0,1026,111,124,615
2054,-22.832000000000022,0,1000,0.0,0.0,632,65,175,748
2055,16.82600000000085,1,1000,0.125,0.0,627,145,53,622
2056,-30.629999999999992,0,1000,0.0,0.0,795,80,123,538
2057,-3.658000000000006,0,1000,0.0,0.0,736,108,98,803
2058,8.382000000000028,1,1000,0.125,0.0,837,91,120,633
2059,46.58200000000013,2,1000,0.25,0.0,795,92,149,718
2060,24.176000000000137,1,1000,0.125,0.0,601,124,95,899
2061,21.39600000000048,1,1000,0.125,0.0,625,80,119,742
2062,20.184000000000566,1,1000,0.125,0.0,711,125,95,679
2063,71.33799999999758,3,1000,0.375,0.0,799,57,138,548
2064,10.516000000000604,1,1000,0.125,0.0,931,122,89,587
2065,24.690000000000758,2,1000,0.25,0.0,691,59,95,230
2066,-0.09199999999948424,1,1000,0.125,0.0,896,129,61,397
2067,-41.4360000000002,0,1000,0.0,0.0,498,134,3,521
2068,-4.051999999999498,1,1000,0.125,0.0,670,65,69,272
2069,-38.739999999999995,0,1000,0.0,0.0,794,146,46,482
2070,-19.32999999999977,0,1000,0.0,0.0,889,128,77,575
2071,-11.887999999999986,0,1000,0.0,0.0,380,129,69,895
2072,27.702000000000385,2,1000,0.25,0.0,435,60,43,307
2073,16.626000000000577,1,1000,0.125,0.0,927,140,103,688
2074,57.173999999995814,3,1000,0.375,0.0,115,17,7,102
2075,-13.836000000000018,0,1000,0.0,0.0,521,109,98,905
2076,23.934000000000555,2,1000,0.25,0.0,107,31,10,190
2077,60.423999999997925,3,1000,0.375,0.0,349,118,14,296
2078,35.65000000000024,2,1000,0.25,0.0,487,103,15,352
2079,62.97599999999751,3,1000,0.375,0.0,792,138,23,397
2080,127.98400000000024,4,1000,0.5,0.0,391,110,81,813
2081,104.39799999999907,5,1000,0.625,0.0,541,117,3,248
2082,96.8339999999991,3,1000,0.375,0.0,327,116,112,997
2083,56.037999999999826,2,1000,0.25,0.0,296,116,67,759
2084,37.3779999999989,2,1000,0.25,0.0,366,109,27,619
2085,140.00200000000257,5,1000,0.625,0.0,292,101,39,482
2086,-35.555999999999884,0,1000,0.0,0.0,802,157,53,584
2087,67.98599999999736,3,1000,0.375,0.0,1299,96,153,504
2088,102.05599999999706,4,1000,0.5,0.0,708,52,122,458
2089,61.875999999996885,3,1000,0.375,0.0,673,150,25,401
2090,50.00399999999981,2,1000,0.25,0.0,319,140,27,689
2091,52.07999999999997,2,1000,0.25,0.0,599,96,99,640
2092,56.60999999999963,2,1000,0.25,0.0,852,93,158,796
2093,70.75399999999664,3,1000,0.375,0.0,881,58,140,477
2094,6.822000000000673,1,1000,0.125,0.0,1212,124,142,558
2095,-37.27399999999949,0,1000,0.0,0.0,1528,155,149,450
2096,116.01199999999962,5,1000,0.625,0.0,592,25,94,261
2097,23.61800000000004,1,1000,0.125,0.0,1147,115,145,723
2098,-27.593999999999888,0,1000,0.0,0.0,1028,98,127,501
2099,-6.146000000000008,0,1000,0.0,0.0,1115,138,144,801
2100,72.163999999998,3,1000,0.375,0.0,807,126,76,531
2101,-62.402000000000335,0,1000,0.0,0.0,522,123,1,222
2102,-60.33000000000027,0,1000,0.0,0.0,373,61,4,145
2103,-64.85200000000043,0,1000,0.0,0.0,409,96,10,244
2104,-76.07200000000006,0,1000,0.0,0.0,173,51,5,184
2105,178.5060000000034,6,1000,0.75,0.0,361,98,38,562
2106,74.54199999999797,4,1000,0.5,0.0,469,84,5,206
2107,2.367999999999977,1,1000,0.125,0.0,715,65,135,458
2108,63.86999999999967,2,1000,0.25,0.0,723,113,130,845
2109,89.86399999999723,4,1000,0.5,0.0,810,47,137,348
2110,35.39599999999975,2,1000,0.25,0.0,669,67,108,501
2111,-16.27399999999991,0,1000,0.0,0.0,1040,111,121,628
2112,154.83400000000086,6,1000,0.75,0.0,622,90,61,410
2113,-28.79600000000048,1,1000,0.125,0.0,156,87,0,381
2114,-54.284000000000226,0,1000,0.0,0.0,466,119,2,412
2115,76.53599999999845,4,1000,0.5,0.0,317,80,8,319
2116,-46.4280000000001,0,1000,0.0,0.0,593,138,6,365
2117,92.04599999999945,4,1000,0.5,0.0,544,122,57,540
2118,64.4759999999974,3,1000,0.375,0.0,169,84,1,436
2119,89.07000000000065,4,1000,0.5,0.0,359,106,12,478
2120,151.2280000000047,6,1000,0.75,0.0,332,53,36,227
2121,113.51599999999851,5,1000,0.625,0.0,273,82,8,336
2122,86.62399999999784,4,1000,0.5,0.0,747,11,161,276
2123,169.2440000000003,6,1000,0.75,0.0,529,55,115,683
2124,-41.6619999999999,0,1000,0.0,0.0,458,99,46,413
2125,-25.923999999999808,0,1000,0.0,0.0,708,104,61,436
2126,147.3360000000005,5,1000,0.625,0.0,349,57,106,802
2127,-8.50799999999999,0,1000,0.0,0.0,377,66,101,826
2128,-14.259999999999874,0,1000,0.0,0.0,534,95,75,633
2129,-33.00600000000008,0,1000,0.0,0.0,509,94,51,498
2130,7.604000000000018,0,1000,0.0,0.0,534,114,93,985
2131,-42.81799999999998,0,1000,0.0,0.0,808,42,130,299
2132,-25.129999999999878,0,1000,0.0,0.0,517,133,31,499
2133,-13.547999999999961,0,1000,0.0,0.0,1057,121,123,691
2134,-58.6740000000003,0,1000,0.0,0.0,335,78,9,218
2135,108.21399999999798,4,1000,0.5,0.0,907,81,123,593
2136,-8.578000000000054,1,1000,0.125,0.0,569,99,29,355
2137,18.972000000000303,2,1000,0.25,0.0,804,122,42,361
2138,-44.74600000000014,0,1000,0.0,0.0,536,112,15,396
2139,84.63399999999896,4,1000,0.5,0.0,236,64,17,320
2140,25.416000000000643,2,1000,0.25,0.0,631,19,98,223
2141,-16.438000000000084,1,1000,0.125,0.0,792,21,126,309
2142,-49.66600000000024,0,1000,0.0,0.0,775,17,144,334
2143,53.61799999999998,2,1000,0.25,0.0,900,127,137,862
2144,80.36199999999685,3,1000,0.375,0.0,234,38,72,510
2145,86.10399999999709,3,1000,0.375,0.0,179,60,43,571
2146,4.307999999999996,0,1000,0.0,0.0,927,113,149,839
2147,56.32599999999967,2,1000,0.25,0.0,534,137,76,839
2148,-0.6879999999995643,1,1000,0.125,0.0,169,58,8,288
2149,-40.58399999999981,0,1000,0.0,0.0,1088,82,155,468
2150,-40.753999999999785,0,1000,0.0,0.0,1185,82,147,430
2151,-35.59999999999965,0,1000,0.0,0.0,1200,85,162,472
2152,-2.5599999999998935,1,1000,0.125,0.0,1341,112,127,429
2153,34.406000000000375,2,1000,0.25,0.0,852,113,55,399
2154,-31.647999999999644,0,1000,0.0,0.0,1240,133,153,563
2155,2.3740000000004935,1,1000,0.125,0.0,1247,121,130,500
2156,0.5780000000000862,1,1000,0.125,0.0,1026,153,98,564
2157,14.72400000000021,1,1000,0.125,0.0,895,126,111,736
2158,89.93999999999615,4,1000,0.5,0.0,114,37,6,168
2159,28.80000000000013,1,1000,0.125,0.0,1037,141,143,851
2160,25.090000000000636,1,1000,0.125,0.0,536,149,68,872
2161,25.750000000000654,1,1000,0.125,0.0,434,147,61,848
2162,-46.54600000000019,0,1000,0.0,0.0,329,55,41,245
2163,-47.33799999999974,0,1000,0.0,0.0,497,10,92,194
2164,-53.61199999999999,0,1000,0.0,0.0,556,52,58,208
2165,91.54599999999837,4,1000,0.5,0.0,163,79,9,418
2166,-58.684000000000324,0,1000,0.0,0.0,352,87,8,236
2167,18.99799999999978,2,1000,0.25,0.0,521,82,34,384
2168,71.91599999999853,3,1000,0.375,0.0,450,77,81,589
2169,38.94399999999989,2,1000,0.25,0.0,483,86,56,566
2170,72.07999999999821,3,1000,0.375,0.0,808,146,69,564
2171,39.59200000000023,2,1000,0.25,0.0,486,56,76,369
2172,94.42599999999933,4,1000,0.5,0.0,557,81,102,551
2173,65.95399999999977,2,1000,0.25,0.0,674,133,158,1049
2174,17.81800000000067,1,1000,0.125,0.0,647,117,72,607
2175,31.790000000000344,2,1000,0.25,0.0,340,38,57,285
2176,41.27800000000003,2,1000,0.25,0.0,370,99,36,443
2177,36.86200000000003,2,1000,0.25,0.0,367,52,59,413
2178,39.831999999999944,2,1000,0.25,0.0,391,84,37,443
2179,53.38599999999985,2,1000,0.25,0.0,302,75,43,584
2180,54.32599999999991,2,1000,0.25,0.0,187,88,45,579
2181,-4.411999999999999,0,1000,0.0,0.0,204,85,51,669
2182,108.32799999999843,4,1000,0.5,0.0,357,116,36,605
2183,23.018000000000097,0,1000,0.0,0.0,306,145,93,1155
2184,75.14999999999675,3,1000,0.375,0.0,308,44,67,419
2185,51.41199999999955,1,1000,0.125,0.0,182,148,53,1168
2186,55.52799999999958,2,1000,0.25,0.0,316,105,57,755
2187,55.8259999999998,2,1000,0.25,0.0,690,116,115,767
2188,88.82199999999769,4,1000,0.5,0.0,184,45,7,239
2189,67.40199999999962,2,1000,0.25,0.0,318,124,105,1016
2190,49.49399999999978,2,1000,0.25,0.0,347,109,41,603
2191,52.00200000000008,2,1000,0.25,0.0,644,126,119,880
2192,109.84600000000053,4,1000,0.5,0.0,337,131,45,796
2193,72.58999999999943,2,1000,0.25,0.0,304,115,99,1044
2194,-38.89200000000016,0,1000,0.0,0.0,503,115,54,487
2195,75.80399999999784,3,1000,0.375,0.0,232,75,39,537
2196,69.51800000000004,3,1000,0.375,0.0,770,136,71,705
2197,100.689999999999,3,1000,0.375,0.0,397,110,85,905
2198,-2.4400000000000026,0,1000,0.0,0.0,812,147,104,795
2199,-6.9220000000000095,0,1000,0.0,0.0,441,98,87,838
2200,103.63599999999994,3,1000,0.375,0.0,525,149,114,1124
2201,-11.852000000000013,0,1000,0.0,0.0,556,135,79,817
2202,-20.151999999999926,0,1000,0.0,0.0,392,131,52,775
2203,-3.1580000000000057,0,1000,0.0,0.0,393,143,62,997
2204,26.1200000000003,2,1000,0.25,0.0,481,98,12,296
2205,-6.631999999999984,0,1000,0.0,0.0,467,110,68,605
2206,-17.736000000000015,0,1000,0.0,0.0,510,133,71,841
2207,-6.725999999999754,1,1000,0.125,0.0,83,19,14,142
2208,10.392000000000733,1,1000,0.125,0.0,363,80,43,475
2209,-3.1319999999996178,1,1000,0.125,0.0,583,50,74,262
2210,26.832000000000274,1,1000,0.125,0.0,1137,142,134,798
2211,-10.32799999999988,1,1000,0.125,0.0,443,50,55,212
2212,-36.57999999999984,0,1000,0.0,0.0,547,73,76,388
2213,-19.06199999999981,0,1000,0.0,0.0,679,57,122,479
2214,-20.51999999999967,0,1000,0.0,0.0,899,125,83,542
2215,24.480000000000675,1,1000,0.125,0.0,813,150,94,784
2216,-11.943999999999967,0,1000,0.0,0.0,635,153,69,803
2217,-10.441999999999993,0,1000,0.0,0.0,875,161,95,773
2218,-18.87599999999984,0,1000,0.0,0.0,935,157,96,700
2219,14.940000000000584,1,1000,0.125,0.0,899,129,96,714
2220,19.128000000000664,1,1000,0.125,0.0,692,159,95,801
2221,-30.35799999999967,0,1000,0.0,0.0,897,133,54,449
2222,-0.3139999999996451,1,1000,0.125,0.0,902,142,85,458
2223,4.780000000000246,1,1000,0.125,0.0,982,134,82,519
2224,12.174000000000373,1,1000,0.125,0.0,848,151,117,802
2225,13.034000000000395,1,1000,0.125,0.0,720,140,111,855
2226,-12.151999999999957,0,1000,0.0,0.0,847,109,126,748
2227,-27.7939999999997,0,1000,0.0,0.0,868,115,112,568
2228,342.53000000000196,8,835,1.0,1.0,112,38,8,171
2229,14.774000000000225,1,1000,0.125,0.0,633,55,132,621
2230,16.168000000000838,1,1000,0.125,0.0,514,52,121,623
2231,10.904000000000543,1,1000,0.125,0.0,569,57,111,567
2232,-16.299999999999837,0,1000,0.0,0.0,614,63,114,522
2233,-13.631999999999946,0,1000,0.0,0.0,763,69,134,621
2234,17.502000000000354,1,1000,0.125,0.0,640,90,131,883
2235,25.86000000000053,1,1000,0.125,0.0,320,69,128,876
2236,24.49200000000054,1,1000,0.125,0.0,164,41,113,781
2237,25.854000000000582,1,1000,0.125,0.0,204,45,108,817
2238,-10.05199999999995,1,1000,0.125,0.0,336,49,39,361
2239,9.346000000000213,1,1000,0.125,0.0,534,107,79,527
2240,-21.32999999999966,0,1000,0.0,0.0,651,109,37,441
2241,-44.392000000000145,0,1000,0.0,0.0,68,10,11,99
2242,14.77600000000037,1,1000,0.125,0.0,714,77,101,614
2243,-22.39399999999966,0,1000,0.0,0.0,816,59,131,496
2244,-23.317999999999742,0,1000,0.0,0.0,764,110,133,625
2245,-24.447999999999727,0,1000,0.0,0.0,870,82,125,524
2246,-22.906000000000027,0,1000,0.0,0.0,499,92,79,590
2247,-17.966000000000026,0,1000,0.0,0.0,512,77,94,620
2248,151.73400000000404,6,1000,0.75,0.0,125,25,21,175
2249,6.780000000000022,0,1000,0.0,0.0,503,110,123,1013
2250,-24.669999999999717,0,1000,0.0,0.0,1012,119,137,571
2251,106.21199999999718,4,1000,0.5,0.0,494,52,113,562
2252,-31.749999999999957,0,1000,0.0,0.0,607,70,104,544
2253,156.7320000000006,6,1000,0.75,0.0,518,101,68,586
2254,4.704000000000084,1,1000,0.125,0.0,308,31,81,481
2255,8.108000000000262,1,1000,0.125,0.0,387,40,75,483
2256,97.0059999999979,4,1000,0.5,0.0,243,35,79,410
2257,95.29599999999934,4,1000,0.5,0.0,510,44,79,344
2258,100.6139999999978,4,1000,0.5,0.0,471,90,60,468
2259,-13.011999999999995,0,1000,0.0,0.0,634,93,107,767
2260,22.100000000000545,1,1000,0.125,0.0,570,91,118,744
2261,79.68999999999743,3,1000,0.375,0.0,928,108,135,668
2262,72.20199999999957,3,1000,0.375,0.0,478,62,69,470
2263,52.57399999999983,2,1000,0.25,0.0,774,134,96,741
2264,45.57200000000015,2,1000,0.25,0.0,789,127,54,547
2265,77.79399999999822,4,1000,0.5,0.0,337,50,21,145
2266,176.42000000000004,6,1000,0.75,0.0,421,46,103,534
2267,131.7620000000001,5,1000,0.625,0.0,604,90,104,651
2268,99.4579999999973,4,1000,0.5,0.0,847,82,126,501
2269,-33.13199999999959,0,1000,0.0,0.0,603,121,9,332
2270,81.24400000000004,3,1000,0.375,0.0,537,91,93,668
2271,155.15800000000127,6,1000,0.75,0.0,532,61,88,422
2272,26.348000000000322,2,1000,0.25,0.0,758,112,60,435
2273,-36.097999999999615,0,1000,0.0,0.0,1451,146,127,430
2274,59.05799999999822,3,1000,0.375,0.0,488,72,25,250
2275,64.8999999999958,3,1000,0.375,0.0,257,36,34,245
2276,70.51999999999876,3,1000,0.375,0.0,694,88,73,426
2277,125.20799999999997,5,1000,0.625,0.0,669,90,92,430
2278,-15.147999999999925,0,1000,0.0,0.0,1252,153,133,702
2279,116.52799999999847,4,1000,0.5,0.0,685,106,102,726
2280,-13.256000000000004,0,1000,0.0,0.0,741,136,82,722
2281,-10.117999999999974,0,1000,0.0,0.0,582,64,105,621
2282,76.87399999999846,3,1000,0.375,0.0,621,136,71,651
2283,84.36199999999984,4,1000,0.5,0.0,580,52,100,368
2284,-21.849999999999817,0,1000,0.0,0.0,621,122,94,796
2285,-39.50600000000018,0,1000,0.0,0.0,364,85,61,550
2286,3.660000000000118,1,1000,0.125,0.0,609,102,44,461
2287,66.92399999999738,3,1000,0.375,0.0,212,41,49,408
2288,63.885999999997274,3,1000,0.375,0.0,286,43,62,385
2289,80.27999999999965,3,1000,0.375,0.0,495,94,76,670
2290,-30.12799999999993,0,1000,0.0,0.0,605,53,99,479
2291,-6.7940000000000005,0,1000,0.0,0.0,612,155,103,1029
2292,-11.791999999999982,0,1000,0.0,0.0,579,117,91,875
2293,207.5380000000013,7,1000,0.875,0.0,361,131,50,764
2294,56.901999999997486,3,1000,0.375,0.0,452,70,48,305
2295,132.7940000000048,5,1000,0.625,0.0,253,72,35,396
2296,68.90799999999926,4,1000,0.5,0.0,403,81,27,326
2297,116.6300000000009,5,1000,0.625,0.0,411,57,79,516
2298,7.650000000000132,1,1000,0.125,0.0,967,116,142,638
2299,-3.0420000000000145,0,1000,0.0,0.0,785,116,119,823
2300,73.75399999999732,3,1000,0.375,0.0,1052,134,126,624
2301,63.39399999999888,3,1000,0.375,0.0,541,72,70,371
2302,47.03800000000019,3,1000,0.375,0.0,595,66,66,269
2303,-0.8240000000000078,0,1000,0.0,0.0,476,144,67,877
2304,-34.083999999999925,0,1000,0.0,0.0,478,79,63,408
2305,126.79800000000374,5,1000,0.625,0.0,994,72,153,383
2306,76.83199999999853,3,1000,0.375,0.0,489,70,88,615
2307,146.00200000000117,5,1000,0.625,0.0,395,88,88,738
2308,182.2060000000036,7,1000,0.875,0.0,448,50,34,215
2309,179.6140000000011,7,1000,0.875,0.0,275,47,38,284
2310,-29.923999999999722,0,1000,0.0,0.0,965,125,81,482
2311,59.55199999999993,2,1000,0.25,0.0,511,68,121,841
2312,40.57800000000021,2,1000,0.25,0.0,1024,132,89,592
2313,-7.713999999999787,1,1000,0.125,0.0,740,131,17,289
2314,70.36199999999708,3,1000,0.375,0.0,816,157,56,480
2315,89.23399999999782,4,1000,0.5,0.0,290,37,55,303
2316,69.72599999999811,3,1000,0.375,0.0,844,151,42,469
2317,2.85,0,1000,0.0,0.0,441,151,52,848
2318,-8.874000000000002,0,1000,0.0,0.0,792,167,79,682
2319,106.02599999999937,4,1000,0.5,0.0,523,56,104,561
2320,-25.887999999999668,0,1000,0.0,0.0,683,156,21,414
2321,-37.073999999999906,0,1000,0.0,0.0,992,98,117,421
2322,32.12200000000035,2,1000,0.25,0.0,553,117,22,371
2323,-18.51999999999986,0,1000,0.0,0.0,1131,140,115,615
2324,0.20800000000021635,1,1000,0.125,0.0,1344,139,146,539
2325,-25.90999999999966,0,1000,0.0,0.0,1311,162,107,466
2326,-21.955999999999847,0,1000,0.0,0.0,574,123,26,593
2327,-17.58799999999992,0,1000,0.0,0.0,595,98,85,530
2328,-39.71800000000007,0,1000,0.0,0.0,370,58,26,256
2329,53.929999999999005,2,1000,0.25,0.0,808,74,136,635
2330,100.44599999999785,4,1000,0.5,0.0,434,29,115,429
2331,-10.879999999999992,0,1000,0.0,0.0,619,153,58,811
2332,368.70600000000013,8,581,1.0,1.0,187,72,21,434
2333,152.75800000000427,6,1000,0.75,0.0,271,46,28,212
2334,176.19800000000168,6,1000,0.75,0.0,322,88,24,540
2335,-9.284000000000008,0,1000,0.0,0.0,806,136,103,735
2336,-17.195999999999923,0,1000,0.0,0.0,1134,161,110,600
2337,192.434000000005,7,1000,0.875,0.0,308,87,19,300
2338,186.5520000000037,7,1000,0.875,0.0,202,49,41,291
2339,77.65999999999941,3,1000,0.375,0.0,764,90,103,498
2340,118.3219999999983,4,1000,0.5,0.0,339,28,124,669
2341,-21.793999999999688,0,1000,0.0,0.0,509,13,119,378
2342,-23.23199999999971,0,1000,0.0,0.0,549,66,91,500
2343,-43.867999999999945,0,1000,0.0,0.0,173,19,42,173
2344,-33.69599999999969,0,1000,0.0,0.0,460,41,102,362
2345,-36.53399999999984,0,1000,0.0,0.0,174,22,43,226
2346,64.53799999999882,3,1000,0.375,0.0,761,117,92,609
2347,13.246000000000793,1,1000,0.125,0.0,960,94,125,575
2348,12.856000000000769,1,1000,0.125,0.0,914,94,136,581
2349,9.492000000000647,1,1000,0.125,0.0,1011,108,140,565
2350,17.22800000000086,1,1000,0.125,0.0,1031,119,133,675
2351,0.11199999999999198,0,1000,0.0,0.0,572,105,115,907
2352,-25.059999999999683,0,1000,0.0,0.0,337,81,58,554
2353,26.38599999999958,2,1000,0.25,0.0,568,111,46,443
2354,-27.315999999999757,0,1000,0.0,0.0,374,45,91,520
2355,-23.53799999999975,0,1000,0.0,0.0,507,46,97,570
2356,-21.659999999999837,0,1000,0.0,0.0,557,66,110,601
2357,-22.61799999999995,0,1000,0.0,0.0,437,46,113,586
2358,-19.299999999999798,0,1000,0.0,0.0,414,71,106,722
2359,31.86400000000017,2,1000,0.25,0.0,471,79,48,400
2360,53.981999999999225,3,1000,0.375,0.0,262,53,49,304
2361,-50.9440000000001,0,1000,0.0,0.0,358,60,20,211
2362,52.4280000000001,3,1000,0.375,0.0,304,42,46,331
2363,-31.958000000000027,0,1000,0.0,0.0,430,125,44,506
2364,4.884000000000001,0,1000,0.0,0.0,321,123,68,925
2365,135.87800000000112,6,1000,0.75,0.0,242,31,26,180
2366,-20.553999999999874,0,1000,0.0,0.0,926,130,129,630
2367,-16.18,0,1000,0.0,0.0,861,96,131,682
2368,140.86600000000337,5,1000,0.625,0.0,296,70,46,541
2369,2.2239999999999664,0,1000,0.0,0.0,352,101,70,765
2370,38.98400000000012,2,1000,0.25,0.0,805,124,66,468
2371,-2.2400000000000007,0,1000,0.0,0.0,549,72,100,730
