episodio,recompensa,entregas,steps,taxa_sucesso,sucesso_completo,colisoes,falha_r1,falha_r2,distancia
2372,-8.34599999999988,0,1000,0.0,0.0,461,113,123,1044
2373,-22.201999999999707,0,1000,0.0,0.0,721,24,139,397
2374,190.84000000000395,7,1000,0.875,0.0,236,46,44,365
2375,97.66399999999607,4,1000,0.5,0.0,406,93,39,351
2376,58.35999999999556,3,1000,0.375,0.0,337,7,61,143
2377,-13.757999999999985,0,1000,0.0,0.0,717,77,132,549
2378,-7.300000000000003,0,1000,0.0,0.0,691,110,112,793
2379,96.91399999999646,4,1000,0.5,0.0,607,29,135,378
2380,-25.945999999999792,0,1000,0.0,0.0,496,66,78,493
2381,-17.86199999999991,0,1000,0.0,0.0,591,83,84,570
2382,123.02200000000074,5,1000,0.625,0.0,491,59,90,416
2383,5.5140000000002845,1,1000,0.125,0.0,802,43,132,469
2384,130.25800000000388,5,1000,0.625,0.0,1004,95,157,485
2385,145.4560000000025,5,1000,0.625,0.0,455,118,27,594
2386,-19.547999999999906,0,1000,0.0,0.0,651,90,106,708
2387,-7.922000000000002,0,1000,0.0,0.0,684,139,64,695
2388,-23.149999999999707,0,1000,0.0,0.0,849,145,76,544
2389,43.952000000000076,2,1000,0.25,0.0,873,151,74,571
2390,8.558000000000371,1,1000,0.125,0.0,1125,119,143,553
2391,-32.71399999999963,0,1000,0.0,0.0,1327,155,141,505
2392,-24.309999999999626,0,1000,0.0,0.0,1029,150,79,499
2393,-19.50199999999982,0,1000,0.0,0.0,1259,145,139,552
2394,-27.059999999999555,0,1000,0.0,0.0,1135,147,84,445
2395,74.73199999999748,3,1000,0.375,0.0,754,67,129,558
2396,40.82800000000016,2,1000,0.25,0.0,694,66,131,515
2397,-2.6900000000000106,0,1000,0.0,0.0,549,113,123,926
2398,61.411999999999985,2,1000,0.25,0.0,550,142,72,918
2399,54.7799999999998,2,1000,0.25,0.0,747,153,77,780
2400,-21.203999999999773,0,1000,0.0,0.0,1260,161,144,626
2401,-40.47200000000016,0,1000,0.0,0.0,705,32,140,420
2402,-14.283999999999928,0,1000,0.0,0.0,686,36,122,509
2403,-37.741999999999514,0,1000,0.0,0.0,1411,119,132,414
2404,140.04400000000095,4,1000,0.5,0.0,484,104,86,967
2405,-22.141999999999864,0,1000,0.0,0.0,888,116,93,541
2406,117.9999999999998,4,1000,0.5,0.0,414,105,60,665
2407,8.536000000000657,1,1000,0.125,0.0,1026,102,142,575
2408,71.49999999999703,3,1000,0.375,0.0,780,126,47,428
2409,160.99600000000063,6,1000,0.75,0.0,801,55,143,509
2410,104.00999999999749,4,1000,0.5,0.0,733,81,111,516
2411,64.22399999999631,3,1000,0.375,0.0,437,36,79,318
2412,202.08000000000152,7,1000,0.875,0.0,603,40,117,607
2413,-26.58199999999975,0,1000,0.0,0.0,1043,85,112,400
2414,74.9659999999983,3,1000,0.375,0.0,935,126,102,637
2415,-27.341999999999782,0,1000,0.0,0.0,1212,133,153,494
2416,-26.563999999999595,0,1000,0.0,0.0,794,107,56,344
2417,-30.58799999999979,0,1000,0.0,0.0,602,34,108,363
2418,71.07199999999982,3,1000,0.375,0.0,352,41,58,396
2419,167.13800000000077,6,1000,0.75,0.0,645,108,53,489
2420,-21.76199999999982,0,1000,0.0,0.0,1308,131,148,567
2421,93.36399999999901,4,1000,0.5,0.0,742,28,143,430
2422,139.4180000000005,5,1000,0.625,0.0,979,127,109,589
2423,105.3840000000013,4,1000,0.5,0.0,485,80,83,617
2424,117.62199999999915,5,1000,0.625,0.0,523,45,89,356
2425,52.83400000000006,2,1000,0.25,0.0,975,160,148,827
2426,102.76399999999914,3,1000,0.375,0.0,803,134,126,999
2427,-28.929999999999566,0,1000,0.0,0.0,1012,88,90,412
2428,-30.679999999999996,0,1000,0.0,0.0,651,148,65,663
2429,-36.865999999999836,0,1000,0.0,0.0,574,86,69,304
2430,-21.45999999999981,0,1000,0.0,0.0,914,100,95,436
2431,-47.724000000000075,0,1000,0.0,0.0,809,116,60,422
2432,-47.03799999999992,0,1000,0.0,0.0,993,100,82,379
2433,-18.147999999999833,0,1000,0.0,0.0,951,81,150,583
2434,-2.5980000000000087,0,1000,0.0,0.0,734,112,135,799
2435,-37.23999999999977,0,1000,0.0,0.0,1123,103,113,435
2436,87.53999999999941,3,1000,0.375,0.0,543,79,135,799
2437,-41.71399999999978,0,1000,0.0,0.0,1076,112,122,420
2438,-38.54399999999986,0,1000,0.0,0.0,1014,115,108,479
2439,34.15000000000023,2,1000,0.25,0.0,971,114,81,497
2440,-36.50799999999998,0,1000,0.0,0.0,768,85,90,517
2441,-29.55199999999977,0,1000,0.0,0.0,896,134,113,590
2442,-25.68599999999968,0,1000,0.0,0.0,760,104,62,449
2443,-9.987999999999971,0,1000,0.0,0.0,538,115,94,816
2444,-20.239999999999757,0,1000,0.0,0.0,764,69,106,495
2445,-1.2500000000000109,0,1000,0.0,0.0,651,115,116,1022
2446,35.51800000000013,2,1000,0.25,0.0,514,29,115,442
2447,-6.648000000000009,0,1000,0.0,0.0,763,112,110,889
2448,-7.984000000000008,0,1000,0.0,0.0,595,135,110,930
2449,-9.599999999999943,0,1000,0.0,0.0,574,85,145,1010
2450,-1.8540000000000105,0,1000,0.0,0.0,570,115,123,1019
2451,-17.83599999999989,0,1000,0.0,0.0,983,112,116,657
2452,86.47199999999988,3,1000,0.375,0.0,714,141,99,892
2453,122.17199999999958,4,1000,0.5,0.0,557,131,113,961
2454,48.908000000000065,2,1000,0.25,0.0,456,127,95,785
2455,-50.53200000000028,0,1000,0.0,0.0,504,47,63,383
2456,63.937999999999484,3,1000,0.375,0.0,298,72,63,543
2457,-3.1140000000000123,0,1000,0.0,0.0,478,120,77,898
2458,-20.615999999999868,0,1000,0.0,0.0,962,126,118,657
2459,-6.232000000000013,0,1000,0.0,0.0,144,115,53,924
2460,54.30799999999995,2,1000,0.25,0.0,393,122,80,920
2461,-24.469999999999917,0,1000,0.0,0.0,579,139,47,655
2462,-21.323999999999813,0,1000,0.0,0.0,658,135,23,509
2463,-22.10599999999974,0,1000,0.0,0.0,633,145,30,474
2464,-35.835999999999956,0,1000,0.0,0.0,840,125,52,481
2465,-32.335999999999856,0,1000,0.0,0.0,658,102,57,408
2466,-44.916000000000174,0,1000,0.0,0.0,571,93,65,362
2467,66.25799999999998,3,1000,0.375,0.0,345,112,17,502
2468,67.53599999999776,3,1000,0.375,0.0,653,134,73,536
2469,88.78599999999977,4,1000,0.5,0.0,733,69,93,367
2470,-22.12599999999969,0,1000,0.0,0.0,713,87,81,407
2471,-12.863999999999935,0,1000,0.0,0.0,1001,132,101,671
2472,-17.565999999999875,0,1000,0.0,0.0,901,131,98,632
2473,34.312000000000104,2,1000,0.25,0.0,1278,142,118,516
2474,-17.2439999999998,0,1000,0.0,0.0,966,92,108,471
2475,-24.091999999999736,0,1000,0.0,0.0,1002,111,111,544
2476,-29.471999999999653,0,1000,0.0,0.0,950,129,95,484
2477,-22.78599999999968,0,1000,0.0,0.0,926,78,103,405
2478,36.47400000000026,2,1000,0.25,0.0,1136,129,111,534
2479,70.11999999999692,3,1000,0.375,0.0,925,137,68,500
2480,7.214000000000069,1,1000,0.125,0.0,742,74,131,614
2481,77.58399999999807,3,1000,0.375,0.0,810,121,94,641
2482,93.81799999999812,4,1000,0.5,0.0,1023,134,96,463
2483,72.31799999999657,3,1000,0.375,0.0,508,69,71,447
2484,48.17000000000046,2,1000,0.25,0.0,783,73,126,558
2485,-23.701999999999703,0,1000,0.0,0.0,1068,138,114,555
2486,-21.951999999999845,0,1000,0.0,0.0,1071,65,128,436
2487,-26.181999999999583,0,1000,0.0,0.0,308,25,38,206
2488,-24.25399999999974,0,1000,0.0,0.0,664,51,112,401
2489,-12.843999999999957,0,1000,0.0,0.0,661,62,112,579
2490,-21.843999999999816,0,1000,0.0,0.0,603,71,112,548
2491,66.54399999999967,3,1000,0.375,0.0,763,56,123,452
2492,64.75600000000001,2,1000,0.25,0.0,473,87,125,853
2493,84.81599999999928,3,1000,0.375,0.0,574,108,105,829
2494,94.39399999999878,3,1000,0.375,0.0,636,145,100,952
2495,85.67799999999802,3,1000,0.375,0.0,689,102,100,705
2496,-36.44399999999995,0,1000,0.0,0.0,561,58,88,347
2497,179.3960000000013,6,1000,0.75,0.0,492,84,93,706
2498,35.578000000000145,2,1000,0.25,0.0,630,140,8,401
2499,87.95399999999816,3,1000,0.375,0.0,446,120,56,775
2500,-1.6280000000000152,0,1000,0.0,0.0,362,142,36,759
2501,96.42799999999843,3,1000,0.375,0.0,460,111,87,846
2502,0.0160000000003602,1,1000,0.125,0.0,139,16,44,310
2503,-26.04599999999967,0,1000,0.0,0.0,955,90,120,434
2504,-12.991999999999972,0,1000,0.0,0.0,675,105,85,477
2505,51.84600000000009,2,1000,0.25,0.0,1091,118,127,683
2506,35.773999999999944,2,1000,0.25,0.0,687,41,148,477
2507,-29.199999999999612,0,1000,0.0,0.0,1358,123,149,462
2508,51.75,2,1000,0.25,0.0,440,150,64,919
2509,-19.79399999999978,0,1000,0.0,0.0,1132,128,120,554
2510,-6.336000000000011,0,1000,0.0,0.0,950,134,116,739
2511,-10.885999999999981,0,1000,0.0,0.0,898,100,141,770
2512,-7.320000000000011,0,1000,0.0,0.0,784,131,108,718
2513,-20.379999999999868,0,1000,0.0,0.0,527,70,48,383
2514,82.64199999999995,3,1000,0.375,0.0,1003,166,137,860
2515,-36.36199999999986,0,1000,0.0,0.0,963,85,121,474
2516,-10.953999999999988,0,1000,0.0,0.0,907,141,80,566
2517,-34.89200000000019,0,1000,0.0,0.0,334,78,40,406
2518,-15.37799999999985,0,1000,0.0,0.0,1232,148,118,593
2519,-48.02999999999996,0,1000,0.0,0.0,359,84,13,242
2520,-31.115999999999584,0,1000,0.0,0.0,837,145,35,334
2521,-31.565999999999683,0,1000,0.0,0.0,878,126,82,497
2522,-5.232000000000017,0,1000,0.0,0.0,657,84,88,592
2523,11.905999999999931,0,1000,0.0,0.0,668,139,121,991
2524,-26.837999999999816,0,1000,0.0,0.0,969,130,120,796
2525,139.86800000000122,5,1000,0.625,0.0,395,79,80,662
2526,83.8599999999992,3,1000,0.375,0.0,658,102,94,656
2527,-5.890000000000012,0,1000,0.0,0.0,843,128,115,728
2528,-12.949999999999948,0,1000,0.0,0.0,1091,145,117,657
2529,-14.765999999999892,0,1000,0.0,0.0,426,51,106,644
2530,-38.952000000000055,0,1000,0.0,0.0,798,56,124,376
2531,-20.937999999999853,0,1000,0.0,0.0,897,92,121,535
2532,-10.091999999999993,0,1000,0.0,0.0,639,160,62,680
2533,88.11799999999873,3,1000,0.375,0.0,620,133,69,719
2534,65.68399999999617,3,1000,0.375,0.0,684,145,38,432
2535,-18.013999999999953,0,1000,0.0,0.0,1120,143,131,655
2536,-22.94399999999956,0,1000,0.0,0.0,585,49,100,459
2537,24.62200000000041,2,1000,0.25,0.0,705,89,66,361
2538,-14.591999999999931,0,1000,0.0,0.0,883,144,83,635
2539,-42.66799999999979,0,1000,0.0,0.0,718,144,12,318
2540,-23.685999999999687,0,1000,0.0,0.0,1181,114,159,517
2541,113.33599999999882,4,1000,0.5,0.0,699,152,80,753
2542,-2.810000000000014,0,1000,0.0,0.0,741,146,120,956
2543,-14.189999999999955,0,1000,0.0,0.0,1139,154,165,784
2544,-20.583999999999804,0,1000,0.0,0.0,862,115,80,711
2545,-22.18799999999971,0,1000,0.0,0.0,900,81,117,495
2546,-10.226000000000004,0,1000,0.0,0.0,846,124,130,848
2547,-16.737999999999925,0,1000,0.0,0.0,832,158,122,902
2548,-37.651999999999845,0,1000,0.0,0.0,802,120,21,299
2549,60.03600000000109,3,1000,0.375,0.0,812,58,118,387
2550,-1.758000000000013,0,1000,0.0,0.0,1091,132,135,803
2551,58.22799999999976,2,1000,0.25,0.0,559,169,53,845
2552,-25.371999999999726,0,1000,0.0,0.0,1370,177,158,612
2553,-30.603999999999555,0,1000,0.0,0.0,1417,125,153,479
2554,-25.05399999999975,0,1000,0.0,0.0,1208,102,146,439
2555,-17.55200000000002,0,1000,0.0,0.0,985,141,105,684
2556,-26.767999999999574,0,1000,0.0,0.0,1362,130,120,449
2557,-31.729999999999546,0,1000,0.0,0.0,998,134,50,339
2558,89.99399999999974,3,1000,0.375,0.0,579,127,69,775
2559,-15.429999999999913,0,1000,0.0,0.0,1189,124,135,654
2560,-19.161999999999768,0,1000,0.0,0.0,1167,134,126,518
2561,-22.383999999999745,0,1000,0.0,0.0,921,141,63,372
2562,-13.607999999999944,0,1000,0.0,0.0,281,57,46,440
2563,-22.7,0,1000,0.0,0.0,569,97,30,326
2564,-2.957999999999983,0,1000,0.0,0.0,747,93,139,829
2565,10.01400000000002,0,1000,0.0,0.0,714,130,142,996
2566,-6.134000000000009,0,1000,0.0,0.0,779,110,148,909
2567,1.4359999999999924,0,1000,0.0,0.0,735,133,133,1012
2568,3.633999999999999,0,1000,0.0,0.0,710,118,128,990
2569,0.9179999999999834,0,1000,0.0,0.0,737,119,151,1013
2570,15.496000000000226,1,1000,0.125,0.0,607,89,121,671
2571,-0.10399999999999623,0,1000,0.0,0.0,695,119,129,969
2572,21.432000000000166,1,1000,0.125,0.0,895,122,123,717
2573,6.388000000000001,0,1000,0.0,0.0,679,106,134,1008
2574,3.1720000000000104,0,1000,0.0,0.0,750,127,125,1029
2575,36.93200000000033,2,1000,0.25,0.0,891,127,64,453
2576,9.42599999999999,0,1000,0.0,0.0,711,127,129,1127
2577,4.786000000000004,0,1000,0.0,0.0,775,120,130,1041
2578,6.875999999999999,0,1000,0.0,0.0,748,136,141,1088
2579,1.5540000000000023,0,1000,0.0,0.0,811,150,130,989
2580,142.39600000000098,5,1000,0.625,0.0,788,150,104,770
2581,2.623999999999992,0,1000,0.0,0.0,554,136,123,1048
2582,-24.741999999999734,0,1000,0.0,0.0,1046,126,128,547
2583,49.18799999999996,2,1000,0.25,0.0,1109,118,155,665
2584,3.5260000000000296,1,1000,0.125,0.0,519,81,64,446
2585,-12.08399999999994,0,1000,0.0,0.0,400,61,112,694
2586,-25.155999999999512,0,1000,0.0,0.0,677,51,107,486
2587,-19.41199999999972,0,1000,0.0,0.0,546,49,135,561
2588,-20.57199999999974,0,1000,0.0,0.0,603,47,118,503
2589,-16.313999999999844,0,1000,0.0,0.0,505,55,108,559
2590,-9.92399999999999,0,1000,0.0,0.0,391,71,81,513
2591,-12.005999999999903,0,1000,0.0,0.0,500,105,107,885
2592,-14.269999999999776,0,1000,0.0,0.0,461,42,90,481
2593,126.60600000000173,5,1000,0.625,0.0,497,42,73,376
2594,-28.345999999999595,0,1000,0.0,0.0,226,10,51,160
2595,-14.351999999999954,0,1000,0.0,0.0,1146,111,118,567
2596,-6.70000000000002,0,1000,0.0,0.0,572,115,98,848
2597,-7.566000000000013,0,1000,0.0,0.0,650,89,103,786
2598,-13.801999999999959,0,1000,0.0,0.0,719,106,98,682
2599,-22.399999999999718,0,1000,0.0,0.0,1305,160,150,645
2600,71.0099999999994,3,1000,0.375,0.0,335,26,107,593
2601,-21.123999999999665,0,1000,0.0,0.0,391,47,52,330
2602,-19.74799999999989,0,1000,0.0,0.0,1084,94,123,474
2603,-43.584000000000174,0,1000,0.0,0.0,520,27,101,409
2604,30.026000000000607,2,1000,0.25,0.0,258,47,30,213
2605,-29.153999999999794,0,1000,0.0,0.0,846,100,97,468
2606,-25.911999999999637,0,1000,0.0,0.0,652,104,40,272
2607,-32.01399999999951,0,1000,0.0,0.0,589,14,137,332
2608,-24.735999999999674,0,1000,0.0,0.0,581,123,10,281
2609,-34.91199999999946,0,1000,0.0,0.0,262,21,37,146
2610,28.93400000000058,2,1000,0.25,0.0,573,52,86,296
2611,56.73399999999995,3,1000,0.375,0.0,481,78,56,372
2612,-16.708000000000034,0,1000,0.0,0.0,748,121,95,652
2613,-28.757999999999544,0,1000,0.0,0.0,99,24,11,142
2614,-11.441999999999991,0,1000,0.0,0.0,458,114,44,511
2615,1.5399999999999883,0,1000,0.0,0.0,679,135,106,1001
2616,-30.673999999999904,0,1000,0.0,0.0,185,59,28,353
2617,-34.01999999999945,0,1000,0.0,0.0,426,10,86,215
2618,-24.597999999999733,0,1000,0.0,0.0,1266,128,122,492
2619,-30.589999999999772,0,1000,0.0,0.0,158,35,6,101
2620,61.16199999999688,3,1000,0.375,0.0,541,79,28,254
2621,-24.8139999999996,0,1000,0.0,0.0,790,108,75,399
2622,30.032000000000302,2,1000,0.25,0.0,419,90,22,324
2623,-21.583999999999833,0,1000,0.0,0.0,543,88,34,303
2624,66.93599999999599,3,1000,0.375,0.0,334,40,29,215
2625,181.7500000000004,7,1000,0.875,0.0,267,29,74,368
2626,-28.19999999999969,0,1000,0.0,0.0,989,132,67,464
2627,-30.30199999999971,0,1000,0.0,0.0,978,163,69,495
2628,-28.511999999999563,0,1000,0.0,0.0,826,107,63,327
2629,-27.571999999999814,0,1000,0.0,0.0,912,145,69,497
2630,-23.893999999999853,0,1000,0.0,0.0,880,152,80,603
2631,-14.57200000000001,0,1000,0.0,0.0,903,152,83,703
2632,-22.60999999999977,0,1000,0.0,0.0,977,165,90,570
2633,-0.909999999999996,0,1000,0.0,0.0,824,148,119,907
2634,-27.46400000000004,0,1000,0.0,0.0,738,82,120,558
2635,-4.758000000000012,0,1000,0.0,0.0,952,147,103,827
2636,-11.613999999999962,0,1000,0.0,0.0,946,143,134,823
2637,-6.040000000000002,0,1000,0.0,0.0,856,113,130,808
2638,-7.838000000000002,0,1000,0.0,0.0,708,86,143,786
2639,-20.793999999999723,0,1000,0.0,0.0,702,88,73,462
2640,-6.534000000000016,0,1000,0.0,0.0,585,83,117,731
2641,-4.512000000000004,0,1000,0.0,0.0,551,79,117,824
2642,-30.057999999999627,0,1000,0.0,0.0,1239,122,137,526
2643,-32.38599999999961,0,1000,0.0,0.0,708,134,36,379
2644,-29.80399999999961,0,1000,0.0,0.0,486,63,52,438
2645,-27.397999999999577,0,1000,0.0,0.0,622,56,102,452
2646,7.107999999999997,0,1000,0.0,0.0,867,141,137,929
2647,-21.58399999999984,0,1000,0.0,0.0,867,131,95,583
2648,-20.593999999999753,0,1000,0.0,0.0,729,92,69,477
2649,-0.7639999999999766,0,1000,0.0,0.0,605,124,106,889
2650,-20.419999999999746,0,1000,0.0,0.0,786,109,85,508
2651,-14.657999999999944,0,1000,0.0,0.0,549,99,93,649
2652,-20.2319999999998,0,1000,0.0,0.0,1232,126,142,536
2653,35.83600000000029,2,1000,0.25,0.0,240,35,59,380
2654,-36.859999999999786,0,1000,0.0,0.0,868,121,47,363
2655,7.114000000000231,1,1000,0.125,0.0,1199,121,160,595
2656,-29.469999999999988,0,1000,0.0,0.0,846,70,137,581
2657,-27.42999999999989,0,1000,0.0,0.0,820,124,65,544
2658,-43.25400000000018,0,1000,0.0,0.0,298,35,83,446
2659,-16.665999999999922,0,1000,0.0,0.0,992,119,120,720
2660,-22.965999999999806,0,1000,0.0,0.0,1130,150,139,647
2661,-14.259999999999918,0,1000,0.0,0.0,526,103,92,608
2662,1.116000000000005,0,1000,0.0,0.0,373,127,118,1130
2663,-32.1239999999996,0,1000,0.0,0.0,363,28,70,254
2664,-32.565999999999725,0,1000,0.0,0.0,647,59,93,391
2665,-11.547999999999966,0,1000,0.0,0.0,976,148,129,827
2666,-33.90599999999955,0,1000,0.0,0.0,1507,135,145,459
2667,4.582000000000025,0,1000,0.0,0.0,442,159,87,1153
2668,128.60400000000075,4,1000,0.5,0.0,723,135,125,1022
2669,-9.974000000000007,0,1000,0.0,0.0,1057,161,128,793
2670,-10.20999999999999,0,1000,0.0,0.0,1165,123,162,759
2671,-22.86799999999968,0,1000,0.0,0.0,1207,140,134,581
2672,-3.1880000000000077,0,1000,0.0,0.0,822,135,109,869
2673,-24.265999999999714,0,1000,0.0,0.0,1403,154,142,520
2674,-13.975999999999928,0,1000,0.0,0.0,738,136,96,651
2675,33.2880000000004,2,1000,0.25,0.0,792,160,35,418
2676,-11.117999999999983,0,1000,0.0,0.0,1094,137,125,659
2677,-22.60999999999974,0,1000,0.0,0.0,1038,119,111,510
2678,-16.485999999999922,0,1000,0.0,0.0,1226,157,145,710
2679,17.368000000000016,0,1000,0.0,0.0,883,140,133,1006
2680,2.508000000000052,1,1000,0.125,0.0,1110,136,120,552
2681,62.4079999999977,3,1000,0.375,0.0,187,48,23,323
2682,70.58199999999914,2,1000,0.25,0.0,290,100,89,1030
2683,87.4200000000001,2,1000,0.25,0.0,539,97,162,1144
2684,10.562000000000014,0,1000,0.0,0.0,315,90,82,1054
2685,-30.16399999999981,0,1000,0.0,0.0,1146,135,87,488
2686,-29.33799999999984,0,1000,0.0,0.0,1084,153,97,532
2687,-16.98599999999998,0,1000,0.0,0.0,687,99,133,696
2688,-5.808000000000011,0,1000,0.0,0.0,682,114,92,653
2689,59.669999999999646,2,1000,0.25,0.0,721,144,107,885
2690,18.428000000000175,1,1000,0.125,0.0,892,151,107,686
2691,-23.61399999999984,0,1000,0.0,0.0,496,138,14,568
2692,-28.01199999999974,0,1000,0.0,0.0,639,126,12,436
2693,-33.75199999999972,0,1000,0.0,0.0,719,149,28,420
2694,-35.37399999999971,0,1000,0.0,0.0,701,164,15,400
2695,-37.17999999999978,0,1000,0.0,0.0,750,147,17,364
2696,-36.73399999999976,0,1000,0.0,0.0,744,141,38,390
2697,-16.015999999999867,0,1000,0.0,0.0,603,86,94,609
2698,-41.19399999999981,0,1000,0.0,0.0,717,143,31,355
2699,-38.33999999999974,0,1000,0.0,0.0,792,117,46,383
2700,12.990000000000173,1,1000,0.125,0.0,334,124,22,536
2701,-36.93799999999973,0,1000,0.0,0.0,588,121,13,325
2702,-2.235999999999487,1,1000,0.125,0.0,1114,122,109,470
2703,-32.86199999999982,0,1000,0.0,0.0,607,107,69,554
2704,-29.967999999999645,0,1000,0.0,0.0,1108,152,95,499
2705,-25.475999999999733,0,1000,0.0,0.0,978,136,102,542
2706,-39.63599999999979,0,1000,0.0,0.0,801,142,47,422
2707,-42.601999999999826,0,1000,0.0,0.0,864,144,41,387
2708,-39.33799999999975,0,1000,0.0,0.0,754,160,30,411
2709,-13.92999999999995,0,1000,0.0,0.0,501,173,18,601
2710,-6.798000000000007,0,1000,0.0,0.0,753,80,124,665
2711,-58.82600000000021,0,1000,0.0,0.0,590,104,16,234
2712,-31.622000000000035,0,1000,0.0,0.0,591,122,17,397
2713,-52.57600000000028,0,1000,0.0,0.0,666,117,10,291
2714,-39.70200000000006,0,1000,0.0,0.0,738,127,32,372
2715,45.216000000000086,2,1000,0.25,0.0,631,134,39,519
2716,66.82399999999862,3,1000,0.375,0.0,575,55,90,369
2717,8.098000000000214,1,1000,0.125,0.0,742,126,53,367
2718,-21.833999999999754,0,1000,0.0,0.0,995,155,89,495
2719,62.89199999999687,3,1000,0.375,0.0,956,76,132,385
2720,-28.791999999999813,0,1000,0.0,0.0,476,56,97,396
2721,-28.27399999999962,0,1000,0.0,0.0,1356,140,129,495
2722,98.06599999999875,4,1000,0.5,0.0,493,113,21,450
2723,58.24999999999865,3,1000,0.375,0.0,884,134,77,441
2724,-8.639999999999999,0,1000,0.0,0.0,393,131,15,641
2725,-31.78399999999957,0,1000,0.0,0.0,1049,154,94,429
2726,-42.29400000000003,0,1000,0.0,0.0,630,125,13,264
2727,26.595999999999606,3,1000,0.375,0.0,119,21,22,134
2728,9.01600000000059,1,1000,0.125,0.0,1245,141,138,560
2729,54.15799999999978,3,1000,0.375,0.0,969,134,70,387
2730,-29.65599999999972,0,1000,0.0,0.0,917,145,67,521
2731,-8.940000000000005,0,1000,0.0,0.0,612,129,44,628
2732,72.6139999999965,3,1000,0.375,0.0,367,81,41,441
2733,-7.6520000000000294,0,1000,0.0,0.0,521,118,64,690
2734,-40.85400000000014,0,1000,0.0,0.0,697,134,21,371
2735,6.439999999999996,0,1000,0.0,0.0,663,151,116,1067
2736,105.60399999999997,3,1000,0.375,0.0,525,136,104,1044
2737,95.17399999999517,4,1000,0.5,0.0,343,55,14,198
2738,47.07200000000021,2,1000,0.25,0.0,1128,151,117,642
2739,22.817999999999692,2,1000,0.25,0.0,440,102,29,354
2740,73.3539999999988,3,1000,0.375,0.0,513,56,106,461
2741,-23.559999999999825,0,1000,0.0,0.0,1137,174,110,609
2742,38.06800000000015,2,1000,0.25,0.0,810,159,40,487
2743,-26.151999999999997,0,1000,0.0,0.0,526,140,28,646
2744,35.86600000000035,2,1000,0.25,0.0,576,32,94,392
2745,-12.30399999999998,0,1000,0.0,0.0,1007,152,153,798
2746,56.25000000000054,3,1000,0.375,0.0,697,135,55,465
2747,58.59599999999682,3,1000,0.375,0.0,816,14,142,277
2748,67.62599999999732,3,1000,0.375,0.0,1125,137,120,538
2749,-29.815999999999608,0,1000,0.0,0.0,923,131,94,499
2750,10.028000000000644,1,1000,0.125,0.0,213,71,34,458
2751,9.22800000000072,1,1000,0.125,0.0,168,50,34,382
2752,-13.399999999999965,0,1000,0.0,0.0,1012,145,117,736
2753,19.208000000000435,1,1000,0.125,0.0,464,96,56,690
2754,-25.857999999999656,0,1000,0.0,0.0,1395,125,141,498
2755,-21.605999999999757,0,1000,0.0,0.0,1427,128,150,497
2756,26.74600000000053,2,1000,0.25,0.0,752,37,124,317
2757,12.682000000000658,1,1000,0.125,0.0,262,87,30,494
2758,108.58199999999741,4,1000,0.5,0.0,869,142,79,623
2759,73.60999999999882,3,1000,0.375,0.0,732,122,91,678
2760,27.73000000000046,2,1000,0.25,0.0,313,39,36,290
2761,-32.8519999999996,0,1000,0.0,0.0,910,67,151,421
2762,-26.67999999999968,0,1000,0.0,0.0,746,156,44,365
2763,35.90799999999988,1,1000,0.125,0.0,584,139,76,868
2764,6.87199999999999,0,1000,0.0,0.0,1023,150,149,882
2765,98.66999999999645,4,1000,0.5,0.0,682,154,22,420
2766,-22.377999999999677,0,1000,0.0,0.0,668,141,26,413
2767,78.18799999999878,2,1000,0.25,0.0,521,129,109,1081
2768,100.4739999999989,4,1000,0.5,0.0,591,85,65,464
2769,-24.60199999999969,0,1000,0.0,0.0,1280,147,112,432
2770,-22.85399999999977,0,1000,0.0,0.0,1191,134,142,497
2771,-6.9939999999998035,1,1000,0.125,0.0,974,75,162,428
2772,74.75599999999756,3,1000,0.375,0.0,868,69,136,590
2773,-31.247999999999443,0,1000,0.0,0.0,1153,134,94,355
2774,104.34999999999894,4,1000,0.5,0.0,1001,98,113,521
2775,100.16599999999949,4,1000,0.5,0.0,741,57,112,465
2776,7.352000000000074,0,1000,0.0,0.0,545,115,87,829
2777,-18.541999999999895,0,1000,0.0,0.0,972,102,100,454
2778,-9.944000000000008,0,1000,0.0,0.0,289,72,46,563
2779,-20.197999999999833,0,1000,0.0,0.0,627,117,28,372
2780,-8.609999999999989,0,1000,0.0,0.0,662,149,63,717
2781,128.15000000000074,5,1000,0.625,0.0,563,125,42,475
2782,8.72000000000005,0,1000,0.0,0.0,433,133,81,1009
2783,-45.75800000000002,0,1000,0.0,0.0,226,6,43,191
2784,-14.627999999999915,0,1000,0.0,0.0,705,110,51,418
2785,100.26599999999664,4,1000,0.5,0.0,699,109,52,412
2786,-24.303999999999608,0,1000,0.0,0.0,901,96,104,421
2787,-35.01999999999987,0,1000,0.0,0.0,281,3,84,282
2788,21.94400000000034,1,1000,0.125,0.0,894,104,130,733
2789,-21.203999999999972,0,1000,0.0,0.0,865,95,116,521
2790,-25.00799999999986,0,1000,0.0,0.0,181,38,36,275
2791,-30.69799999999981,0,1000,0.0,0.0,690,129,37,363
2792,-50.550000000000246,0,1000,0.0,0.0,635,134,4,293
2793,-32.83799999999978,0,1000,0.0,0.0,202,50,12,164
2794,34.30800000000021,2,1000,0.25,0.0,892,150,81,511
2795,44.61400000000007,2,1000,0.25,0.0,241,97,31,557
